standardDur,testDurS,deltaDurS,logDeltaDur,logDeltaDurMs,unbiasedVisualStandardDur,unbiasedVisualTestDur,audNoise,conflictDur,chose_test,chose_standard,responses
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,1,0,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,1,0,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,0,1,1
0.5,0.022710000000000008,-0.47729,-3.0918027423047243,-3.091802742304724,0.42,0.022710000000000008,0.1,-0.08,1,0,1
