lambda,mu,sigma
0.08218142559985724,0.6,-0.09041530455656778
,0.3662623166944299,0.012879193214395221
,,0.23086121094390222
,,0.05299976040461585
,,0.06723279695400904
,,0.17443689220462238
,,0.3098524618137301
,,-0.13205809762775747
,,0.02357480000438385
,,0.10763393698496679
,,-0.019763977762457696
,,0.004813051348159596
,,0.04519510822292449
,,0.031804643984843166
