,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.49927,1.2,1,0.36613,0.32452,0.7489,0,2.11356,-0.65,-0.32452,0.17474,5,2U1D,2.0,True,2.053,0,False,right,0.08321,0.3005,0.6162,0.3157,1.2588,1.9831,0.7243,A
1,0.49927,0.1,1,0.26628,0.33284,0.7489,1,1.89722,-0.9,-0.44934,0.04993,5,lapse_rate,2.0,True,1.208,0,False,right,-0.24963,0.1789,0.3954,0.2165,1.187,1.6037,0.4168,A
2,0.49927,0.1,1,0.44102,0.38277,0.42438,2,2.69605,0.9,0.44934,0.94861,5,lapse_rate,1.0,True,15.976,0,False,left,0.08321,0.3564,1.4727,1.1163,1.7729,2.5234,0.7505,A
3,0.49927,1.2,2,0.44102,0.3162,0.60744,3,2.03867,-0.65,-0.32452,0.17474,5,2U1D,1.0,True,1.163,0,False,left,-0.24963,1.5657,1.6658,0.1001,0.4992,0.8912,0.392,A
4,0.49927,0.1,1,0.44934,0.30788,0.87372,4,2.954,0.65,0.32452,0.82379,5,2D1U,1.0,True,1.113,0,False,left,0.08321,0.3655,1.3575,0.992,2.1069,2.8578,0.7509,A
5,0.49927,1.2,1,0.29956,0.23299,0.54919,5,1.63094,-0.9,-0.44934,0.04993,5,lapse_rate,2.0,True,1.099,0,False,right,-0.24963,0.2364,0.428,0.1916,1.0361,1.428,0.3919,A
6,0.49927,0.1,1,0.26628,0.28292,0.60744,6,2.4797,0.65,0.32452,0.82379,5,2D1U,1.0,True,0.978,0,False,left,0.08321,0.1786,1.1713,0.9927,1.6537,2.4035,0.7498,A
7,0.49927,1.2,2,0.3162,0.35781,0.80715,7,2.2051,-0.55,-0.2746,0.22467,5,2U1D,1.0,True,0.35,0,False,left,-0.24963,1.6371,1.7888,0.1517,0.3702,0.7623,0.3922,A
8,0.49927,1.2,1,0.32452,0.44102,0.81547,8,2.30495,-0.55,-0.2746,0.22467,5,2U1D,2.0,True,0.357,0,False,right,0.08321,0.2593,0.6258,0.3665,1.3342,2.0592,0.725,A
9,0.49927,0.1,2,0.44934,0.44934,0.84043,9,3.01224,0.55,0.2746,0.77386,5,2D1U,1.0,False,9.936,0,False,left,-0.24963,1.8342,2.5264,0.6922,0.4933,0.9091,0.4158,A
10,0.49927,1.2,2,0.39941,0.28292,0.45766,10,2.58787,0.9,0.44934,0.94861,5,lapse_rate,2.0,True,0.359,0,False,right,0.08321,1.5435,2.4192,0.8756,0.2941,1.019,0.7249,A
11,0.49927,0.1,2,0.35781,0.39941,0.79051,11,2.09693,-0.9,-0.44934,0.04993,5,lapse_rate,1.0,True,0.522,0,False,left,-0.24963,1.6933,1.66,-0.0333,0.4019,0.8184,0.4165,A
12,0.49927,0.1,1,0.32452,0.39941,0.87372,12,2.90407,0.61,0.30788,0.80715,5,2D1U,1.0,True,1.266,1,True,left,0.08321,0.2424,1.2173,0.975,1.9682,2.7174,0.7491,A
13,0.49927,1.2,2,0.24131,0.32452,0.69065,13,2.03035,-0.45,-0.22467,0.2746,5,2U1D,1.0,True,0.166,0,False,left,-0.24963,1.4522,1.6522,0.2,0.3019,0.6945,0.3927,A
14,0.49927,0.1,2,0.4327,0.44102,0.76554,14,3.08714,0.9,0.44934,0.94861,5,lapse_rate,2.0,True,0.312,0,False,right,0.08321,1.9051,2.7717,0.8667,0.3051,1.055,0.7499,A
