,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
250,0.4997,1.1993,1,0.4498,0.633,0.6496,250,3.0567,0.648,0.3248,0.8246,5,3D1U,1.0,True,1.563,9,True,left,0.05,0.4075,1.3237,0.9162,1.9071,2.5487,0.6415,V
251,0.4997,1.1993,1,0.5081,0.5664,0.7746,251,2.6653,-0.372,-0.1832,0.3165,5,3U1D,2.0,True,0.586,11,True,right,0.0,0.4684,0.8769,0.4085,1.61,2.202,0.5919,A
252,0.4997,0.0999,1,0.6413,0.533,0.8246,252,3.3481,0.702,0.3498,0.8495,5,2D1U,1.0,True,0.811,16,False,left,-0.05,0.6014,1.5435,0.942,2.3017,2.9434,0.6417,V
253,0.4997,0.0999,2,0.558,0.583,0.5247,253,2.4986,-0.342,-0.1749,0.3332,5,2U1D,2.0,False,0.834,13,False,right,0.05,1.695,1.9783,0.2832,0.4866,1.1285,0.6419,V
254,0.4997,0.0999,1,0.5664,0.608,0.8412,254,2.8318,-0.372,-0.1832,0.3165,5,3U1D,2.0,True,0.434,11,True,right,0.0,0.5211,0.9294,0.4084,1.7296,2.3211,0.5915,V
255,0.4997,0.0999,1,0.533,0.5081,0.7079,255,2.3486,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,1.057,0,False,right,-0.05,0.4888,0.6802,0.1914,1.322,1.9639,0.6418,A
256,0.4997,1.1993,2,0.4747,0.6247,0.8412,256,3.2399,0.594,0.2998,0.7996,5,3D1U,2.0,True,1.605,10,True,right,0.05,1.931,2.6807,0.7498,0.4059,1.0477,0.6419,V
257,0.4997,1.1993,2,0.5497,0.6247,0.5164,257,3.0151,0.648,0.3248,0.8246,5,2D1U,2.0,True,1.361,16,False,right,0.0,1.6572,2.4324,0.7752,0.5078,1.0991,0.5912,V
258,0.4997,1.1993,1,0.4914,0.633,0.7662,258,2.7068,-0.372,-0.1832,0.3165,5,3U1D,2.0,True,4.182,11,True,right,-0.05,0.4494,0.858,0.4086,1.5576,2.1997,0.6421,V
259,0.4997,0.0999,1,0.583,0.5997,0.7079,259,3.1899,0.594,0.2998,0.7996,5,3D1U,1.0,True,0.163,10,True,left,0.05,0.5423,1.4344,0.8921,2.0758,2.7174,0.6415,V
260,0.4997,0.0999,1,0.4997,0.6163,0.8412,260,2.7567,-0.396,-0.1999,0.2998,5,2U1D,2.0,True,1.945,14,True,right,0.0,0.4558,0.8476,0.3917,1.6474,2.2387,0.5914,A
261,0.4997,1.1993,1,0.608,0.4248,0.5913,261,3.0233,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,0.201,0,False,left,-0.05,0.5611,1.5528,0.9917,2.0779,2.7192,0.6414,A
262,0.4997,0.0999,2,0.6163,0.6163,0.8662,262,3.4231,0.648,0.3248,0.8246,5,2D1U,2.0,True,0.307,16,False,right,0.05,2.0996,2.8747,0.7751,0.5496,1.1911,0.6415,A
263,0.4997,1.1993,2,0.533,0.583,0.8162,263,3.2315,0.594,0.2998,0.7996,5,3D1U,2.0,True,0.164,10,True,right,0.0,1.9376,2.6881,0.7504,0.4881,1.0797,0.5916,A
264,0.4997,0.0999,1,0.633,0.6413,0.5664,264,3.2399,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,0.162,0,False,left,-0.05,0.5912,1.5827,0.9915,2.0831,2.7246,0.6416,A
265,0.4997,1.1993,1,0.4248,0.558,0.7829,265,2.6069,-0.318,-0.1582,0.3415,5,3U1D,2.0,True,0.267,12,True,right,0.05,0.385,0.818,0.433,1.535,2.1766,0.6416,A
266,0.4997,1.1993,2,0.4831,0.608,0.7496,266,2.6402,-0.396,-0.1999,0.2998,5,2U1D,2.0,False,1.831,14,True,right,0.0,1.8261,2.0761,0.25,0.4427,1.0345,0.5918,V
267,0.4997,0.0999,2,0.5081,0.633,0.5913,267,3.1316,0.8,0.3998,0.8995,5,lapse_rate,2.0,True,0.492,0,False,right,-0.05,1.7117,2.5618,0.8501,0.4365,1.0784,0.6419,A
268,0.4997,0.0999,2,0.4498,0.608,0.5997,268,2.9234,0.54,0.2665,0.7662,5,3D1U,2.0,True,0.348,10,False,right,0.05,1.663,2.3798,0.7168,0.3798,1.0211,0.6413,V
269,0.4997,0.0999,1,0.5414,0.5997,0.6247,269,2.5404,-0.45,-0.2249,0.2749,5,2U1D,2.0,True,0.893,14,False,right,0.0,0.4965,0.8632,0.3667,1.4466,2.0379,0.5913,A
270,0.4997,0.0999,1,0.5081,0.3998,0.7496,270,2.4987,-0.318,-0.1582,0.3415,5,3U1D,2.0,True,1.562,12,True,right,-0.05,0.4649,0.8982,0.4334,1.5815,2.2231,0.6416,V
271,0.4997,1.1993,1,0.5664,0.4747,0.7079,271,3.0483,0.594,0.2998,0.7996,5,2D1U,1.0,True,1.192,16,False,left,0.05,0.5234,1.4149,0.8916,2.0565,2.698,0.6414,V
272,0.4997,0.0999,2,0.5414,0.6413,0.6746,272,2.4569,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,0.265,0,False,left,0.0,1.8064,1.8564,0.05,0.4981,1.0896,0.5915,V
273,0.4997,1.1993,2,0.533,0.5081,0.6496,273,2.9566,0.54,0.2665,0.7662,5,3D1U,2.0,True,0.285,10,False,right,-0.05,1.7945,2.5113,0.7168,0.4608,1.103,0.6421,V
274,0.4997,1.1993,2,0.4747,0.558,0.6163,274,2.4236,-0.45,-0.2249,0.2749,5,2U1D,1.0,True,0.395,14,False,left,0.05,1.7093,1.9343,0.225,0.4096,1.0513,0.6417,V
275,0.4997,0.0999,2,0.633,0.608,0.6746,275,3.2149,0.594,0.2998,0.7996,5,2D1U,2.0,True,0.284,16,False,right,0.0,1.9009,2.651,0.7501,0.5927,1.1843,0.5917,A
276,0.4997,0.0999,1,0.533,0.5247,0.8079,276,2.7068,-0.318,-0.1582,0.3415,5,3U1D,2.0,True,1.056,12,True,right,-0.05,0.4867,0.9203,0.4336,1.6619,2.3036,0.6417,V
277,0.4997,0.0999,1,0.5997,0.4081,0.7912,277,2.6652,-0.264,-0.1333,0.3665,5,3U1D,2.0,True,0.363,12,False,right,0.05,0.5555,1.0142,0.4586,1.7388,2.3807,0.6418,V
278,0.4997,0.0999,2,0.4331,0.5913,0.6247,278,2.2487,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,0.162,0,False,left,0.0,1.6505,1.7005,0.05,0.3919,0.9835,0.5916,A
279,0.4997,1.1993,1,0.558,0.4997,0.8662,279,3.1898,0.54,0.2665,0.7662,5,2D1U,2.0,False,0.601,16,False,right,-0.05,0.5138,1.3726,0.8588,2.1728,2.8139,0.6411,A
280,0.4997,1.1993,1,0.6413,0.558,0.5164,280,2.5152,-0.396,-0.1999,0.2998,5,2U1D,2.0,True,0.275,15,True,right,0.05,0.6001,0.9919,0.3917,1.4419,2.0834,0.6415,V
281,0.4997,1.1993,1,0.4331,0.5913,0.7996,281,3.0899,0.54,0.2665,0.7662,5,3D1U,2.0,False,0.6,10,False,right,0.0,0.3893,1.2481,0.8587,2.0061,2.5977,0.5915,A
282,0.4997,1.1993,1,0.6413,0.5081,0.6413,282,3.1899,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,1.825,0,False,left,-0.05,0.6011,1.5929,0.9918,2.168,2.8096,0.6416,A
283,0.4997,0.0999,1,0.4664,0.533,0.8329,283,3.1316,0.594,0.2998,0.7996,5,3D1U,2.0,False,3.383,11,True,right,0.05,0.4253,1.3167,0.8915,2.0836,2.7253,0.6417,A
284,0.4997,0.0999,2,0.5747,0.633,0.558,284,3.065,0.594,0.2998,0.7996,5,2D1U,2.0,True,1.581,17,True,right,0.0,1.726,2.476,0.75,0.534,1.1258,0.5918,V
285,0.4997,0.0999,1,0.6496,0.5081,0.5997,285,2.5569,-0.396,-0.1999,0.2998,5,2U1D,2.0,True,1.606,15,True,right,-0.05,0.609,1.0006,0.3916,1.5338,2.1756,0.6418,A
286,0.4997,1.1993,2,0.4914,0.608,0.6413,286,2.6069,-0.264,-0.1333,0.3665,5,3U1D,1.0,True,1.727,12,False,left,0.05,1.7443,2.061,0.3166,0.4193,1.0611,0.6418,V
287,0.4997,1.1993,2,0.4581,0.4997,0.5081,287,2.7902,0.648,0.3248,0.8246,5,3D1U,1.0,False,3.201,11,False,left,0.0,1.56,2.335,0.7751,0.4181,1.01,0.5918,V
288,0.4997,1.1993,1,0.5414,0.4498,0.6663,288,2.5237,-0.264,-0.1333,0.3665,5,3U1D,2.0,True,3.055,12,False,right,-0.05,0.4967,0.9554,0.4587,1.5553,2.1969,0.6416,V
289,0.4997,0.0999,2,0.5247,0.4831,0.6996,289,3.0067,0.594,0.2998,0.7996,5,2D1U,2.0,True,0.738,17,True,right,0.05,1.8385,2.5885,0.75,0.4551,1.0966,0.6415,A
290,0.4997,0.0999,2,0.6247,0.4581,0.6996,290,2.6153,-0.342,-0.1749,0.3332,5,2U1D,1.0,True,0.436,15,False,left,0.0,1.9121,2.1952,0.283,0.5787,1.1705,0.5917,A
291,0.4997,0.0999,1,0.6496,0.6163,0.7996,291,2.6651,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,0.443,0,False,right,-0.05,0.6058,0.7974,0.1916,1.5307,2.1722,0.6414,V
292,0.4997,0.0999,2,0.6247,0.583,0.5497,292,3.0233,0.54,0.2665,0.7662,5,2D1U,2.0,True,0.16,18,True,right,0.05,1.7936,2.5102,0.7166,0.5601,1.2014,0.6413,V
293,0.4997,1.1993,2,0.4581,0.5997,0.6663,293,2.557,-0.342,-0.1749,0.3332,5,2U1D,1.0,True,0.166,15,False,left,0.0,1.7136,1.9971,0.2835,0.4139,1.0052,0.5913,V
294,0.4997,1.1993,2,0.4831,0.5747,0.7496,294,3.1566,0.702,0.3498,0.8495,5,3D1U,1.0,False,1.459,11,False,left,-0.05,1.8485,2.6483,0.7999,0.4153,1.0568,0.6414,V
295,0.4997,1.1993,2,0.5247,0.5997,0.8162,295,2.8318,-0.21,-0.1083,0.3915,5,3U1D,1.0,True,0.313,12,False,left,0.05,1.9519,2.2935,0.3416,0.4522,1.0938,0.6417,A
296,0.4997,1.1993,2,0.5747,0.533,0.6996,296,2.4069,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,0.677,0,False,left,0.0,1.8627,1.9129,0.0502,0.5294,1.1208,0.5914,V
297,0.4997,0.0999,2,0.5081,0.5747,0.6247,297,2.5987,-0.21,-0.1083,0.3915,5,3U1D,2.0,False,0.447,12,False,right,-0.05,1.7496,2.0912,0.3415,0.4413,1.0825,0.6412,V
298,0.4997,0.0999,1,0.4997,0.583,0.7246,298,3.0732,0.54,0.2665,0.7662,5,2D1U,2.0,False,1.654,18,True,right,0.05,0.4597,1.3182,0.8584,1.9772,2.6185,0.6413,A
299,0.4997,0.0999,1,0.5247,0.6247,0.7662,299,3.2898,0.756,0.3748,0.8745,5,3D1U,1.0,True,2.037,11,False,left,0.0,0.4771,1.4437,0.9666,2.1687,2.7604,0.5917,A
300,0.4997,1.1993,1,0.4914,0.6163,0.7746,300,2.7401,-0.288,-0.1416,0.3581,5,2U1D,2.0,True,1.001,15,False,right,-0.05,0.4444,0.8947,0.4503,1.6028,2.2444,0.6417,A
301,0.4997,1.1993,1,0.4164,0.533,0.7329,301,2.2819,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,1.598,0,False,right,0.05,0.3739,0.5653,0.1913,1.2323,1.8739,0.6416,A
302,0.4997,1.1993,1,0.5247,0.4081,0.6247,302,2.8568,0.594,0.2998,0.7996,5,2D1U,2.0,False,1.749,19,True,right,0.0,0.4831,1.3747,0.8916,1.9579,2.5498,0.5918,V
303,0.4997,1.1993,2,0.4747,0.5913,0.7579,303,3.1981,0.756,0.3748,0.8745,5,3D1U,2.0,True,2.295,11,False,right,-0.05,1.846,2.6708,0.8248,0.4043,1.0461,0.6418,A
304,0.4997,0.0999,2,0.4581,0.533,0.5164,304,2.1071,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,0.792,0,False,left,0.05,1.5924,1.6422,0.0498,0.3922,1.0339,0.6416,A
305,0.4997,0.0999,2,0.558,0.5664,0.7413,305,2.7319,-0.264,-0.1333,0.3665,5,3U1D,1.0,True,2.099,13,True,left,0.0,1.8913,2.2079,0.3165,0.5167,1.1081,0.5914,A
306,0.4997,0.0999,2,0.5414,0.633,0.5997,306,2.6319,-0.288,-0.1416,0.3581,5,2U1D,1.0,True,2.523,15,False,left,-0.05,1.7568,2.065,0.3082,0.4734,1.1152,0.6418,A
307,0.4997,0.0999,2,0.4414,0.4747,0.8579,307,3.1482,0.756,0.3748,0.8745,5,3D1U,2.0,True,0.637,11,False,right,0.05,1.9126,2.7376,0.825,0.3707,1.0123,0.6417,A
308,0.4997,1.1993,2,0.4831,0.4664,0.8912,308,2.7235,-0.234,-0.1166,0.3831,5,2U1D,2.0,False,0.917,15,False,right,0.0,1.9659,2.2992,0.3333,0.4412,1.0328,0.5916,V
309,0.4997,1.1993,1,0.4414,0.6413,0.7746,309,2.7235,-0.264,-0.1333,0.3665,5,3U1D,2.0,True,0.584,13,True,right,-0.05,0.3953,0.8535,0.4582,1.5623,2.2035,0.6412,A
310,0.4997,0.0999,2,0.6413,0.5164,0.6163,310,2.3736,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,4.03,0,False,left,0.05,1.8744,1.9245,0.0501,0.5745,1.2162,0.6417,A
311,0.4997,1.1993,2,0.633,0.4414,0.6746,311,3.0733,0.648,0.3248,0.8246,5,2D1U,2.0,True,0.208,19,False,right,0.0,1.9013,2.676,0.7747,0.593,1.1849,0.5919,A
312,0.4997,0.0999,2,0.4248,0.5247,0.5497,312,2.8235,0.648,0.3248,0.8246,5,2D1U,2.0,True,1.624,19,False,right,-0.05,1.592,2.3669,0.7749,0.3587,1.0005,0.6418,V
313,0.4997,0.0999,2,0.6247,0.533,0.583,313,3.0899,0.702,0.3498,0.8495,5,3D1U,2.0,True,0.279,12,True,right,0.05,1.8253,2.6249,0.7996,0.5586,1.2003,0.6417,V
314,0.4997,1.1993,2,0.4664,0.6413,0.8246,314,3.3315,0.8,0.3998,0.8995,5,lapse_rate,2.0,True,0.804,0,False,right,0.0,1.8778,2.728,0.8502,0.4198,1.011,0.5912,V
315,0.4997,0.0999,1,0.4997,0.3998,0.608,315,2.3737,-0.264,-0.1333,0.3665,5,3U1D,1.0,False,3.827,13,True,left,-0.05,0.4538,0.9121,0.4583,1.454,2.0955,0.6415,V
316,0.4997,1.1993,1,0.4414,0.4997,0.5997,316,2.3986,-0.288,-0.1416,0.3581,5,2U1D,1.0,False,2.166,16,True,left,0.05,0.3986,0.8489,0.4502,1.382,2.0237,0.6417,V
317,0.4997,1.1993,2,0.533,0.5414,0.683,317,3.0567,0.594,0.2998,0.7996,5,2D1U,2.0,True,0.156,20,True,right,0.0,1.8101,2.5603,0.7502,0.4936,1.0854,0.5918,V
318,0.4997,1.1993,2,0.6163,0.5414,0.6996,318,2.6985,-0.318,-0.1582,0.3415,5,3U1D,1.0,True,0.754,13,False,left,-0.05,1.9287,2.2202,0.2915,0.5452,1.1871,0.6419,V
319,0.4997,0.0999,1,0.5081,0.5081,0.6496,319,2.4987,-0.342,-0.1749,0.3332,5,2U1D,2.0,True,0.162,16,False,right,0.05,0.4671,0.892,0.4249,1.4755,2.1165,0.641,V
320,0.4997,0.0999,1,0.4498,0.4747,0.6496,320,2.9233,0.702,0.3498,0.8495,5,3D1U,1.0,True,1.568,12,True,left,0.0,0.4096,1.351,0.9414,1.9591,2.5507,0.5916,A
321,0.4997,1.1993,1,0.3998,0.4248,0.5997,321,2.0239,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,0.723,0,False,right,-0.05,0.3524,0.5441,0.1917,1.0774,1.7191,0.6417,A
322,0.4997,1.1993,1,0.533,0.6247,0.5664,322,3.1233,0.8,0.3998,0.8995,5,lapse_rate,2.0,False,0.163,0,False,right,0.05,0.4891,1.481,0.992,1.9813,2.6228,0.6415,V
323,0.4997,0.0999,2,0.4997,0.5664,0.7246,323,3.09,0.594,0.2998,0.7996,5,2D1U,2.0,True,0.163,20,True,right,0.0,1.8161,2.5661,0.75,0.4581,1.0495,0.5914,A
324,0.4997,1.1993,1,0.5664,0.5164,0.8579,324,3.2899,0.702,0.3498,0.8495,5,3D1U,1.0,True,0.679,12,True,left,-0.05,0.5241,1.4658,0.9418,2.2577,2.8992,0.6415,A
325,0.4997,1.1993,1,0.4581,0.4997,0.7413,325,2.532,-0.342,-0.1749,0.3332,5,2U1D,2.0,True,0.455,16,False,right,0.05,0.4177,0.8428,0.4251,1.5175,2.1593,0.6418,V
326,0.4997,1.1993,1,0.4248,0.4914,0.7329,326,2.4903,-0.318,-0.1582,0.3415,5,3U1D,2.0,True,0.659,13,False,right,0.0,0.3803,0.8139,0.4336,1.5057,2.0974,0.5917,A
327,0.4997,0.0999,1,0.5747,0.4164,0.7329,327,3.0483,0.648,0.3248,0.8246,5,3D1U,2.0,False,1.789,12,False,right,-0.05,0.5287,1.4448,0.9161,2.1118,2.7528,0.641,V
328,0.4997,0.0999,1,0.5664,0.633,0.7662,328,3.2315,0.54,0.2665,0.7662,5,2D1U,1.0,True,0.601,20,False,left,0.05,0.5261,1.3849,0.8588,2.0844,2.7261,0.6417,A
329,0.4997,0.0999,1,0.3998,0.5081,0.6247,329,2.3738,-0.318,-0.1582,0.3415,5,3U1D,2.0,True,0.475,13,False,right,0.0,0.3552,0.7889,0.4337,1.3721,1.9636,0.5915,V
330,0.4997,0.0999,1,0.558,0.6163,0.8246,330,2.5985,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,0.163,0,False,right,-0.05,0.5185,0.7103,0.1918,1.4682,2.1101,0.6419,V
331,0.4997,1.1993,1,0.4747,0.4664,0.5164,331,2.3153,-0.288,-0.1416,0.3581,5,2U1D,2.0,True,1.711,17,True,right,0.05,0.4292,0.8792,0.45,1.3293,1.9713,0.642,V
332,0.4997,1.1993,2,0.5913,0.4747,0.6996,332,2.6318,-0.264,-0.1333,0.3665,5,3U1D,2.0,False,0.217,14,True,right,0.0,1.8786,2.195,0.3164,0.5452,1.137,0.5918,A
333,0.4997,1.1993,1,0.4747,0.5497,0.533,333,2.4152,-0.288,-0.1416,0.3581,5,2U1D,2.0,True,1.39,17,True,right,-0.05,0.432,0.8819,0.4499,1.3487,1.9901,0.6414,V
334,0.4997,0.0999,1,0.5247,0.633,0.8829,334,3.3065,0.54,0.2665,0.7662,5,2D1U,1.0,True,0.391,20,False,left,0.05,0.4792,1.3373,0.858,2.1542,2.7959,0.6417,A
335,0.4997,0.0999,1,0.4498,0.5414,0.8912,335,3.2316,0.702,0.3498,0.8495,5,3D1U,1.0,True,0.709,13,True,left,0.0,0.4036,1.3453,0.9418,2.1953,2.7867,0.5914,A
336,0.4997,0.0999,1,0.5747,0.4248,0.8579,336,2.457,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,1.041,0,False,right,-0.05,0.5278,0.7196,0.1919,1.5114,2.1525,0.6412,A
337,0.4997,0.0999,2,0.5997,0.4331,0.7496,337,3.1816,0.8,0.3998,0.8995,5,lapse_rate,2.0,True,0.35,0,False,right,0.05,1.9628,2.8127,0.8499,0.5292,1.171,0.6418,A
338,0.4997,0.0999,1,0.6413,0.5081,0.533,338,2.9234,0.486,0.2415,0.7413,5,2D1U,1.0,True,2.0,20,False,left,0.0,0.5992,1.4323,0.8331,1.9242,2.5156,0.5914,V
339,0.4997,1.1993,1,0.5247,0.4498,0.5913,339,2.407,-0.318,-0.1582,0.3415,5,3U1D,2.0,True,1.014,15,True,right,-0.05,0.4834,0.9169,0.4335,1.4419,2.0836,0.6417,V
340,0.4997,1.1993,1,0.5664,0.633,0.8329,340,3.3815,0.702,0.3498,0.8495,5,3D1U,2.0,False,0.671,13,True,right,0.05,0.5202,1.4616,0.9414,2.2281,2.8697,0.6416,A
341,0.4997,1.1993,1,0.608,0.558,0.8162,341,2.865,-0.234,-0.1166,0.3831,5,2U1D,2.0,True,1.006,17,False,right,0.0,0.562,1.0369,0.4748,1.812,2.4037,0.5917,V
342,0.4997,0.0999,1,0.3998,0.4498,0.5913,342,2.3237,-0.234,-0.1166,0.3831,5,2U1D,2.0,True,1.106,17,False,right,-0.05,0.3588,0.8338,0.475,1.3588,2.0003,0.6416,A
343,0.4997,0.0999,2,0.4664,0.4248,0.5664,343,2.8318,0.756,0.3748,0.8745,5,3D1U,2.0,True,0.392,13,False,right,0.05,1.6447,2.4696,0.8249,0.3949,1.0362,0.6414,V
344,0.4997,1.1993,2,0.633,0.4914,0.7829,344,2.5069,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,0.56,0,False,left,0.0,2.0018,2.0518,0.0501,0.5853,1.1769,0.5915,A
345,0.4997,0.0999,1,0.4664,0.6247,0.5997,345,2.532,-0.318,-0.1582,0.3415,5,3U1D,2.0,True,0.834,15,True,right,-0.05,0.4265,0.8598,0.4333,1.3934,2.0351,0.6417,V
346,0.4997,1.1993,1,0.4414,0.4581,0.6413,346,2.7818,0.486,0.2415,0.7413,5,2D1U,2.0,False,1.192,20,False,right,0.05,0.3946,1.228,0.8334,1.803,2.4445,0.6415,V
347,0.4997,0.0999,1,0.4581,0.6247,0.6496,347,3.1316,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,0.658,0,False,left,0.0,0.416,1.4079,0.9919,2.016,2.6077,0.5917,V
348,0.4997,1.1993,2,0.5414,0.4914,0.533,348,2.94,0.756,0.3748,0.8745,5,3D1U,2.0,True,0.162,13,False,right,-0.05,1.69,2.515,0.825,0.4733,1.1149,0.6416,A
349,0.4997,1.1993,2,0.5913,0.4414,0.6746,349,2.9732,0.54,0.2665,0.7662,5,2D1U,1.0,False,1.877,21,True,left,0.05,1.877,2.5934,0.7164,0.5189,1.1607,0.6417,A
350,0.4997,0.0999,2,0.4581,0.4664,0.5664,350,2.3987,-0.18,-0.0916,0.4081,5,2U1D,2.0,False,2.246,17,False,right,0.0,1.6119,1.9702,0.3583,0.412,1.003,0.5911,V
351,0.4997,0.0999,2,0.6247,0.608,0.6663,351,2.7402,-0.318,-0.1582,0.3415,5,3U1D,2.0,False,1.199,15,True,right,-0.05,1.9033,2.1952,0.2919,0.5533,1.195,0.6418,A
352,0.4997,1.1993,1,0.558,0.6163,0.7579,352,2.5318,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,0.933,0,False,right,0.05,0.5134,0.7051,0.1917,1.3966,2.0384,0.6419,V
353,0.4997,0.0999,1,0.583,0.6163,0.8662,353,2.9483,-0.234,-0.1166,0.3831,5,2U1D,2.0,True,1.002,18,True,right,0.0,0.5364,1.0112,0.4748,1.8362,2.4278,0.5916,A
354,0.4997,1.1993,2,0.4248,0.5747,0.7662,354,3.065,0.594,0.2998,0.7996,5,2D1U,2.0,True,0.489,21,False,right,-0.05,1.807,2.5569,0.7499,0.3569,0.9987,0.6418,A
355,0.4997,1.1993,1,0.5997,0.6413,0.558,355,2.6152,-0.372,-0.1832,0.3165,5,3U1D,2.0,True,1.257,15,False,right,0.05,0.5587,0.9671,0.4084,1.4586,2.1003,0.6417,A
356,0.4997,1.1993,1,0.6163,0.5997,0.8162,356,3.4064,0.756,0.3748,0.8745,5,3D1U,2.0,False,25.212,13,False,right,0.0,0.5708,1.5375,0.9667,2.3125,2.9041,0.5916,V
357,0.4997,0.0999,2,0.5997,0.5247,0.7496,357,2.6902,-0.372,-0.1832,0.3165,5,3U1D,1.0,True,0.692,15,False,left,-0.05,1.9661,2.2323,0.2662,0.5326,1.1743,0.6416,A
358,0.4997,0.0999,2,0.608,0.4414,0.6413,358,2.99,0.594,0.2998,0.7996,5,2D1U,2.0,True,0.431,21,False,right,0.05,1.8655,2.6158,0.7503,0.5406,1.1825,0.6418,A
359,0.4997,1.1993,1,0.583,0.533,0.8246,359,3.3398,0.8,0.3998,0.8995,5,lapse_rate,2.0,False,1.303,0,False,right,0.0,0.5388,1.53,0.9913,2.3133,2.9052,0.5918,V
360,0.4997,0.0999,2,0.4914,0.533,0.6913,360,2.5985,-0.234,-0.1166,0.3831,5,2U1D,1.0,True,1.49,18,True,left,-0.05,1.7937,2.1275,0.3339,0.4191,1.0605,0.6414,A
