,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue,VisualPSE
0,0.50004,1.2,2,0.38337,0.56672,0.70006,0,2.17519,-0.95,-0.47504,0.025,5,1D2U,1.0,True,0.848,0,False,left,0.45004,1.8071,2.0322,0.2251,0.0576,1.2069,1.1493,A,0.2
1,0.50004,0.1,2,0.35837,0.45004,0.59172,1,2.85026,0.9,0.45004,0.95009,5,lapse_rate,2.0,True,2.365,0,False,right,-0.45004,1.2245,2.3909,1.1663,0.474,0.7409,0.2669,A,0.22
2,0.50004,1.2,2,0.60005,0.47504,0.92508,2,2.52521,-0.95,-0.47504,0.025,5,2D1U,1.0,True,0.691,0,False,left,0.45004,2.2475,2.4725,0.225,0.2732,1.423,1.1499,A,0.2
3,0.50004,0.1,2,0.40004,0.27502,0.74173,3,1.94183,-0.95,-0.47504,0.025,5,1D2U,1.0,True,49.324,0,False,left,-0.45004,1.4147,1.6565,0.2418,0.5152,0.7819,0.2667,A,0.22
4,0.50004,1.2,2,0.60005,0.42504,0.66673,4,2.21686,-0.95,-0.47504,0.025,5,lapse_rate,1.0,True,2.2,0,False,left,0.45004,1.9949,2.2204,0.2255,0.2784,1.4279,1.1495,A,0.2
5,0.50004,0.1,2,0.29169,0.27502,0.58339,5,1.75848,-0.79,-0.3917,0.10834,5,2D1U,1.0,True,0.256,0,False,left,-0.45004,1.1474,1.4724,0.3251,0.4062,0.6731,0.2669,A,0.22
6,0.50004,1.2,1,0.37503,0.45004,0.55838,6,1.90849,-0.95,-0.47504,0.025,5,lapse_rate,2.0,True,0.216,0,False,right,0.45004,0.2744,0.4998,0.2254,0.7328,1.883,1.1502,A,0.2
7,0.50004,1.2,1,0.33336,0.23335,0.76674,7,1.94183,-0.79,-0.3917,0.10834,5,1D2U,1.0,False,5.203,0,False,left,-0.45004,0.2319,0.5399,0.308,1.4319,1.6819,0.25,A,0.2
8,0.50004,1.2,2,0.40837,0.55005,0.61672,8,2.25853,-0.63,-0.3167,0.18335,5,2D1U,1.0,True,2.016,0,False,left,0.45004,1.7519,2.1352,0.3833,0.0853,1.2354,1.1501,A,0.2
9,0.50004,0.1,1,0.3417,0.3417,0.45837,9,1.66681,-0.95,-0.47504,0.025,5,lapse_rate,2.0,True,0.359,0,False,right,-0.45004,0.2367,0.4787,0.242,1.0538,1.3204,0.2666,A,0.22
10,0.50004,0.1,2,0.55005,0.46671,0.81674,10,2.40021,-0.87,-0.43337,0.06667,5,1D2U,1.0,True,4.725,1,True,left,0.45004,2.0872,2.37,0.2829,0.2119,1.3785,1.1665,A,0.22
11,0.50004,0.1,1,0.25836,0.35837,0.4167,11,1.60014,-0.87,-0.43337,0.06667,5,1D2U,2.0,True,0.667,1,True,right,-0.45004,0.1509,0.4339,0.2831,0.9683,1.2347,0.2664,A,0.22
12,0.50004,0.1,1,0.60839,0.40837,1.29178,12,3.75867,0.9,0.45004,0.95009,5,lapse_rate,1.0,True,1.634,0,False,left,0.45004,0.4973,1.6637,1.1664,2.6222,3.7883,1.1661,A,0.22
13,0.50004,1.2,1,0.37503,0.24169,0.61672,13,2.00017,-0.47,-0.23335,0.26669,5,2D1U,2.0,True,0.758,0,False,right,-0.45004,0.2727,0.7394,0.4667,1.4809,1.7306,0.2497,A,0.2
14,0.50004,1.2,1,0.46671,0.50004,1.01676,14,2.82525,-0.31,-0.15835,0.3417,5,2D1U,2.0,True,0.192,0,False,right,0.45004,0.3615,0.9034,0.5419,1.5948,2.7452,1.1503,A,0.2
15,0.50004,1.2,1,0.30003,0.28336,0.68339,15,1.79182,-0.95,-0.47504,0.025,5,lapse_rate,2.0,True,1.959,0,False,right,-0.45004,0.1967,0.4212,0.2245,1.2304,1.4801,0.2498,A,0.2
