,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.5,0.85,2,0.575,0.475,0.75,0,3.1,0.6,0.3,0.8,5,1D1U,2.0,True,3.068,0,False,right,0.3,2.9899,4.1064,1.1165,0.6397,1.8065,1.1667,A
1,0.5,0.85,2,0.525,0.625,0.775,1,2.625,-0.6,-0.3,0.2,5,2U1D,2.0,False,0.119,0,False,right,-0.3,2.2786,2.6287,0.3501,0.8453,1.0937,0.2484,A
