,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.50023,1.2,2,0.25011,0.40852,0.59194,0,1.90087,-0.7,-0.35016,0.15007,5,2U1D,1.0,True,0.26,0,False,left,0.16674,1.4907,1.6073,0.1166,0.1324,0.8657,0.7333,A
1,0.50023,1.2,1,0.25845,0.32515,0.89208,1,2.07596,-0.8,-0.40018,0.10005,5,lapse_rate,2.0,True,0.147,0,False,right,-0.08337,0.2226,0.3896,0.167,1.2897,1.7723,0.4826,A
2,0.50023,1.2,2,0.32515,0.2251,0.61695,2,1.8175,-0.7,-0.35016,0.15007,5,2U1D,2.0,False,0.412,0,False,right,0.16674,1.5916,1.7082,0.1166,0.2078,0.9419,0.7341,A
