,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.49684,1.2,1,0.30315,0.21895,0.8842,0,2.05472,-0.7,-0.35368,0.15158,5,2U1D,1.0,False,1.145,0,False,left,0.16842,0.2632,0.4793,0.2161,1.238,1.9633,0.7253,A
1,0.49684,1.2,2,0.30315,0.42105,0.69894,1,2.7705,0.7,0.35368,0.85052,5,2D1U,2.0,True,0.107,0,False,right,-0.08421,1.5099,2.3182,0.8084,0.3101,0.7849,0.4748,A
2,0.49684,0.1,1,0.32,0.40421,0.65684,2,2.72841,0.7,0.35368,0.85052,5,2D1U,1.0,True,0.22,0,False,left,0.16842,0.448,1.0228,0.5749,1.7232,2.1144,0.3912,A
3,0.49684,0.1,2,0.40421,0.42947,0.75789,3,2.1642,-0.85,-0.42105,0.07579,5,2U1D,1.0,True,0.21,0,False,left,-0.08421,1.5961,1.5378,-0.0583,0.5713,0.7128,0.1414,A
4,0.49684,0.1,1,0.23579,0.22737,0.57263,4,2.43367,0.8,0.40421,0.90104,5,lapse_rate,1.0,True,0.448,0,False,left,0.16842,0.3677,0.9924,0.6248,1.609,2.0006,0.3916,A
5,0.49684,0.1,2,0.3621,0.39579,0.8421,5,2.19788,-0.8,-0.40421,0.10105,5,lapse_rate,2.0,False,0.126,0,False,right,-0.08421,1.6401,1.6063,-0.0338,0.5313,0.673,0.1417,A
6,0.49684,1.2,2,0.26105,0.22737,0.74947,6,2.50946,0.55,0.27789,0.77473,5,2D1U,1.0,False,0.124,0,False,left,0.16842,1.6388,2.3719,0.7331,0.1385,0.8633,0.7248,A
7,0.49684,1.2,1,0.28631,0.30315,0.66526,7,1.82735,-0.85,-0.42105,0.07579,5,2U1D,2.0,True,0.383,0,False,right,-0.08421,0.2473,0.3889,0.1416,1.0561,1.5301,0.474,A
8,0.49684,0.1,1,0.32,0.32,0.66526,8,1.91999,-0.76,-0.37894,0.11789,5,2U1D,2.0,True,0.192,1,True,right,0.16842,0.4474,0.2973,-0.1501,1.0058,1.3975,0.3917,A
9,0.49684,1.2,2,0.39579,0.42947,0.81683,9,2.23998,-0.8,-0.40421,0.10105,5,lapse_rate,1.0,True,0.191,0,False,left,-0.08421,1.7146,1.7811,0.0665,0.398,0.8729,0.4749,A
10,0.49684,0.1,1,0.22737,0.40421,0.6821,10,2.62735,0.64,0.32,0.81683,5,2D1U,1.0,True,0.148,1,True,left,0.16842,0.3588,0.9006,0.5417,1.6255,2.0172,0.3917,A
11,0.49684,1.2,2,0.3621,0.41263,0.63157,11,2.71997,0.64,0.32,0.81683,5,2D1U,2.0,True,0.183,1,True,right,-0.08421,1.5016,2.276,0.7743,0.3677,0.843,0.4753,A
12,0.49684,1.2,2,0.29473,0.37052,0.78315,12,2.06313,-0.76,-0.37894,0.11789,5,2U1D,1.0,True,0.23,1,True,left,0.16842,1.7036,1.7869,0.0833,0.1701,0.8954,0.7253,A
13,0.49684,1.2,2,0.21895,0.34526,0.53894,13,1.70104,-0.8,-0.40421,0.10105,5,lapse_rate,1.0,True,0.267,0,False,left,-0.08421,1.2623,1.3292,0.0669,0.2209,0.6955,0.4746,A
14,0.49684,0.1,2,0.42105,0.22737,0.5221,14,1.83578,-0.67,-0.33684,0.16842,5,2U1D,2.0,False,0.401,1,False,right,0.16842,1.511,1.5444,0.0334,0.4694,0.8614,0.392,A
15,0.49684,1.2,1,0.21895,0.32842,0.48,15,1.62526,-0.8,-0.40421,0.10105,5,lapse_rate,1.0,False,0.237,0,False,left,-0.08421,0.1811,0.3482,0.167,0.8315,1.3064,0.4749,A
16,0.49684,0.1,2,0.26105,0.38736,0.49684,16,2.43366,0.586,0.29473,0.79157,5,2D1U,2.0,True,0.112,2,True,right,0.16842,1.3204,1.97,0.6496,0.3036,0.6953,0.3917,A
