,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
0,0.5,0.85,1,0.5,0.4,0.8083,0,3.1583,0.9,0.45,0.95,5,1U1D,1.0,True,3.588,0,False,left,0.05,0.5257,1.4568,0.9311,2.2617,2.7612,0.4996,V
1,0.5,0.1,1,0.4417,0.625,0.8083,1,3.325,0.9,0.45,0.95,5,2U1D,2.0,False,1.63,0,False,right,0.05,0.4694,1.4716,1.0022,2.3086,2.821,0.5125,A
