,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
173,0.49979,1.2,2,0.29155,0.21658,0.52478,173,2.21575,0.358,0.17493,0.68305,5,2D1U,2.0,True,0.262,14,True,right,-0.0833,1.4185,2.0275,0.6089,0.2686,0.8265,0.5579,A
174,0.49979,0.1,2,0.21658,0.20825,0.81633,174,2.39901,0.322,0.15827,0.65806,5,2D1U,2.0,True,0.957,14,False,right,0.1666,1.7801,2.3558,0.5758,0.0474,0.8804,0.8329,A
175,0.49979,0.1,1,0.43315,0.31654,0.51645,175,2.21574,-0.1,-0.04998,0.44981,5,2U1D,2.0,True,1.595,15,False,right,-0.0833,0.3486,0.9654,0.6169,1.4401,2.0236,0.5836,A
176,0.49979,1.2,1,0.39984,0.41649,0.57476,176,2.54894,0.322,0.15827,0.65806,5,2D1U,1.0,True,0.256,14,False,left,0.1666,0.3313,1.1311,0.7998,1.5566,2.3644,0.8078,A
177,0.49979,1.2,2,0.40817,0.34153,0.73303,177,2.44899,-0.064,-0.03332,0.46647,5,2U1D,2.0,False,0.977,15,False,right,-0.0833,1.7408,2.1324,0.3916,0.3825,0.9414,0.559,A
178,0.49979,0.1,2,0.34986,0.3332,0.49979,178,2.32404,0.286,0.14161,0.6414,5,2D1U,2.0,True,0.662,14,False,right,0.1666,1.5971,2.1555,0.5584,0.1812,1.0141,0.8329,A
179,0.49979,0.1,2,0.44148,0.36652,0.7247,179,2.67389,0.286,0.14161,0.6414,5,2D1U,2.0,True,1.212,14,False,right,-0.0833,1.788,2.3461,0.5581,0.3962,0.9799,0.5837,A
180,0.49979,1.2,2,0.21658,0.34153,0.57476,180,2.08247,-0.1,-0.04998,0.44981,5,2U1D,2.0,False,2.861,16,True,right,0.1666,1.5187,1.8935,0.3748,0.0684,0.8774,0.8089,A
181,0.49979,1.2,2,0.37485,0.34153,0.89963,181,2.74054,0.25,0.12495,0.62474,5,2D1U,2.0,True,0.975,14,False,right,-0.0833,1.8724,2.4219,0.5495,0.3468,0.9054,0.5586,A
182,0.49979,0.1,1,0.27489,0.34986,0.74136,182,2.49064,0.25,0.12495,0.62474,5,2D1U,1.0,True,0.558,14,False,left,0.1666,0.1892,0.9814,0.7921,1.5554,2.3893,0.8339,A
183,0.49979,0.1,1,0.22491,0.2499,0.89963,183,2.30738,-0.136,-0.06664,0.43315,5,2U1D,2.0,True,0.75,16,False,right,-0.0833,0.1407,0.7404,0.5997,1.5988,2.1821,0.5833,A
