,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.49837,1.2,1,0.22427,0.28241,0.73925,0,1.94365,-0.6,-0.29902,0.19935,5,2U1D,2.0,True,0.542,0,False,right,0.16612,0.1531,0.5036,0.3505,1.0865,1.9035,0.817,A
1,0.49837,1.2,2,0.19935,0.2658,0.83893,1,2.59985,0.6,0.29902,0.7974,5,2D1U,2.0,True,0.542,0,False,right,-0.24919,1.5669,2.291,0.7241,0.2495,0.6503,0.4008,A
2,0.49837,1.2,2,0.2741,0.44023,0.5399,2,1.95195,-0.6,-0.29902,0.19935,5,2U1D,1.0,True,0.408,0,False,left,0.08306,1.5068,1.6326,0.1258,0.1575,0.8903,0.7328,A
3,0.49837,1.2,1,0.20766,0.38209,0.5316,3,2.41712,0.6,0.29902,0.7974,5,2D1U,1.0,True,0.382,0,False,left,-0.08306,0.1295,1.0791,0.9495,1.5791,2.1458,0.5667,A
4,0.49837,1.2,2,0.24919,0.30733,0.71433,4,1.86889,-0.8,-0.3987,0.09967,5,lapse_rate,1.0,True,0.482,0,False,left,0.16612,1.6977,1.7233,0.0256,0.0887,0.9049,0.8162,A
5,0.49837,0.1,2,0.34886,0.44023,0.6728,5,2.23436,-0.45,-0.22427,0.2741,5,2U1D,1.0,True,0.357,0,False,left,-0.24919,1.3976,1.531,0.1333,0.6146,0.5809,-0.0337,A
6,0.49837,0.1,2,0.44853,0.31564,0.88876,6,2.87394,0.45,0.22427,0.72264,5,2D1U,2.0,True,0.357,0,False,right,0.08306,1.8792,2.462,0.5828,0.5461,0.8461,0.2999,A
7,0.49837,1.2,2,0.34886,0.24919,0.7974,7,2.79089,0.8,0.3987,0.89707,5,lapse_rate,2.0,True,0.376,0,False,right,-0.08306,1.7566,2.5817,0.825,0.3142,0.8816,0.5674,A
8,0.49837,1.2,2,0.37378,0.19935,0.78909,8,1.96026,-0.8,-0.3987,0.09967,5,lapse_rate,1.0,True,0.475,0,False,left,0.16612,1.8985,1.9233,0.0248,0.2162,1.0317,0.8155,A
9,0.49837,0.1,2,0.29072,0.22427,0.41531,9,1.70277,-0.45,-0.22427,0.2741,5,2U1D,1.0,True,0.343,0,False,left,-0.24919,1.0855,1.2187,0.1333,0.5602,0.5264,-0.0338,A
