,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.5,0.1,1,0.51667,0.55833,0.71667,0,3.19167,0.8,0.4,0.9,5,lapse_rate,2.0,False,2.008,0,False,right,-0.05,0.5872,1.5385,0.9512,2.2597,2.8528,0.5932,A
1,0.5,0.85,1,0.45833,0.475,0.74167,1,2.975,0.6,0.3,0.8,5,1D1U,1.0,True,0.684,0,False,left,0.05,0.4613,1.4023,0.941,2.287,2.8856,0.5986,A
