,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.50116,1.2,2,0.34246,0.24223,0.49281,0,1.72901,-0.7,-0.35081,0.15035,5,2U1D,1.0,True,0.482,0,False,left,0.25058,1.6097,1.685,0.0753,0.1435,1.0431,0.8997,A
1,0.50116,1.2,1,0.25058,0.28399,0.74339,1,2.6311,0.7,0.35081,0.85198,5,2D1U,1.0,True,0.609,0,False,left,0.0,0.1733,1.1723,0.9991,1.8396,2.4895,0.6499,A
2,0.50116,0.1,2,0.40928,0.3174,0.89374,2,3.02367,0.8,0.40093,0.90209,5,lapse_rate,2.0,True,0.459,0,False,right,-0.16705,1.7157,2.4732,0.7575,0.6329,0.6822,0.0493,A
3,0.50116,1.2,2,0.23388,0.39258,0.70163,3,2.68123,0.7,0.35081,0.85198,5,2D1U,2.0,True,0.405,0,False,right,0.25058,1.7109,2.4869,0.7759,0.0368,0.9369,0.9001,A
4,0.50116,0.1,1,0.25058,0.29235,0.43434,4,1.62878,-0.7,-0.35081,0.15035,5,2U1D,2.0,True,0.461,0,False,right,0.0,0.3889,0.2558,-0.1331,0.8309,1.0473,0.2164,A
5,0.50116,0.1,2,0.35917,0.36752,0.43434,5,1.76242,-0.8,-0.40093,0.10023,5,lapse_rate,1.0,True,0.362,0,False,left,-0.16705,1.2102,1.1683,-0.0419,0.5852,0.6352,0.05,A
6,0.50116,0.1,2,0.25893,0.3007,0.63481,6,2.4724,0.55,0.27564,0.7768,5,2D1U,2.0,True,0.447,0,False,right,0.25058,1.5181,2.1516,0.6335,0.277,0.7433,0.4663,A
7,0.50116,0.1,2,0.35917,0.38423,0.66822,7,2.1383,-0.55,-0.27564,0.22552,5,2U1D,1.0,True,1.659,0,False,left,0.0,1.5273,1.6107,0.0834,0.5024,0.7191,0.2167,A
8,0.50116,1.2,1,0.44269,0.33411,0.55128,8,2.60604,0.55,0.27564,0.7768,5,2D1U,1.0,True,32.091,0,False,left,-0.16705,0.3639,1.2882,0.9242,1.8469,2.3302,0.4833,A
9,0.50116,1.2,2,0.28399,0.39258,0.70163,9,1.97959,-0.8,-0.40093,0.10023,5,lapse_rate,1.0,True,12.771,0,False,left,0.25058,1.7545,1.7793,0.0248,0.0792,0.9794,0.9001,A
10,0.50116,1.2,1,0.40928,0.37587,0.50952,10,2.02135,-0.55,-0.27564,0.22552,5,2U1D,2.0,True,1.776,0,False,right,0.0,0.3348,0.71,0.3753,1.1429,1.7932,0.6503,A
11,0.50116,1.2,2,0.34246,0.41764,0.65151,11,2.6144,0.4,0.20047,0.70163,5,2D1U,2.0,True,0.589,0,False,right,-0.16705,1.5555,2.1804,0.6249,0.3472,0.8306,0.4834,A
12,0.50116,0.1,2,0.28399,0.37587,0.6181,12,1.87935,-0.8,-0.40093,0.10023,5,lapse_rate,1.0,True,0.444,0,False,left,0.25058,1.526,1.4848,-0.0412,0.3014,0.7676,0.4662,A
13,0.50116,0.1,2,0.34246,0.27564,0.52622,13,1.94618,-0.4,-0.20047,0.3007,5,2U1D,2.0,False,0.553,0,False,right,0.0,1.3662,1.5245,0.1583,0.4826,0.6993,0.2166,A
14,0.50116,0.1,2,0.27564,0.27564,0.46775,14,2.22182,0.4,0.20047,0.70163,5,2D1U,2.0,True,0.388,0,False,right,-0.16705,1.157,1.7157,0.5586,0.499,0.5484,0.0494,A
15,0.50116,0.1,1,0.27564,0.32576,0.50116,15,1.86265,-0.49,-0.24223,0.25893,5,2U1D,2.0,True,0.383,1,True,right,0.25058,0.4168,0.391,-0.0258,0.9078,1.3748,0.4671,A
16,0.50116,1.2,1,0.32576,0.26729,0.52622,16,2.52252,0.8,0.40093,0.90209,5,lapse_rate,1.0,True,0.659,0,False,left,0.0,0.2518,1.3023,1.0505,1.752,2.4018,0.6498,A
17,0.50116,1.2,2,0.35081,0.25893,0.40928,17,2.14663,0.25,0.12529,0.62645,5,2D1U,2.0,True,1.047,0,False,right,-0.16705,1.3263,1.8765,0.5502,0.3596,0.8438,0.4841,A
18,0.50116,1.2,2,0.33411,0.32576,0.88539,18,2.30535,-0.49,-0.24223,0.25893,5,2U1D,1.0,True,0.4,1,True,left,0.25058,1.9889,2.1723,0.1834,0.1304,1.0306,0.9003,A
19,0.50116,1.2,2,0.45105,0.37587,0.66822,19,2.09653,-0.8,-0.40093,0.10023,5,lapse_rate,1.0,True,0.487,0,False,left,0.0,1.7656,1.7902,0.0246,0.374,1.024,0.65,A
20,0.50116,1.2,2,0.43434,0.39258,0.56799,20,2.18006,-0.436,-0.21717,0.28399,5,2U1D,1.0,True,0.807,2,True,left,-0.16705,1.564,1.7717,0.2076,0.4392,0.9226,0.4833,A
21,0.50116,0.1,1,0.32576,0.36752,0.70163,21,2.52252,0.25,0.12529,0.62645,5,2D1U,1.0,True,0.924,0,False,left,0.25058,0.4701,0.812,0.3419,1.5284,1.9948,0.4664,A
22,0.50116,0.1,2,0.39258,0.35081,0.49281,22,1.83759,-0.8,-0.40093,0.10023,5,lapse_rate,1.0,True,0.268,0,False,left,0.0,1.3807,1.3384,-0.0423,0.531,0.7468,0.2159,A
23,0.50116,0.1,2,0.43434,0.40093,0.80186,23,2.42228,-0.436,-0.21717,0.28399,5,2U1D,1.0,True,0.366,2,True,left,-0.16705,1.6486,1.7901,0.1414,0.6572,0.7074,0.0502,A
24,0.50116,1.2,2,0.22552,0.43434,0.66822,24,1.92947,-0.8,-0.40093,0.10023,5,lapse_rate,1.0,True,27.109,0,False,left,0.25058,1.6644,1.6901,0.0257,0.0239,0.924,0.9001,A
25,0.50116,0.1,1,0.30905,0.40093,0.6181,25,2.38052,0.1,0.05012,0.55128,5,2D1U,1.0,True,1.775,0,False,left,0.0,0.4522,0.7186,0.2665,1.4769,1.6929,0.2159,A
26,0.50116,0.1,2,0.35917,0.27564,0.47611,26,1.71231,-0.8,-0.40093,0.10023,5,lapse_rate,1.0,True,0.375,0,False,left,-0.16705,1.2482,1.2067,-0.0415,0.5819,0.6313,0.0494,A
27,0.50116,1.2,1,0.33411,0.44269,0.59304,27,2.18005,-0.382,-0.19211,0.30905,5,2U1D,2.0,True,1.485,2,False,right,0.25058,0.2537,0.7124,0.4587,1.1037,2.0042,0.9005,A
28,0.50116,1.2,2,0.37587,0.43434,0.45105,28,2.3137,0.1,0.05012,0.55128,5,2D1U,1.0,False,0.32,0,False,left,0.0,1.4776,1.9525,0.4749,0.302,0.9526,0.6506,A
