,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.49927,0.1,2,0.58248,0.58248,0.56584,0,3.12875,0.8,0.39941,0.89868,5,lapse_rate,1.0,False,15.003,0,False,left,0.29956,1.2577,2.1408,0.8831,0.2233,0.7571,0.5338,A
1,0.49927,0.85,1,0.46598,0.51591,0.8654,1,2.54627,-0.6,-0.29956,0.19971,5,1U1D,1.0,False,45.968,0,False,left,-0.29956,0.2276,0.4109,0.1833,1.2446,1.4277,0.1831,A
2,0.49927,0.85,2,0.56584,0.59912,0.7489,2,2.54627,-0.75,-0.38277,0.13314,5,1U1D,1.0,True,39.218,0,False,left,0.04993,1.2514,1.3063,0.055,0.273,0.6214,0.3484,A
3,0.49927,0.85,1,0.48263,0.4327,0.68233,3,2.89576,0.6,0.29956,0.79883,5,1D1U,2.0,False,3.85,0,False,right,0.0,0.2665,0.8676,0.6011,1.5343,1.9996,0.4653,A
4,0.49927,0.85,2,0.51591,0.46598,0.63241,4,2.9124,0.6,0.29956,0.79883,5,2D1U,1.0,False,0.119,0,False,left,-0.04993,1.2187,2.0023,0.7836,0.2678,0.5901,0.3223,A
5,0.49927,0.85,1,0.49927,0.44934,0.68233,5,2.32992,-0.6,-0.29956,0.19971,5,2U1D,1.0,False,7.984,0,False,left,0.29956,0.2678,0.501,0.2332,1.0178,1.8331,0.8153,A
6,0.49927,0.85,2,0.48263,0.49927,0.88204,6,2.46306,-0.8,-0.39941,0.09985,5,lapse_rate,2.0,False,0.584,0,False,right,-0.29956,1.3544,1.4005,0.0461,0.3349,0.5685,0.2336,A
7,0.49927,0.1,2,0.54919,0.61576,0.64905,7,3.19531,0.75,0.38277,0.88204,5,2D1U,2.0,True,0.165,0,False,right,0.04993,1.5509,2.4181,0.8672,0.3015,0.8849,0.5835,A
8,0.49927,0.1,2,0.48263,0.59912,0.51591,8,2.97897,0.75,0.38277,0.88204,5,1D1U,2.0,True,0.131,0,False,right,0.0,1.1992,1.9659,0.7667,0.249,0.7161,0.4671,A
