,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
0,0.5,0.85,1,0.65,0.46667,0.8,0,2.61667,-0.6,-0.3,0.2,5,1U1D,2.0,True,2.178,0,False,right,-0.05,0.6592,0.881,0.2218,1.6582,2.2306,0.5724,V
1,0.5,0.1,1,0.54167,0.40833,0.64167,1,2.19167,-0.8,-0.4,0.1,5,lapse_rate,1.0,False,0.83,0,False,left,0.05,0.5639,0.6918,0.1279,1.425,2.0254,0.6004,V
2,0.5,0.1,2,0.5,0.425,0.725,2,2.25,-0.8,-0.4,0.1,5,lapse_rate,2.0,False,1.117,0,False,right,0.0,1.7475,1.831,0.0835,0.4926,1.014,0.5214,V
