,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.49642,1.2,2,0.38886,0.38886,0.55434,0,2.00223,-0.65,-0.32268,0.17375,5,2U1D,1.0,True,1.439,0,False,left,0.24821,1.7429,1.8348,0.0918,0.1846,1.1006,0.916,A
1,0.49642,0.1,1,0.25649,0.41369,0.76946,1,2.08499,-0.7,-0.3475,0.14893,5,lapse_rate,2.0,True,0.283,0,False,right,0.0,0.1896,0.4811,0.2915,1.1896,1.8314,0.6418,A
2,0.49642,1.2,1,0.28131,0.29785,0.86047,2,2.78824,0.7,0.3475,0.85219,5,lapse_rate,1.0,True,2.284,0,False,left,-0.16547,0.1992,1.2237,1.0246,2.0905,2.5906,0.5001,A
3,0.49642,1.2,1,0.41369,0.43023,0.76118,3,2.92889,0.65,0.32268,0.82737,5,2D1U,2.0,False,0.25,0,False,right,0.24821,0.3315,1.3314,0.9999,1.8897,2.8064,0.9167,A
4,0.49642,1.2,2,0.3144,0.23994,0.52952,4,1.75403,-0.65,-0.32268,0.17375,5,2U1D,1.0,True,1.189,0,False,left,0.0,1.5154,1.607,0.0916,0.2321,0.8989,0.6668,A
5,0.49642,0.1,1,0.28131,0.27303,0.57089,5,2.49866,0.75,0.37232,0.87701,5,2D1U,1.0,True,1.775,0,False,left,-0.16547,0.2185,1.2433,1.0247,1.8353,2.3101,0.4748,A
6,0.49642,0.1,1,0.29785,0.20684,0.85219,6,2.00223,-0.7,-0.3475,0.14893,5,lapse_rate,2.0,True,0.49,0,False,right,0.24821,0.2291,0.5209,0.2918,1.1874,999,997.8126,A
7,0.49642,0.1,2,0.23166,0.40541,0.86047,7,2.21735,-0.55,-0.27303,0.22339,5,2U1D,1.0,True,1.25,0,False,left,0.0,1.7411,1.891,0.1499,0.1656,0.8076,0.6419,A
8,0.49642,0.1,2,0.38059,0.44678,0.69499,8,2.16771,-0.7,-0.3475,0.14893,5,lapse_rate,1.0,True,1.825,0,False,left,-0.16547,1.6373,1.7128,0.0755,0.3962,0.871,0.4748,A
9,0.49642,0.1,1,0.21512,0.33922,0.67017,9,1.94432,-0.55,-0.27303,0.22339,5,2U1D,2.0,True,0.586,0,False,right,0.24821,0.1458,0.5122,0.3664,0.9956,1.8868,0.8911,A
