,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
0,0.5005,1.2,1,0.25859,0.20854,0.82582,0,2.61927,0.65,0.32532,0.82582,5,2D1U,1.0,True,0.76,0,False,left,0.25025,0.1783,1.1784,1.0001,1.7958,999,997.2042,A
1,0.5005,1.2,1,0.35869,0.30864,0.40874,1,1.75174,-0.65,-0.32532,0.17517,5,2U1D,1.0,False,1.356,0,False,left,0.0,0.2753,0.6256,0.3503,0.9508,1.6255,0.6747,A
2,0.5005,1.2,2,0.4421,0.34201,0.69235,2,2.10208,-0.75,-0.37537,0.12512,5,2U1D,1.0,True,0.272,0,False,left,-0.16683,1.7251,1.7576,0.0324,0.4421,0.9505,0.5085,A
3,0.5005,0.1,1,0.42542,0.24191,0.89255,3,2.8862,0.65,0.32532,0.82582,5,2D1U,1.0,True,0.408,0,False,left,0.25025,0.4042,1.2627,0.8585,2.0124,2.7952,0.7828,A
4,0.5005,1.2,2,0.31698,0.31698,0.62562,4,1.81013,-0.9,-0.45045,0.05005,5,lapse_rate,1.0,True,0.51,0,False,left,0.0,1.6139,1.572,-0.0419,0.2302,0.9056,0.6753,A
5,0.5005,0.1,2,0.41708,0.36703,0.75074,5,2.81112,0.55,0.27527,0.77577,5,2D1U,2.0,True,0.222,0,False,right,-0.16683,1.6166,2.3748,0.7582,0.4828,0.8495,0.3667,A
6,0.5005,1.2,1,0.42542,0.32532,0.50884,6,2.71102,0.9,0.45045,0.95094,5,lapse_rate,1.0,True,0.783,0,False,left,0.25025,0.3413,1.466,1.1247,1.7664,2.6909,0.9245,A
7,0.5005,0.1,1,0.25025,0.4421,0.86753,7,2.1855,-0.75,-0.37537,0.12512,5,2U1D,2.0,True,0.264,0,False,right,0.0,0.2328,0.3907,0.158,1.2415,1.7738,0.5323,A
8,0.5005,1.2,2,0.25859,0.4004,0.47547,8,2.5859,0.9,0.45045,0.95094,5,lapse_rate,2.0,True,0.227,0,False,right,-0.16683,1.3284,2.1867,0.8583,0.2612,0.7702,0.509,A
9,0.5005,1.2,2,0.37537,0.22522,0.85084,9,2.11042,-0.69,-0.34201,0.15849,5,2U1D,1.0,True,0.489,1,True,left,0.25025,2.0221,2.0884,0.0664,0.1637,1.0877,0.924,A
