,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue,VisualPSE
0,0.50154,1.2,2,0.54334,0.47647,1.20371,0,2.75014,-0.95,-0.47647,0.02508,5,2D1U,1.0,True,1.139,0,False,left,0.45139,2.4635,2.6884,0.2249,0.2138,1.3635,1.1497,A,0.2
1,0.50154,0.1,2,0.30093,0.28421,0.56842,1,2.60804,0.9,0.45139,0.95294,5,lapse_rate,2.0,True,1.905,0,False,right,-0.45139,1.1428,2.3087,1.166,0.4172,0.6847,0.2675,A,0.22
2,0.50154,1.2,1,0.61857,0.326,0.99473,2,2.54951,-0.79,-0.39288,0.10867,5,2D1U,1.0,False,1.333,0,False,left,0.45139,0.5142,0.822,0.3078,1.4888,2.6472,1.1584,A,0.2
3,0.50154,0.1,1,0.326,0.20898,0.62693,3,1.68853,-0.95,-0.47647,0.02508,5,lapse_rate,2.0,True,0.432,0,False,right,-0.45139,0.2168,0.4591,0.2423,1.2007,1.4671,0.2664,A,0.22
4,0.50154,0.1,1,0.33436,0.33436,1.13683,4,2.33217,-0.95,-0.47647,0.02508,5,1D2U,2.0,True,0.758,0,False,right,0.45139,0.2278,0.4693,0.2414,1.2697,2.4365,1.1669,A,0.22
5,0.50154,0.1,1,0.41795,0.27585,0.66037,5,1.88079,-0.95,-0.47647,0.02508,5,1D2U,2.0,True,1.142,0,False,right,-0.45139,0.3045,0.5471,0.2426,1.3216,1.5879,0.2663,A,0.22
6,0.50154,1.2,2,0.30929,0.54334,1.11176,6,2.5746,-0.79,-0.39288,0.10867,5,2D1U,2.0,False,1.966,0,False,right,0.45139,2.1453,2.4536,0.3084,999,1.1368,-997.8632,A,0.2
7,0.50154,0.1,2,0.23405,0.37616,0.7356,7,1.87243,-0.95,-0.47647,0.02508,5,lapse_rate,1.0,True,1.433,0,False,left,-0.45139,1.2397,1.4813,0.2416,0.3487,0.6151,0.2664,A,0.22
8,0.50154,0.1,2,0.51826,0.31765,0.66873,8,2.03126,-0.95,-0.47647,0.02508,5,lapse_rate,1.0,True,0.291,0,False,left,0.45139,1.904,2.1454,0.2414,0.1792,1.3457,1.1664,A,0.22
9,0.50154,1.2,2,0.40959,0.42631,0.79411,9,2.24022,-0.79,-0.39288,0.10867,5,1D2U,1.0,True,0.355,0,False,left,-0.45139,1.4729,1.7812,0.3083,0.5309,0.7814,0.2505,A,0.2
10,0.50154,0.1,1,0.35108,0.33436,0.50154,10,1.75539,-0.87,-0.43467,0.06687,5,2D1U,2.0,True,0.114,1,True,right,0.45139,0.2372,0.5198,0.2826,0.6867,1.8619,1.1751,A,0.22
11,0.50154,0.1,1,0.41795,0.25913,0.71888,11,1.98109,-0.83,-0.41795,0.08359,5,2D1U,2.0,True,0.325,2,True,right,-0.45139,0.3137,0.6135,0.2997,1.447,1.7137,0.2667,A,0.22
12,0.50154,1.2,2,0.30929,0.66873,1.2873,12,3.7198,0.9,0.45139,0.95294,5,lapse_rate,2.0,True,0.925,0,False,right,0.45139,2.3147,3.4644,1.1497,999,1.1313,-997.8687,A,0.2
13,0.50154,1.2,1,0.21734,0.27585,0.63529,13,1.73869,-0.79,-0.39288,0.10867,5,1D2U,2.0,True,0.328,0,False,right,-0.45139,0.1132,0.4214,0.3082,1.1799,1.4303,0.2505,A,0.2
14,0.50154,0.1,2,0.61021,0.41795,0.96129,14,3.44393,0.9,0.45139,0.95294,5,lapse_rate,2.0,True,0.649,0,False,right,0.45139,2.2882,3.4626,1.1744,0.2713,1.4386,1.1673,A,0.22
15,0.50154,1.2,2,0.326,0.30929,0.41795,15,1.66345,-0.79,-0.39288,0.10867,5,2D1U,1.0,True,0.304,2,False,left,-0.45139,1.0152,1.3241,0.3088,0.4486,0.6983,0.2497,A,0.2
16,0.50154,0.1,1,0.45139,0.37616,0.75232,16,2.26531,-0.63,-0.31765,0.1839,5,1D2U,2.0,True,0.642,0,False,right,0.45139,0.3401,0.74,0.4,1.1566,2.3237,1.167,A,0.22
