,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
62,62,0.50034,1.2,1,0.21682,0.29187,0.46699,62,2.25989,0.57,0.28353,0.78387,5,3D1U,1.0,True,0.351,1,False,left,0.0,0.223,1.0065,0.7835,1.4731,1.973,0.4999,V
63,63,0.50034,0.1,2,0.3419,0.26685,0.8756,63,2.03472,-0.9,-0.45031,0.05003,5,lapse_rate,1.0,True,0.309,0,False,left,0.0,1.727,1.7776,0.0505,0.3528,0.8519,0.499,A
64,64,0.50034,0.1,2,0.25017,0.25851,0.46699,64,1.85127,-0.25,-0.12509,0.37526,5,3U1D,1.0,True,0.393,0,False,left,0.0,1.2203,1.5951,0.3748,0.2529,0.7538,0.5008,V
65,65,0.50034,1.2,1,0.23349,0.39194,0.47533,65,2.40165,0.598,0.30021,0.80055,5,2D1U,2.0,False,0.284,3,True,right,0.0,0.2438,1.0436,0.7998,1.5185,2.018,0.4994,A
66,66,0.50034,0.1,2,0.35024,0.25017,0.52536,66,1.99303,-0.274,-0.13342,0.36692,5,2U1D,1.0,True,0.418,2,True,left,0.0,1.3854,1.7524,0.3669,0.3608,0.8602,0.4994,A
67,67,0.50034,1.2,2,0.37526,0.23349,0.7255,67,2.20151,-0.274,-0.13342,0.36692,5,2U1D,2.0,False,1.134,2,True,right,0.0,1.6099,1.9763,0.3663,0.3852,0.8856,0.5004,V
68,68,0.50034,0.1,1,0.40027,0.43363,0.58373,68,2.86862,0.9,0.45031,0.95065,5,lapse_rate,1.0,True,0.301,0,False,left,0.0,0.4039,1.3536,0.9497,1.9371,2.4373,0.5002,A
69,69,0.50034,0.1,1,0.35858,0.35858,0.75885,69,2.79358,0.634,0.31688,0.81723,5,2D1U,1.0,True,0.259,3,False,left,0.0,0.3611,1.1776,0.8165,1.9354,2.4362,0.5009,V
70,70,0.50034,1.2,2,0.26685,0.32522,0.46699,70,2.34327,0.57,0.28353,0.78387,5,3D1U,2.0,True,0.475,1,False,right,0.0,1.24,2.0243,0.7843,0.2743,0.7734,0.4991,V
71,71,0.50034,0.1,1,0.22515,0.41695,0.40861,71,1.92631,-0.25,-0.12509,0.37526,5,3U1D,2.0,True,0.276,0,False,right,0.0,0.2329,0.6091,0.3762,1.0165,1.5175,0.501,V
72,72,0.50034,1.2,2,0.21682,0.30021,0.78387,72,2.61847,0.634,0.31688,0.81723,5,2D1U,2.0,True,0.358,3,False,right,0.0,1.5047,2.3222,0.8174,0.2218,0.7224,0.5006,V
73,73,0.50034,0.1,2,0.3836,0.29187,0.42529,73,2.02639,-0.15,-0.07505,0.42529,5,3U1D,1.0,True,0.301,0,False,left,0.0,1.3167,1.7415,0.4248,0.3912,0.8918,0.5006,A
74,74,0.50034,0.1,1,0.45031,0.29187,0.79221,74,2.98538,0.9,0.45031,0.95065,5,lapse_rate,1.0,True,0.308,0,False,left,0.0,0.4605,1.4103,0.9498,2.2019,2.7024,0.5004,V
75,75,0.50034,1.2,2,0.21682,0.37526,0.70882,75,2.14314,-0.31,-0.15844,0.3419,5,2U1D,1.0,True,0.909,3,True,left,0.0,1.4337,1.7742,0.3405,0.2257,0.7254,0.4997,V
76,76,0.50034,0.1,2,0.37526,0.20848,0.59207,76,2.435,0.51,0.25851,0.75885,5,3D1U,2.0,True,0.392,1,False,right,0.0,1.4757,2.2341,0.7584,0.3837,0.8838,0.5001,V
