,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue,VisualPSE
0,0.49799,1.2,1,0.33199,0.249,0.63909,0,1.76787,-0.9,-0.44819,0.0498,5,1D2U,2.0,True,0.596,0,False,right,0.083,0.2028,0.528,0.3252,0.9943,999,998.0057,A,0.27
1,0.49799,0.1,2,0.32369,0.42329,0.48139,1,1.77616,-0.9,-0.44819,0.0498,5,lapse_rate,1.0,True,0.365,0,False,left,-0.249,1.1868,1.4617,0.2749,0.3111,0.8369,0.5258,A,0.275
2,0.49799,0.1,2,0.38179,0.249,0.70549,2,2.78045,0.9,0.44819,0.94618,5,lapse_rate,1.0,False,0.359,0,False,left,0.083,1.6449,1.9199,0.275,0.2116,1.0701,0.8584,A,0.275
3,0.49799,1.2,1,0.2739,0.36519,0.73869,3,1.92557,-0.9,-0.44819,0.0498,5,2D1U,2.0,True,0.444,0,False,right,-0.249,0.1389,0.4641,0.3252,1.1977,1.7223,0.5246,A,0.27
4,0.49799,0.1,1,0.2407,0.39009,0.82999,4,2.00857,-0.9,-0.44819,0.0498,5,1D2U,2.0,True,0.233,0,False,right,0.083,0.1065,0.4319,0.3253,1.0895,1.9485,0.859,A,0.275
5,0.49799,0.1,1,0.35689,0.34029,0.66399,5,1.99196,-0.74,-0.37349,0.1328,5,2D1U,1.0,False,0.558,0,False,left,-0.249,0.2248,0.6332,0.4084,1.2913,1.8157,0.5244,A,0.275
6,0.49799,1.2,1,0.30709,0.44819,0.64739,6,2.03346,-0.74,-0.37349,0.1328,5,1D2U,2.0,True,0.306,0,False,right,0.083,0.1708,0.5792,0.4084,1.0544,1.913,0.8586,A,0.27
7,0.49799,0.1,2,0.29879,0.2075,0.49799,7,1.55207,-0.9,-0.44819,0.0498,5,lapse_rate,1.0,True,0.539,0,False,left,-0.249,1.1867,1.4616,0.275,0.295,0.8199,0.5249,A,0.275
8,0.49799,1.2,2,0.36519,0.34029,0.69719,8,2.03346,-0.74,-0.37349,0.1328,5,2D1U,1.0,True,0.421,0,False,left,0.083,1.6191,1.8941,0.2751,0.1942,1.0525,0.8584,A,0.27
9,0.49799,0.1,2,0.34029,0.2158,0.61419,9,1.71807,-0.9,-0.44819,0.0498,5,lapse_rate,1.0,True,0.451,0,False,left,-0.249,1.3402,1.6148,0.2746,0.3317,0.8559,0.5242,A,0.275
10,0.49799,0.1,2,0.36519,0.37349,0.49799,10,1.86746,-0.74,-0.37349,0.1328,5,1D2U,1.0,True,0.304,0,False,left,0.083,1.4145,1.6896,0.2751,0.1904,1.0486,0.8582,A,0.275
11,0.49799,0.1,2,0.2075,0.43989,0.43159,11,1.78447,-0.58,-0.2905,0.2075,5,1D2U,1.0,True,0.204,0,False,left,-0.249,1.0221,1.297,0.2749,0.197,0.7219,0.525,A,0.275
12,0.49799,0.1,2,0.2324,0.42329,0.74699,12,2.84685,0.9,0.44819,0.94618,5,lapse_rate,2.0,True,0.346,0,False,right,0.083,1.53,1.8045,0.2745,0.054,0.9128,0.8589,A,0.275
13,0.49799,1.2,1,0.249,0.40669,0.50629,13,1.86747,-0.58,-0.2905,0.2075,5,2D1U,1.0,False,0.406,0,False,left,-0.249,0.1162,0.599,0.4828,1.0985,1.6244,0.5259,A,0.27
