,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys
128,128,0.5,0.1,2,0.3667,0.25,0.4333,128,1.8667,-0.38,-0.1833,0.3167,5,1D3U,1.0,True,0.583,3,False,left
129,129,0.5,0.1,1,0.3833,0.3833,0.7333,129,2.3166,-0.38,-0.1833,0.3167,5,1D3U,2.0,True,0.208,3,False,right
130,130,0.5,0.1,1,0.25,0.3167,0.6667,130,2.2501,0.02,0.0167,0.5167,5,2D1U,1.0,True,0.442,8,False,left
131,131,0.5,0.1,1,0.4,0.3167,0.5167,131,2.1167,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.424,8,True,right
132,132,0.5,0.1,1,0.25,0.25,0.45,132,1.7667,-0.38,-0.1833,0.3167,5,1D3U,2.0,True,0.491,3,False,right
133,133,0.5,0.1,2,0.3833,0.35,0.4333,133,2.2833,0.22,0.1167,0.6167,5,3D1U,2.0,True,0.217,6,False,right
134,134,0.5,0.1,1,0.4,0.3167,0.8667,134,2.5667,-0.02,-0.0167,0.4833,5,2D1U,2.0,True,0.417,9,True,right
135,135,0.5,0.1,1,0.45,0.3667,0.7333,135,2.4333,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.308,8,True,right
136,136,0.5,0.1,2,0.3,0.35,0.4833,136,1.9666,-0.34,-0.1667,0.3333,5,1D3U,1.0,True,0.358,3,False,left
137,137,0.5,0.1,2,0.4,0.2167,0.6167,137,2.2501,0.02,0.0167,0.5167,5,2D1U,2.0,True,0.292,10,True,right
138,138,0.5,0.1,2,0.25,0.3333,0.4167,138,2.1167,0.22,0.1167,0.6167,5,3D1U,1.0,False,0.299,6,False,left
139,139,0.5,0.1,1,0.3833,0.3,0.5667,139,2.1667,-0.18,-0.0833,0.4167,5,1D2U,2.0,True,0.251,8,False,right
140,140,0.5,0.1,2,0.2667,0.4167,0.4167,140,2.0168,-0.18,-0.0833,0.4167,5,1D2U,2.0,False,0.2,8,False,right
141,141,0.5,0.1,1,0.3333,0.3667,0.8667,141,2.4,-0.34,-0.1667,0.3333,5,1D3U,2.0,True,0.309,3,False,right
142,142,0.5,0.1,1,0.2667,0.2667,0.6833,142,2.35,0.26,0.1333,0.6333,5,3D1U,2.0,False,0.366,6,False,right
143,143,0.5,0.1,1,0.3833,0.25,0.7,143,2.35,0.02,0.0167,0.5167,5,2D1U,2.0,False,0.275,10,True,right
144,144,0.5,0.1,1,0.3,0.2,0.7667,144,2.15,-0.22,-0.1167,0.3833,5,1D2U,2.0,True,0.402,9,True,right
145,145,0.5,0.1,1,0.4333,0.3,0.45,145,2.0166,-0.34,-0.1667,0.3333,5,1D3U,1.0,False,0.341,3,False,left
146,146,0.5,0.1,2,0.3833,0.35,0.75,146,2.6333,0.3,0.15,0.65,5,3D1U,2.0,True,0.258,6,False,right
147,147,0.5,0.1,1,0.3667,0.3833,0.6833,147,2.4666,0.06,0.0333,0.5333,5,2D1U,2.0,False,0.392,10,False,right
148,148,0.5,0.1,1,0.2333,0.2,0.8,148,2.2833,0.1,0.05,0.55,5,2D1U,2.0,False,0.374,10,False,right
149,149,0.5,0.1,1,0.2167,0.3,0.6167,149,2.2834,0.3,0.15,0.65,5,3D1U,1.0,True,0.334,6,False,left
150,150,0.5,0.1,2,0.2167,0.4333,0.4667,150,2.2667,0.3,0.15,0.65,5,3D1U,2.0,True,0.216,6,False,right
151,151,0.5,0.1,1,0.3167,0.3,0.8333,151,2.5167,0.14,0.0667,0.5667,5,2D1U,2.0,False,0.265,10,False,right
152,152,0.5,0.1,1,0.2667,0.3,0.5167,152,2.1667,0.18,0.0833,0.5833,5,2D1U,1.0,True,0.4,10,False,left
153,153,0.5,0.1,1,0.3833,0.2333,0.65,153,2.3999,0.26,0.1333,0.6333,5,3D1U,2.0,False,0.516,7,True,right
