Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,participantID
103,0.5,0.1,1,0.2833,0.4333,0.4333,103,2.0999,-0.11,-0.05,0.45,5,3U1D,1.0,False,0.792,1,True,left,IP
104,0.5,0.1,1,0.3667,0.2333,0.4,104,1.9167,-0.17,-0.0833,0.4167,5,3U1D,1.0,False,0.417,1,False,left,IP
105,0.5,0.1,1,0.4,0.4333,0.4333,105,2.1666,-0.202,-0.1,0.4,5,2U1D,1.0,False,0.526,6,True,left,IP
106,0.5,0.1,1,0.3667,0.3,0.4833,106,2.3667,0.438,0.2167,0.7167,5,2D1U,1.0,True,0.634,3,False,left,IP
107,0.5,0.1,1,0.4,0.45,0.5,107,2.2333,-0.23,-0.1167,0.3833,5,3U1D,2.0,True,0.258,1,False,right,IP
108,0.5,0.1,1,0.2667,0.4333,0.6167,108,2.5167,0.402,0.2,0.7,5,2D1U,2.0,False,0.491,3,False,right,IP
109,0.5,0.1,1,0.2833,0.45,0.7333,109,2.6833,0.438,0.2167,0.7167,5,2D1U,2.0,False,0.383,4,True,right,IP
110,0.5,0.1,1,0.35,0.4167,0.45,110,2.5,0.574,0.2833,0.7833,5,3D1U,2.0,False,1.117,5,True,right,IP
111,0.5,0.1,2,0.4,0.2667,0.8,111,2.35,-0.238,-0.1167,0.3833,5,2U1D,1.0,True,0.491,7,True,left,IP
112,0.5,0.1,2,0.2333,0.2833,0.45,112,2.1999,0.474,0.2333,0.7333,5,2D1U,2.0,True,0.282,4,False,right,IP
113,0.5,0.1,2,0.45,0.3667,0.7833,113,2.8333,0.474,0.2333,0.7333,5,2D1U,2.0,True,0.308,4,False,right,IP
114,0.5,0.1,1,0.2333,0.2667,0.7167,114,2.1,-0.238,-0.1167,0.3833,5,2U1D,2.0,True,0.426,7,True,right,IP
115,0.5,0.1,2,0.3,0.2833,0.5167,115,2.4,0.61,0.3,0.8,5,3D1U,2.0,True,0.218,5,False,right,IP
116,0.5,0.1,1,0.2833,0.25,0.7667,116,2.1833,-0.23,-0.1167,0.3833,5,3U1D,2.0,True,0.625,1,False,right,IP
117,0.5,0.1,2,0.2333,0.35,0.4667,117,2.35,0.61,0.3,0.8,5,3D1U,2.0,True,0.283,5,False,right,IP
118,0.5,0.1,2,0.4167,0.3667,0.6833,118,2.3667,-0.202,-0.1,0.4,5,2U1D,2.0,False,0.516,8,True,right,IP
119,0.5,0.1,1,0.2167,0.3333,0.45,119,1.8833,-0.238,-0.1167,0.3833,5,2U1D,1.0,False,0.475,9,True,left,IP
120,0.5,0.1,2,0.3833,0.4167,0.6167,120,2.3,-0.23,-0.1167,0.3833,5,3U1D,2.0,False,0.367,1,False,right,IP
121,0.5,0.1,1,0.2,0.2833,0.55,121,2.25,0.438,0.2167,0.7167,5,2D1U,2.0,False,0.417,5,True,right,IP
122,0.5,0.1,1,0.2333,0.2,0.6333,122,1.9166,-0.29,-0.15,0.35,5,3U1D,2.0,True,0.275,1,False,right,IP
123,0.5,0.1,2,0.4167,0.3,0.9,123,2.9167,0.61,0.3,0.8,5,3D1U,1.0,False,0.583,5,False,left,IP
124,0.5,0.1,2,0.3167,0.2833,0.8,124,2.2667,-0.274,-0.1333,0.3667,5,2U1D,1.0,True,0.482,9,False,left,IP
125,0.5,0.1,2,0.4167,0.2,0.8167,125,2.3001,-0.274,-0.1333,0.3667,5,2U1D,1.0,True,1.84,9,False,left,IP
126,0.5,0.1,2,0.3667,0.3667,0.75,126,2.7167,0.474,0.2333,0.7333,5,2D1U,2.0,True,0.167,6,True,right,IP
127,0.5,0.1,2,0.3667,0.2333,0.8,127,2.7167,0.646,0.3167,0.8167,5,3D1U,2.0,True,0.26,5,False,right,IP
128,0.5,0.1,1,0.2167,0.2167,0.4333,128,2.1834,0.646,0.3167,0.8167,5,3D1U,2.0,False,0.325,5,False,right,IP
129,0.5,0.1,1,0.3167,0.3667,0.45,129,1.9834,-0.29,-0.15,0.35,5,3U1D,1.0,False,0.466,1,False,left,IP
130,0.5,0.1,2,0.4333,0.3333,0.65,130,2.2999,-0.238,-0.1167,0.3833,5,2U1D,1.0,True,0.424,10,True,left,IP
131,0.5,0.1,2,0.3667,0.4167,0.4667,131,2.4834,0.474,0.2333,0.7333,5,2D1U,2.0,True,0.218,6,True,right,IP
132,0.5,0.1,2,0.4167,0.3167,0.7667,132,2.3834,-0.238,-0.1167,0.3833,5,2U1D,1.0,True,0.675,10,True,left,IP
133,0.5,0.1,1,0.4,0.3167,0.4167,133,1.9667,-0.35,-0.1667,0.3333,5,3U1D,1.0,False,0.425,1,False,left,IP
134,0.5,0.1,2,0.3667,0.2667,0.4667,134,2.3168,0.438,0.2167,0.7167,5,2D1U,2.0,True,0.309,7,True,right,IP
135,0.5,0.1,1,0.2167,0.4,0.8167,135,2.7667,0.682,0.3333,0.8333,5,3D1U,2.0,False,0.367,5,False,right,IP
136,0.5,0.1,2,0.2833,0.3667,0.9,136,2.9167,0.718,0.3667,0.8667,5,3D1U,2.0,True,0.433,5,False,right,IP
137,0.5,0.1,2,0.2667,0.3,0.6833,137,2.05,-0.41,-0.2,0.3,5,3U1D,1.0,True,0.451,1,False,left,IP
138,0.5,0.1,2,0.3833,0.25,0.8833,138,2.4166,-0.202,-0.1,0.4,5,2U1D,2.0,False,0.734,10,False,right,IP
139,0.5,0.1,1,0.3333,0.4167,0.8833,139,3.0,0.718,0.3667,0.8667,5,3D1U,1.0,True,0.634,5,False,left,IP
140,0.5,0.1,2,0.3833,0.2667,0.6667,140,2.5334,0.438,0.2167,0.7167,5,2D1U,2.0,True,0.257,7,True,right,IP
141,0.5,0.1,2,0.3833,0.4,0.65,141,2.6333,0.402,0.2,0.7,5,2D1U,2.0,True,0.166,7,False,right,IP
142,0.5,0.1,2,0.2667,0.2667,0.85,142,2.5834,0.402,0.2,0.7,5,2D1U,2.0,True,0.224,7,False,right,IP
143,0.5,0.1,1,0.25,0.2,0.8167,143,2.15,-0.238,-0.1167,0.3833,5,2U1D,2.0,True,0.274,11,True,right,IP
144,0.5,0.1,1,0.4333,0.3,0.5,144,2.6,0.718,0.3667,0.8667,5,3D1U,1.0,True,0.183,5,False,left,IP
145,0.5,0.1,2,0.3167,0.3333,0.55,145,2.0,-0.41,-0.2,0.3,5,3U1D,1.0,True,0.418,1,False,left,IP
146,0.5,0.1,2,0.45,0.35,0.65,146,2.25,-0.41,-0.2,0.3,5,3U1D,1.0,True,0.4,1,False,left,IP
147,0.5,0.1,1,0.3167,0.3167,0.4333,147,2.25,0.366,0.1833,0.6833,5,2D1U,1.0,True,0.509,7,False,left,IP
148,0.5,0.1,2,0.3333,0.3167,0.4667,148,2.0,-0.238,-0.1167,0.3833,5,2U1D,1.0,True,0.532,11,True,left,IP
149,0.5,0.1,2,0.4167,0.3167,0.5667,149,2.2001,-0.202,-0.1,0.4,5,2U1D,2.0,False,0.308,12,True,right,IP
150,0.5,0.1,1,0.3167,0.25,0.5333,150,1.9167,-0.374,-0.1833,0.3167,5,3U1D,2.0,True,0.274,2,True,right,IP
151,0.5,0.1,1,0.45,0.2,0.5167,151,1.9834,-0.374,-0.1833,0.3167,5,3U1D,2.0,True,0.351,2,True,right,IP
152,0.5,0.1,2,0.2833,0.35,0.6833,152,2.1333,-0.374,-0.1833,0.3167,5,3U1D,1.0,True,0.483,2,True,left,IP
153,0.5,0.1,2,0.35,0.3833,0.8333,153,2.3999,-0.338,-0.1667,0.3333,5,3U1D,1.0,True,0.457,2,False,left,IP
0,0.5,0.1,2,0.2167,0.3667,0.55,0,1.6834,-0.9,-0.45,0.05,5,1D3U,1.0,True,0.39,0,False,left,LN
1,0.5,0.1,2,0.4,0.3167,0.4167,1,1.6834,-0.9,-0.45,0.05,5,3D1U,1.0,True,0.484,0,False,left,LN
2,0.5,0.1,2,0.35,0.3333,0.7167,2,1.95,-0.9,-0.45,0.05,5,1D3U,1.0,True,0.45,0,False,left,LN
3,0.5,0.1,1,0.3667,0.2,0.5333,3,1.65,-0.9,-0.45,0.05,5,2D1U,2.0,True,0.457,0,False,right,LN
4,0.5,0.1,1,0.3167,0.4167,0.6167,4,2.7501,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.783,0,False,left,LN
5,0.5,0.1,2,0.35,0.3,0.75,5,1.95,-0.9,-0.45,0.05,5,1D2U,1.0,True,0.425,0,False,left,LN
6,0.5,0.1,2,0.4333,0.4,0.6333,6,2.0999,-0.74,-0.3667,0.1333,5,3D1U,1.0,True,0.474,0,False,left,LN
7,0.5,0.1,2,0.2333,0.25,0.8667,7,1.9833,-0.74,-0.3667,0.1333,5,2D1U,1.0,True,0.517,0,False,left,LN
8,0.5,0.1,1,0.2333,0.2667,0.4667,8,1.5167,-0.9,-0.45,0.05,5,1D2U,2.0,True,0.441,0,False,right,LN
9,0.5,0.1,1,0.4167,0.2667,0.4667,9,1.7001,-0.9,-0.45,0.05,5,1D3U,2.0,True,0.475,0,False,right,LN
10,0.5,0.1,2,0.3,0.2667,0.8167,10,2.1001,-0.58,-0.2833,0.2167,5,3D1U,2.0,False,0.759,0,False,right,LN
11,0.5,0.1,2,0.2833,0.2333,0.65,11,1.7666,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.508,0,False,left,LN
12,0.5,0.1,1,0.4,0.2667,0.7833,12,2.05,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.325,0,False,right,LN
13,0.5,0.1,1,0.3,0.2,0.8,13,2.0167,-0.58,-0.2833,0.2167,5,2D1U,2.0,True,0.5,0,False,right,LN
14,0.5,0.1,2,0.3333,0.25,0.6667,14,1.9667,-0.58,-0.2833,0.2167,5,3D1U,1.0,True,1.458,0,False,left,LN
15,0.5,0.1,1,0.2667,0.3167,0.7167,15,1.9334,-0.74,-0.3667,0.1333,5,1D2U,2.0,True,0.333,0,False,right,LN
16,0.5,0.1,2,0.3333,0.35,0.7833,16,2.0999,-0.74,-0.3667,0.1333,5,1D3U,1.0,True,0.376,0,False,left,LN
17,0.5,0.1,1,0.25,0.25,0.5833,17,2.4833,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.724,0,False,left,LN
18,0.5,0.1,1,0.2333,0.4,0.5167,18,1.9333,-0.42,-0.2167,0.2833,5,3D1U,1.0,False,0.634,0,False,left,LN
19,0.5,0.1,2,0.2167,0.2833,0.85,19,2.1333,-0.42,-0.2167,0.2833,5,2D1U,2.0,False,0.492,0,False,right,LN
20,0.5,0.1,2,0.3667,0.2333,0.85,20,2.0833,-0.74,-0.3667,0.1333,5,1D3U,1.0,True,0.476,0,False,left,LN
21,0.5,0.1,2,0.4,0.25,0.6167,21,1.9,-0.74,-0.3667,0.1333,5,1D2U,1.0,True,0.483,0,False,left,LN
22,0.5,0.1,2,0.45,0.2167,0.8667,22,2.2501,-0.58,-0.2833,0.2167,5,1D2U,1.0,True,0.516,0,False,left,LN
23,0.5,0.1,1,0.3833,0.3167,0.75,23,2.85,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.459,0,False,left,LN
24,0.5,0.1,2,0.45,0.2833,0.75,24,2.2666,-0.42,-0.2167,0.2833,5,3D1U,1.0,True,0.441,0,False,left,LN
25,0.5,0.1,1,0.25,0.2333,0.7667,25,1.8833,-0.74,-0.3667,0.1333,5,1D3U,2.0,True,0.457,0,False,right,LN
26,0.5,0.1,2,0.4333,0.35,0.7333,26,2.2999,-0.42,-0.2167,0.2833,5,2D1U,2.0,False,0.476,0,False,right,LN
27,0.5,0.1,1,0.2833,0.3333,0.4667,27,1.8333,-0.5,-0.25,0.25,5,2D1U,1.0,False,0.567,1,True,left,LN
28,0.5,0.1,1,0.3167,0.2333,0.6167,28,2.0334,-0.26,-0.1333,0.3667,5,3D1U,2.0,True,0.492,0,False,right,LN
29,0.5,0.1,1,0.3,0.4167,0.8667,29,2.3001,-0.58,-0.2833,0.2167,5,1D2U,1.0,False,0.358,0,False,left,LN
30,0.5,0.1,1,0.25,0.4,0.6167,30,1.9834,-0.58,-0.2833,0.2167,5,1D3U,2.0,True,0.449,0,False,right,LN
31,0.5,0.1,2,0.4333,0.2667,0.5333,31,2.6333,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.368,0,False,right,LN
32,0.5,0.1,1,0.45,0.3833,0.5333,32,2.0333,-0.66,-0.3333,0.1667,5,1D2U,2.0,True,0.375,1,True,right,LN
33,0.5,0.1,1,0.4167,0.4,0.8333,33,2.6,-0.1,-0.05,0.45,5,3D1U,2.0,True,0.376,0,False,right,LN
34,0.5,0.1,2,0.2667,0.2167,0.5,34,1.7001,-0.58,-0.2833,0.2167,5,1D3U,1.0,True,0.516,0,False,left,LN
35,0.5,0.1,2,0.4,0.3167,0.5,35,1.8167,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.5,0,False,left,LN
36,0.5,0.1,2,0.4167,0.45,0.8333,36,2.45,-0.5,-0.25,0.25,5,2D1U,1.0,True,0.375,1,True,left,LN
37,0.5,0.1,1,0.2333,0.4167,0.8333,37,2.25,-0.46,-0.2333,0.2667,5,2D1U,2.0,True,0.283,2,True,right,LN
38,0.5,0.1,2,0.3,0.45,0.5833,38,2.0,-0.66,-0.3333,0.1667,5,1D2U,1.0,True,0.517,1,True,left,LN
39,0.5,0.1,1,0.2833,0.35,0.4833,39,2.1499,0.06,0.0333,0.5333,5,3D1U,2.0,False,0.5,0,False,right,LN
40,0.5,0.1,2,0.25,0.4333,0.4333,40,1.7166,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.433,0,False,left,LN
41,0.5,0.1,2,0.4333,0.4167,0.8667,41,2.4334,-0.58,-0.2833,0.2167,5,1D3U,1.0,True,0.474,0,False,left,LN
42,0.5,0.1,2,0.25,0.3167,0.6333,42,1.8,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.458,0,False,left,LN
43,0.5,0.1,1,0.3167,0.3667,0.5,43,1.9667,-0.42,-0.2167,0.2833,5,1D3U,2.0,True,0.357,0,False,right,LN
44,0.5,0.1,2,0.3833,0.4333,0.5167,44,2.45,0.22,0.1167,0.6167,5,3D1U,1.0,False,0.484,0,False,left,LN
45,0.5,0.1,2,0.2167,0.3167,0.5667,45,1.7834,-0.62,-0.3167,0.1833,5,1D2U,1.0,True,0.449,2,True,left,LN
46,0.5,0.1,2,0.35,0.4167,0.5167,46,2.0667,-0.42,-0.2167,0.2833,5,2D1U,1.0,True,0.474,2,False,left,LN
47,0.5,0.1,2,0.4333,0.2,0.7833,47,2.0999,-0.62,-0.3167,0.1833,5,1D2U,1.0,True,0.533,2,True,left,LN
48,0.5,0.1,2,0.4333,0.25,0.6167,48,2.0833,-0.42,-0.2167,0.2833,5,1D3U,1.0,True,0.941,0,False,left,LN
49,0.5,0.1,1,0.2667,0.25,0.85,49,2.55,0.38,0.1833,0.6833,5,3D1U,2.0,False,0.576,0,False,right,LN
50,0.5,0.1,2,0.4333,0.3,0.8167,50,2.3667,-0.38,-0.1833,0.3167,5,2D1U,1.0,True,0.466,2,False,left,LN
51,0.5,0.1,2,0.45,0.4333,0.7,51,2.9833,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.292,0,False,right,LN
52,0.5,0.1,2,0.4167,0.4333,0.6833,52,2.8,0.54,0.2667,0.7667,5,3D1U,2.0,True,0.559,0,False,right,LN
53,0.5,0.1,1,0.4167,0.2333,0.4667,53,1.8334,-0.58,-0.2833,0.2167,5,1D2U,2.0,True,0.525,2,False,right,LN
54,0.5,0.1,2,0.45,0.3167,0.4833,54,1.85,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.416,0,False,left,LN
55,0.5,0.1,1,0.2833,0.2167,0.45,55,1.7833,-0.34,-0.1667,0.3333,5,2D1U,1.0,False,0.592,2,False,left,LN
56,0.5,0.1,1,0.35,0.45,0.8333,56,2.4166,-0.42,-0.2167,0.2833,5,1D3U,2.0,True,0.324,0,False,right,LN
57,0.5,0.1,1,0.35,0.2333,0.5833,57,2.0333,-0.26,-0.1333,0.3667,5,1D3U,2.0,True,0.608,0,False,right,LN
58,0.5,0.1,2,0.4,0.2667,0.4333,58,1.9333,-0.34,-0.1667,0.3333,5,2D1U,1.0,True,0.458,2,False,left,LN
59,0.5,0.1,2,0.2667,0.25,0.5667,59,2.4834,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.483,0,False,right,LN
60,0.5,0.1,1,0.45,0.3167,0.4333,60,2.4667,0.54,0.2667,0.7667,5,3D1U,1.0,True,0.608,0,False,left,LN
61,0.5,0.1,1,0.25,0.3333,0.8667,61,2.1667,-0.58,-0.2833,0.2167,5,1D2U,2.0,True,0.408,2,False,right,LN
62,0.5,0.1,2,0.3833,0.3333,0.5667,62,2.0166,-0.54,-0.2667,0.2333,5,1D2U,1.0,True,0.558,2,False,left,LN
63,0.5,0.1,2,0.25,0.35,0.7,63,2.1667,-0.26,-0.1333,0.3667,5,1D3U,1.0,True,0.557,0,False,left,LN
64,0.5,0.1,1,0.4333,0.25,0.4167,64,1.7,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.534,0,False,right,LN
65,0.5,0.1,2,0.4333,0.4333,0.6833,65,2.8166,0.54,0.2667,0.7667,5,3D1U,2.0,True,0.276,0,False,right,LN
66,0.5,0.1,2,0.25,0.45,0.7167,66,2.2667,-0.3,-0.15,0.35,5,2D1U,1.0,True,0.526,2,False,left,LN
67,0.5,0.1,2,0.3,0.4333,0.5333,67,2.6666,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.367,0,False,right,LN
68,0.5,0.1,1,0.2167,0.2833,0.7,68,1.9333,-0.54,-0.2667,0.2333,5,1D2U,2.0,True,0.891,2,False,right,LN
69,0.5,0.1,2,0.3333,0.4,0.8167,69,2.4167,-0.26,-0.1333,0.3667,5,2D1U,2.0,False,0.484,2,False,right,LN
70,0.5,0.1,2,0.4333,0.2833,0.6,70,2.5499,0.46,0.2333,0.7333,5,3D1U,2.0,True,0.467,1,True,right,LN
71,0.5,0.1,2,0.4333,0.2,0.8667,71,2.3667,-0.26,-0.1333,0.3667,5,1D3U,1.0,True,0.616,0,False,left,LN
72,0.5,0.1,1,0.2333,0.3833,0.4167,72,2.2666,0.46,0.2333,0.7333,5,3D1U,1.0,True,0.459,1,True,left,LN
73,0.5,0.1,1,0.2667,0.25,0.55,73,1.9334,-0.26,-0.1333,0.3667,5,2D1U,2.0,True,0.524,2,False,right,LN
74,0.5,0.1,2,0.25,0.25,0.7167,74,1.9667,-0.5,-0.25,0.25,5,1D2U,1.0,True,0.549,2,False,left,LN
75,0.5,0.1,2,0.3667,0.3167,0.85,75,2.4834,-0.1,-0.05,0.45,5,1D3U,2.0,False,0.532,0,False,right,LN
76,0.5,0.1,2,0.35,0.3667,0.4833,76,2.1167,-0.18,-0.0833,0.4167,5,1D3U,1.0,True,0.633,1,True,left,LN
77,0.5,0.1,2,0.3667,0.3,0.8,77,2.35,-0.22,-0.1167,0.3833,5,2D1U,1.0,True,0.651,2,False,left,LN
78,0.5,0.1,1,0.3167,0.2167,0.6,78,2.0501,-0.18,-0.0833,0.4167,5,1D3U,2.0,True,0.558,1,True,right,LN
79,0.5,0.1,1,0.35,0.3833,0.8333,79,2.3166,-0.5,-0.25,0.25,5,1D2U,2.0,True,0.768,2,False,right,LN
80,0.5,0.1,1,0.3,0.3333,0.8167,80,2.2167,-0.46,-0.2333,0.2667,5,1D2U,2.0,True,0.551,2,False,right,LN
81,0.5,0.1,2,0.25,0.3833,0.6333,81,2.4999,0.46,0.2333,0.7333,5,3D1U,2.0,True,0.534,1,True,right,LN
82,0.5,0.1,2,0.3833,0.25,0.4667,82,2.2833,0.38,0.1833,0.6833,5,3D1U,2.0,True,1.041,1,False,right,LN
83,0.5,0.1,2,0.2667,0.4167,0.6333,83,2.2334,-0.18,-0.0833,0.4167,5,2D1U,1.0,True,0.5,2,False,left,LN
84,0.5,0.1,2,0.4333,0.2167,0.5333,84,2.1166,-0.14,-0.0667,0.4333,5,2D1U,1.0,True,0.557,2,False,left,LN
85,0.5,0.1,2,0.3,0.3,0.7333,85,2.25,-0.18,-0.0833,0.4167,5,1D3U,2.0,False,0.525,1,True,right,LN
86,0.5,0.1,1,0.4,0.2167,0.8,86,2.1834,-0.46,-0.2333,0.2667,5,1D2U,2.0,True,0.55,2,False,right,LN
87,0.5,0.1,2,0.25,0.2,0.7,87,2.3333,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.583,1,False,right,LN
88,0.5,0.1,2,0.3833,0.2833,0.7667,88,2.3833,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.534,2,False,right,LN
89,0.5,0.1,1,0.3167,0.3667,0.5667,89,2.0334,-0.42,-0.2167,0.2833,5,1D2U,2.0,True,0.649,2,False,right,LN
90,0.5,0.1,1,0.3,0.3667,0.7833,90,2.2333,-0.42,-0.2167,0.2833,5,1D2U,2.0,True,0.507,2,False,right,LN
91,0.5,0.1,2,0.3333,0.2667,0.8167,91,2.2834,-0.26,-0.1333,0.3667,5,1D3U,1.0,True,0.583,1,False,left,LN
92,0.5,0.1,1,0.3833,0.3833,0.6,92,2.1833,-0.38,-0.1833,0.3167,5,1D2U,2.0,True,0.5,2,False,right,LN
93,0.5,0.1,2,0.4333,0.2167,0.4667,93,1.9834,-0.26,-0.1333,0.3667,5,1D3U,1.0,True,0.55,1,False,left,LN
94,0.5,0.1,1,0.35,0.2667,0.4333,94,2.0,-0.1,-0.05,0.45,5,2D1U,1.0,False,0.533,2,False,left,LN
95,0.5,0.1,1,0.4333,0.3667,0.4667,95,2.45,0.38,0.1833,0.6833,5,3D1U,1.0,True,0.491,1,False,left,LN
96,0.5,0.1,1,0.3667,0.3167,0.7833,96,2.2834,-0.38,-0.1833,0.3167,5,1D2U,2.0,True,0.875,2,False,right,LN
97,0.5,0.1,1,0.25,0.4,0.5,97,2.0833,-0.14,-0.0667,0.4333,5,2D1U,1.0,False,0.55,3,True,left,LN
98,0.5,0.1,1,0.2167,0.4,0.5167,98,2.2834,0.3,0.15,0.65,5,3D1U,1.0,True,0.516,1,False,left,LN
99,0.5,0.1,1,0.3167,0.4167,0.4,99,1.9667,-0.34,-0.1667,0.3333,5,1D2U,1.0,False,0.533,2,False,left,LN
100,0.5,0.1,1,0.2667,0.25,0.55,100,1.8834,-0.38,-0.1833,0.3167,5,1D2U,1.0,False,0.616,3,True,left,LN
101,0.5,0.1,1,0.2667,0.35,0.8833,101,2.3667,-0.26,-0.1333,0.3667,5,1D3U,1.0,False,0.774,1,False,left,LN
102,0.5,0.1,2,0.25,0.2667,0.5,102,1.95,-0.14,-0.0667,0.4333,5,2D1U,2.0,False,0.658,3,True,right,LN
103,0.5,0.1,2,0.4,0.4333,0.45,103,2.1166,-0.34,-0.1667,0.3333,5,1D3U,1.0,True,0.584,1,False,left,LN
104,0.5,0.1,2,0.3667,0.3,0.6167,104,2.1167,-0.34,-0.1667,0.3333,5,1D3U,1.0,True,0.577,1,False,left,LN
105,0.5,0.1,2,0.3667,0.3833,0.5167,105,2.4167,0.3,0.15,0.65,5,3D1U,2.0,True,0.526,1,False,right,LN
106,0.5,0.1,1,0.2,0.2167,0.6167,106,1.8167,-0.42,-0.2167,0.2833,5,1D2U,1.0,False,0.577,3,False,left,LN
107,0.5,0.1,1,0.35,0.3,0.4833,107,2.2833,0.3,0.15,0.65,5,3D1U,2.0,False,0.559,1,False,right,LN
108,0.5,0.1,1,0.4167,0.4167,0.75,108,2.3501,-0.46,-0.2333,0.2667,5,1D2U,1.0,False,0.675,3,False,left,LN
109,0.5,0.1,2,0.3,0.25,0.45,109,1.8333,-0.34,-0.1667,0.3333,5,1D3U,1.0,True,0.565,1,False,left,LN
110,0.5,0.1,2,0.3667,0.2167,0.8333,110,2.3334,-0.18,-0.0833,0.4167,5,2D1U,2.0,False,0.583,3,False,right,LN
111,0.5,0.1,2,0.3833,0.4333,0.55,111,2.2833,-0.18,-0.0833,0.4167,5,2D1U,1.0,True,0.567,3,False,left,LN
112,0.5,0.1,1,0.4333,0.4167,0.7833,112,2.3833,-0.5,-0.25,0.25,5,1D2U,2.0,True,0.459,3,False,right,LN
113,0.5,0.1,2,0.2833,0.3667,0.8667,113,2.3667,-0.3,-0.15,0.35,5,1D3U,2.0,False,0.591,2,True,right,LN
114,0.5,0.1,2,0.4167,0.2667,0.8667,114,2.4834,-0.14,-0.0667,0.4333,5,2D1U,2.0,False,0.575,4,True,right,LN
115,0.5,0.1,2,0.2333,0.3,0.7,115,2.1666,-0.14,-0.0667,0.4333,5,2D1U,1.0,True,0.532,4,True,left,LN
116,0.5,0.1,1,0.3833,0.3,0.8833,116,2.7333,0.34,0.1667,0.6667,5,3D1U,2.0,False,0.542,2,True,right,LN
117,0.5,0.1,2,0.4333,0.4167,0.5,117,2.3,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.624,4,False,right,LN
118,0.5,0.1,1,0.3333,0.2667,0.8667,118,2.3,-0.34,-0.1667,0.3333,5,1D3U,2.0,True,0.55,3,True,right,LN
119,0.5,0.1,1,0.45,0.2333,0.6333,119,2.0666,-0.5,-0.25,0.25,5,1D2U,1.0,False,0.658,3,False,left,LN
120,0.5,0.1,1,0.35,0.4,0.5,120,2.4333,0.38,0.1833,0.6833,5,3D1U,1.0,True,0.417,2,False,left,LN
121,0.5,0.1,2,0.35,0.4333,0.75,121,2.7166,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.35,2,False,right,LN
122,0.5,0.1,2,0.3667,0.2,0.7,122,2.2167,-0.1,-0.05,0.45,5,2D1U,1.0,True,0.558,4,False,left,LN
123,0.5,0.1,1,0.4333,0.3167,0.7167,123,2.2,-0.54,-0.2667,0.2333,5,1D2U,2.0,True,0.609,3,False,right,LN
124,0.5,0.1,2,0.3,0.4,0.5333,124,1.9666,-0.54,-0.2667,0.2333,5,1D2U,1.0,True,0.515,3,False,left,LN
125,0.5,0.1,2,0.2167,0.2667,0.7,125,2.0167,-0.34,-0.1667,0.3333,5,1D3U,2.0,False,0.516,3,True,right,LN
126,0.5,0.1,2,0.2,0.2333,0.65,126,2.2666,0.38,0.1833,0.6833,5,3D1U,1.0,False,0.483,2,False,left,LN
127,0.5,0.1,1,0.2667,0.35,0.8,127,2.2334,-0.38,-0.1833,0.3167,5,1D3U,2.0,True,0.525,3,False,right,LN
128,0.5,0.1,2,0.4167,0.2,0.7333,128,2.3167,-0.06,-0.0333,0.4667,5,2D1U,2.0,False,0.526,4,False,right,LN
129,0.5,0.1,1,0.2667,0.3667,0.9,129,2.2834,-0.5,-0.25,0.25,5,1D2U,1.0,False,0.592,4,True,left,LN
130,0.5,0.1,1,0.2167,0.2167,0.8,130,2.4501,0.42,0.2167,0.7167,5,3D1U,2.0,False,0.557,2,False,right,LN
131,0.5,0.1,1,0.3167,0.2,0.55,131,2.3,0.46,0.2333,0.7333,5,3D1U,2.0,False,0.624,2,False,right,LN
132,0.5,0.1,1,0.4167,0.3333,0.4667,132,1.95,-0.54,-0.2667,0.2333,5,1D2U,2.0,True,0.526,5,True,right,LN
133,0.5,0.1,1,0.3,0.3167,0.7333,133,2.1667,-0.38,-0.1833,0.3167,5,1D3U,2.0,True,0.492,3,False,right,LN
134,0.5,0.1,2,0.4167,0.35,0.5833,134,2.1667,-0.38,-0.1833,0.3167,5,1D3U,1.0,True,0.508,3,False,left,LN
135,0.5,0.1,1,0.4333,0.25,0.7167,135,2.3667,-0.06,-0.0333,0.4667,5,2D1U,2.0,True,0.524,4,False,right,LN
136,0.5,0.1,1,0.3833,0.2667,0.4667,136,2.3667,0.5,0.25,0.75,5,3D1U,1.0,True,0.533,2,False,left,LN
