,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
26,26,0.50196,0.1,1,0.22588,0.20078,0.73621,26,2.03294,-0.26,-0.13386,0.36811,5,2D1U,2.0,True,0.396,0,False,right,0.0,0.2211,0.5874,0.3663,1.3214,1.8212,0.4998,A
27,27,0.50196,1.2,1,0.34301,0.4434,0.4936,27,2.7357,0.9,0.45177,0.95373,5,lapse_rate,2.0,False,0.39,0,False,right,0.0,0.3412,1.2916,0.9504,1.7835,2.2829,0.4994,V
28,28,0.50196,1.2,1,0.38484,0.43503,0.4936,28,1.94929,-0.74,-0.36811,0.13386,5,1D3U,2.0,True,0.678,0,False,right,0.0,0.3816,0.5152,0.1336,1.0058,1.5066,0.5007,V
29,29,0.50196,0.1,2,0.4183,0.35974,0.60235,29,2.33412,-0.1,-0.0502,0.45177,5,2D1U,1.0,True,0.292,0,False,left,0.0,1.5166,1.9671,0.4505,0.4166,0.9169,0.5003,V
30,30,0.50196,1.2,2,0.21752,0.35974,0.40994,30,1.53936,-0.9,-0.45177,0.0502,5,1D2U,2.0,False,0.928,1,False,right,0.0,1.1252,1.1747,0.0495,0.2161,0.7164,0.5003,V
31,31,0.50196,0.1,1,0.25935,0.25935,0.84497,31,2.39269,0.06,0.03346,0.52706,5,3D1U,1.0,True,0.509,0,False,left,0.0,0.2575,0.7821,0.5246,1.6247,2.1241,0.4994,V
32,32,0.50196,1.2,2,0.25098,0.25935,0.70275,32,2.2421,0.06,0.03346,0.52706,5,2D1U,1.0,False,0.529,0,False,left,0.0,1.4523,1.977,0.5248,0.2515,0.7517,0.5002,V
33,33,0.50196,0.1,2,0.26771,0.42667,0.76131,33,2.1668,-0.58,-0.29281,0.20915,5,1D3U,1.0,True,0.392,0,False,left,0.0,1.5222,1.7305,0.2084,0.264,0.7633,0.4994,A
34,34,0.50196,0.1,1,0.29281,0.30118,0.71948,34,1.86563,-0.9,-0.45177,0.0502,5,lapse_rate,2.0,True,0.343,0,False,right,0.0,0.2951,0.345,0.05,1.0611,1.5613,0.5002,A
35,35,0.50196,1.2,2,0.25098,0.21752,0.81987,35,1.84053,-0.9,-0.45177,0.0502,5,1D2U,1.0,True,3.1,1,False,left,0.0,1.5631,1.6131,0.0499,0.2462,0.7458,0.4996,V
36,36,0.50196,0.1,2,0.30954,0.32628,0.4183,36,2.08314,0.06,0.03346,0.52706,5,3D1U,2.0,True,0.261,0,False,right,0.0,1.2234,1.7474,0.524,0.3063,0.8059,0.4996,V
37,37,0.50196,1.2,1,0.42667,0.35974,0.52706,37,1.86563,-0.9,-0.45177,0.0502,5,1D2U,2.0,True,0.239,1,False,right,0.0,0.426,0.4762,0.0502,1.0007,1.502,0.5013,V
38,38,0.50196,0.1,2,0.33464,0.30954,0.73621,38,2.40941,0.06,0.03346,0.52706,5,3D1U,1.0,False,0.31,0,False,left,0.0,1.5665,2.0917,0.5253,0.333,0.8328,0.4998,A
39,39,0.50196,1.2,2,0.35137,0.20915,0.4434,39,2.1166,0.22,0.10876,0.61072,5,2D1U,2.0,True,0.4,0,False,right,0.0,1.289,1.897,0.608,0.3468,0.8471,0.5002,A
40,40,0.50196,0.1,2,0.43503,0.25935,0.76131,40,2.1668,-0.58,-0.29281,0.20915,5,1D3U,1.0,True,0.486,0,False,left,0.0,1.6893,1.8971,0.2078,0.4308,0.9306,0.4998,V
41,41,0.50196,1.2,2,0.30954,0.33464,0.58562,41,2.68549,0.9,0.45177,0.95373,5,lapse_rate,2.0,True,0.281,0,False,right,0.0,1.3944,2.3435,0.9491,0.3107,0.8108,0.5001,A
42,42,0.50196,1.2,1,0.4434,0.28445,0.70275,42,1.98276,-0.9,-0.45177,0.0502,5,lapse_rate,2.0,True,0.42,0,False,right,0.0,0.444,0.4946,0.0507,1.1945,1.6947,0.5002,V
43,43,0.50196,1.2,2,0.33464,0.43503,0.61072,43,1.94928,-0.86,-0.42667,0.06693,5,1D2U,1.0,True,0.423,2,True,left,0.0,1.4419,1.5087,0.0668,0.3335,0.8333,0.4998,V
44,44,0.50196,0.1,2,0.22588,0.28445,0.64419,44,2.2672,0.22,0.10876,0.61072,5,3D1U,1.0,False,0.41,0,False,left,0.0,1.3694,1.9782,0.6089,0.2273,0.7278,0.5004,A
45,45,0.50196,1.2,2,0.4434,0.37647,0.75294,45,2.68549,0.22,0.10876,0.61072,5,2D1U,2.0,True,0.257,0,False,right,0.0,1.6938,2.3075,0.6137,0.4444,0.9448,0.5004,V
46,46,0.50196,0.1,2,0.4183,0.21752,0.73621,46,2.08314,-0.58,-0.29281,0.20915,5,1D3U,1.0,True,0.488,0,False,left,0.0,1.6454,1.8542,0.2088,0.4121,0.9122,0.5001,V
47,47,0.50196,1.2,2,0.45177,0.23425,0.43503,47,2.30903,0.38,0.19242,0.68602,5,3D1U,2.0,True,0.355,0,False,right,0.0,1.3851,2.0679,0.6828,0.4508,0.9515,0.5007,V
48,48,0.50196,0.1,1,0.31791,0.22588,0.48523,48,2.48471,0.9,0.45177,0.95373,5,lapse_rate,1.0,True,0.413,0,False,left,0.0,0.3181,1.2676,0.9495,1.7506,2.2512,0.5006,A
49,49,0.50196,0.1,1,0.26771,0.21752,0.74458,49,1.7987,-0.86,-0.42667,0.06693,5,1D2U,2.0,True,0.319,2,True,right,0.0,0.2629,0.3289,0.066,1.0705,1.5707,0.5002,A
50,50,0.50196,1.2,1,0.28445,0.34301,0.77804,50,2.20027,-0.42,-0.20915,0.29281,5,1D3U,2.0,True,0.259,0,False,right,0.0,0.2845,0.5768,0.2922,1.3515,1.8514,0.4999,V
51,51,0.50196,0.1,1,0.30954,0.38484,0.70275,51,2.46798,0.14,0.06693,0.56889,5,2D1U,1.0,True,0.232,1,True,left,0.0,0.3054,0.8723,0.5669,1.5727,2.0725,0.4998,A
52,52,0.50196,1.2,1,0.22588,0.30118,0.52706,52,1.84889,-0.42,-0.20915,0.29281,5,1D3U,2.0,True,0.579,0,False,right,0.0,0.2198,0.5113,0.2915,1.0368,1.5378,0.501,V
53,53,0.50196,0.1,1,0.4183,0.21752,0.87843,53,2.10824,-0.82,-0.40994,0.09203,5,1D2U,1.0,False,1.265,2,False,left,0.0,0.412,0.5042,0.0922,1.379,1.8795,0.5005,A
54,54,0.50196,1.2,1,0.29281,0.30118,0.62745,54,2.29229,0.14,0.06693,0.56889,5,2D1U,2.0,False,0.545,1,True,right,0.0,0.2909,0.8578,0.5669,1.4824,1.9832,0.5008,A
55,55,0.50196,0.1,2,0.20915,0.20078,0.85334,55,1.81543,-0.9,-0.45177,0.0502,5,lapse_rate,1.0,True,0.524,0,False,left,0.0,1.5583,1.6077,0.0494,0.2081,0.7084,0.5003,V
56,56,0.50196,0.1,1,0.36811,0.36811,0.58562,56,2.50982,0.38,0.19242,0.68602,5,3D1U,1.0,True,0.376,0,False,left,0.0,0.3678,1.0509,0.6831,1.6344,2.1345,0.5001,V
57,57,0.50196,1.2,2,0.42667,0.22588,0.8617,57,2.70223,0.38,0.19242,0.68602,5,3D1U,1.0,False,0.242,0,False,left,0.0,1.7839,2.4681,0.6842,0.4263,0.9261,0.4998,V
58,58,0.50196,0.1,1,0.24262,0.38484,0.87007,58,2.04969,-0.9,-0.45177,0.0502,5,lapse_rate,2.0,True,0.276,0,False,right,0.0,0.2371,0.2872,0.0501,1.1538,1.6538,0.5,V
59,59,0.50196,0.1,1,0.36811,0.30954,0.76131,59,2.53491,0.18,0.09203,0.59399,5,2D1U,1.0,True,0.377,2,True,left,0.0,0.3665,0.9591,0.5926,1.7171,2.2172,0.5001,A
60,60,0.50196,1.2,2,0.36811,0.35137,0.71948,60,2.23373,-0.42,-0.20915,0.29281,5,1D3U,1.0,True,0.459,0,False,left,0.0,1.5804,1.8722,0.2918,0.3638,0.8641,0.5003,A
61,61,0.50196,0.1,1,0.4183,0.37647,0.84497,61,2.20863,-0.86,-0.42667,0.06693,5,1D2U,2.0,True,0.275,3,True,right,0.0,0.4192,0.4857,0.0665,1.3275,1.8277,0.5002,V
62,62,0.50196,1.2,1,0.35137,0.43503,0.79477,62,2.45124,-0.26,-0.13386,0.36811,5,1D3U,2.0,True,0.308,0,False,right,0.0,0.3528,0.7198,0.3671,1.5113,2.0113,0.4999,A
63,63,0.50196,0.1,2,0.26771,0.37647,0.62745,63,2.54327,0.54,0.26771,0.76968,5,3D1U,2.0,True,0.108,0,False,right,0.0,1.3927,2.1597,0.767,0.2682,0.7677,0.4996,A
64,64,0.50196,1.2,2,0.4434,0.36811,0.56889,64,1.94929,-0.86,-0.42667,0.06693,5,1D2U,1.0,True,0.626,3,True,left,0.0,1.5064,1.573,0.0667,0.4395,0.9399,0.5005,A
65,65,0.50196,0.1,2,0.23425,0.3932,0.71948,65,2.44288,0.18,0.09203,0.59399,5,2D1U,2.0,True,0.342,2,True,right,0.0,1.447,2.0388,0.5918,0.2304,0.73,0.4996,V
66,66,0.50196,1.2,1,0.31791,0.3932,0.47686,66,1.74013,-0.9,-0.45177,0.0502,5,lapse_rate,1.0,False,0.742,0,False,left,0.0,0.3125,0.363,0.0505,0.8374,1.3382,0.5007,A
67,67,0.50196,1.2,2,0.23425,0.20915,0.4685,67,2.18354,0.54,0.26771,0.76968,5,3D1U,2.0,True,0.427,0,False,right,0.0,1.1981,1.9648,0.7667,0.2316,0.7315,0.4999,V
68,68,0.50196,0.1,1,0.29281,0.29281,0.81151,68,1.94929,-0.9,-0.45177,0.0502,5,lapse_rate,2.0,True,0.44,0,False,right,0.0,0.2928,0.343,0.0501,1.1512,1.651,0.4998,V
69,69,0.50196,0.1,2,0.24262,0.40994,0.71111,69,2.43452,0.14,0.06693,0.56889,5,2D1U,2.0,True,0.444,3,True,right,0.0,1.4475,2.0143,0.5668,0.2395,0.7396,0.5002,A
70,70,0.50196,1.2,1,0.21752,0.20915,0.80314,70,1.8238,-0.82,-0.40994,0.09203,5,1D2U,2.0,True,0.413,4,True,right,0.0,0.2181,0.3093,0.0912,1.1101,1.6099,0.4998,A
71,71,0.50196,0.1,1,0.4434,0.34301,0.57726,71,2.23374,-0.26,-0.13386,0.36811,5,1D3U,2.0,True,0.386,0,False,right,0.0,0.4444,0.8105,0.3661,1.3859,1.8859,0.5,A
