,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue,VisualPSE
0,0.49938,0.1,2,0.41615,0.25801,0.67416,0,1.87267,-0.95,-0.47441,0.02497,5,lapse_rate,1.0,True,0.486,0,False,left,0.16646,1.6799,1.9796,0.2997,0.1968,1.1383,0.9415,A,0.275
1,0.49938,1.2,1,0.4328,0.27466,0.40783,1,1.63964,-0.95,-0.47441,0.02497,5,1D2U,2.0,True,0.317,0,False,right,-0.08323,0.2989,0.5907,0.2918,0.9067,1.5906,0.684,A,0.27
2,0.49938,1.2,2,0.25801,0.38286,0.44112,2,1.60634,-0.95,-0.47441,0.02497,5,1D2U,1.0,True,0.301,0,False,left,0.16646,1.2843,1.5761,0.2917,0.0421,0.9759,0.9338,A,0.27
3,0.49938,0.1,1,0.3995,0.25801,0.4328,3,1.61466,-0.95,-0.47441,0.02497,5,2D1U,2.0,True,1.125,0,False,right,-0.08323,0.2632,0.5631,0.2999,0.9045,1.5966,0.6921,A,0.275
4,0.49938,0.1,2,0.39118,0.42447,0.40783,4,2.67168,0.9,0.44944,0.94882,5,lapse_rate,2.0,True,0.111,0,False,right,0.16646,1.3888,2.6133,1.2244,0.1722,1.1136,0.9414,A,0.275
5,0.49938,0.1,1,0.28298,0.38286,0.54932,5,1.82274,-0.79,-0.39118,0.1082,5,2D1U,2.0,True,0.708,0,False,right,-0.08323,0.1482,0.5325,0.3843,0.9908,1.6821,0.6913,A,0.275
6,0.49938,1.2,2,0.3246,0.64087,1.19019,6,2.68001,-0.95,-0.47441,0.02497,5,lapse_rate,1.0,True,2.642,0,False,left,0.16646,2.1027,2.3943,0.2916,0.1111,1.0444,0.9333,A,0.27
7,0.49938,1.2,2,0.20808,0.28298,0.40783,7,1.50647,-0.79,-0.39118,0.1082,5,1D2U,1.0,True,1.125,0,False,left,-0.08323,1.0771,1.4522,0.3751,0.1189,0.8021,0.6831,A,0.27
8,0.49938,1.2,1,0.3995,0.3246,0.63255,8,1.96423,-0.79,-0.39118,0.1082,5,1D2U,2.0,True,3.45,0,False,right,0.16646,0.2646,0.6394,0.3748,1.0562,1.9887,0.9325,A,0.27
9,0.49938,0.1,1,0.41615,0.4328,0.53267,9,2.06411,-0.63,-0.31627,0.18311,5,2D1U,2.0,True,0.526,0,False,right,-0.08323,0.2865,0.7448,0.4583,1.1865,1.8776,0.6911,A,0.275
10,0.49938,1.2,1,0.27466,0.34957,0.46609,10,2.53852,0.9,0.44944,0.94882,5,lapse_rate,1.0,True,0.383,0,False,left,0.16646,0.1387,1.3555,1.2168,1.6053,2.5384,0.9331,A,0.27
11,0.49938,0.1,1,0.20808,0.24137,0.60758,11,2.50523,0.9,0.44944,0.94882,5,lapse_rate,1.0,True,0.425,0,False,left,-0.08323,0.0762,1.3011,1.2249,1.8178,2.5094,0.6916,A,0.275
12,0.49938,0.1,1,0.29131,0.4328,0.74907,12,2.2389,-0.47,-0.23304,0.26634,5,2D1U,2.0,True,0.858,0,False,right,0.16646,0.1603,0.7023,0.542,1.2358,2.1772,0.9414,A,0.275
13,0.49938,1.2,1,0.28298,0.44112,0.62423,13,2.03082,-0.63,-0.31627,0.18311,5,1D2U,2.0,True,0.533,0,False,right,-0.08323,0.1487,0.5985,0.4498,1.1319,1.8155,0.6836,A,0.27
14,0.49938,1.2,1,0.27466,0.37454,0.56596,14,2.05578,-0.31,-0.15814,0.34124,5,2D1U,2.0,True,0.516,0,False,right,0.16646,0.1382,0.7463,0.6082,1.0966,2.0298,0.9332,A,0.27
15,0.49938,1.2,1,0.3995,0.40783,0.82398,15,2.15566,-0.95,-0.47441,0.02497,5,lapse_rate,2.0,True,0.5,0,False,right,-0.08323,0.2683,0.5599,0.2916,1.2932,1.9765,0.6834,A,0.27
16,0.49938,0.1,1,0.28298,0.29131,0.65752,16,1.9143,-0.63,-0.31627,0.18311,5,1D2U,2.0,True,0.367,0,False,right,0.16646,0.1521,0.61,0.4579,1.0516,1.9937,0.9422,A,0.275
17,0.49938,0.1,2,0.39118,0.39118,0.68249,17,2.3887,-0.15,-0.07491,0.42447,5,2D1U,1.0,True,0.359,0,False,left,-0.08323,1.5391,2.2394,0.7003,0.2977,0.9892,0.6914,A,0.275
18,0.49938,1.2,1,0.4328,0.2164,0.71578,18,2.1307,-0.47,-0.23304,0.26634,5,1D2U,2.0,True,0.475,0,False,right,0.16646,0.2999,0.8332,0.5334,1.3329,2.2666,0.9336,A,0.27
19,0.49938,0.1,1,0.39118,0.35789,0.59093,19,2.7882,0.9,0.44944,0.94882,5,lapse_rate,1.0,True,0.367,0,False,left,-0.08323,0.2552,1.48,1.2249,1.9798,2.671,0.6912,A,0.275
20,0.49938,0.1,1,0.33292,0.39118,0.79069,20,2.03914,-0.95,-0.47441,0.02497,5,lapse_rate,2.0,True,0.209,0,False,right,0.16646,0.2005,0.5011,0.3007,1.0761,2.0177,0.9416,A,0.275
21,0.49938,1.2,1,0.3995,0.29963,0.62423,21,2.33044,0.01,0.00832,0.5077,5,2D1U,2.0,False,0.417,0,False,right,-0.08323,0.2645,1.0394,0.7749,1.5728,2.2561,0.6833,A,0.27
22,0.49938,0.1,2,0.44944,0.22472,0.76572,22,2.2056,-0.47,-0.23304,0.26634,5,1D2U,1.0,True,0.441,0,False,left,0.16646,1.8054,2.3553,0.5499,0.2304,1.1722,0.9419,A,0.275
23,0.49938,0.1,2,0.26634,0.44112,0.49106,23,1.72287,-0.95,-0.47441,0.02497,5,lapse_rate,1.0,True,14.483,0,False,left,-0.08323,1.2241,1.5247,0.3005,0.1748,0.8661,0.6913,A,0.275
24,0.49938,0.1,2,0.49938,0.29963,0.63255,24,2.51355,0.17,0.08323,0.58261,5,2D1U,2.0,True,0.401,0,False,right,0.16646,1.7233,2.5817,0.8584,0.2819,1.2233,0.9414,A,0.275
25,0.49938,1.2,1,0.22472,0.24969,0.85727,25,2.1723,-0.31,-0.15814,0.34124,5,1D2U,2.0,True,0.333,0,False,right,-0.08323,0.0905,0.6987,0.6083,1.4649,2.1487,0.6838,A,0.27
26,0.49938,1.2,2,0.57429,0.3246,1.07367,26,2.81318,-0.31,-0.15814,0.34124,5,1D2U,2.0,False,0.85,0,False,right,0.16646,2.2318,2.8401,0.6083,0.357,1.2902,0.9332,A,0.27
27,0.49938,0.1,2,0.40783,0.34957,0.70746,27,2.54685,0.17,0.08323,0.58261,5,2D1U,2.0,True,0.424,0,False,right,-0.08323,1.5805,2.4387,0.8583,0.3141,1.0054,0.6914,A,0.275
28,0.49938,1.2,2,0.31627,0.30795,0.69913,28,2.77155,0.9,0.44944,0.94882,5,lapse_rate,2.0,True,0.392,0,False,right,0.16646,1.6013,2.8179,1.2167,0.101,1.0346,0.9336,A,0.27
29,0.49938,1.2,1,0.27466,0.22472,0.4328,29,2.38038,0.9,0.44944,0.94882,5,lapse_rate,2.0,False,0.524,0,False,right,-0.08323,0.1407,1.3576,1.2169,1.6989,2.3821,0.6832,A,0.27
30,0.49938,0.1,1,0.24969,0.40783,0.64919,30,2.11404,-0.39,-0.19143,0.30795,5,1D2U,2.0,True,0.375,1,True,right,0.16646,0.1157,0.698,0.5823,1.1317,2.0735,0.9417,A,0.275
31,0.49938,1.2,2,0.39118,0.38286,0.42447,31,2.23889,0.09,0.04162,0.541,5,2D1U,2.0,True,0.441,1,True,right,-0.08323,1.2716,2.0798,0.8082,0.2967,0.98,0.6833,A,0.27
32,0.49938,1.2,1,0.42447,0.25801,0.6159,32,2.33876,0.09,0.04162,0.541,5,2D1U,1.0,True,0.366,1,True,left,0.16646,0.2926,1.1006,0.808,1.5004,2.4421,0.9417,A,0.27
33,0.49938,0.1,2,0.29131,0.30795,0.69081,33,2.0974,-0.39,-0.19143,0.30795,5,1D2U,1.0,True,0.309,1,True,left,-0.08323,1.4476,2.0306,0.583,0.1974,0.8895,0.6921,A,0.275
34,0.49938,1.2,2,0.36621,0.25801,0.45777,34,1.60634,-0.95,-0.47441,0.02497,5,lapse_rate,1.0,True,0.334,0,False,left,0.16646,1.4054,1.7054,0.3,0.1471,1.0803,0.9332,A,0.27
35,0.49938,0.1,2,0.39118,0.39118,0.88224,35,2.48858,-0.35,-0.17478,0.3246,5,1D2U,2.0,False,0.275,2,True,right,-0.08323,1.7395,2.3395,0.6,0.2982,0.9893,0.6911,A,0.275
36,0.49938,1.2,2,0.34957,0.35789,0.57429,36,2.28883,0.01,0.00832,0.5077,5,2D1U,1.0,False,0.458,1,False,left,0.16646,1.51,2.285,0.775,0.135,1.0684,0.9334,A,0.27
37,0.49938,0.1,1,0.27466,0.3995,0.57429,37,1.7728,-0.95,-0.47441,0.02497,5,lapse_rate,2.0,True,0.333,0,False,right,-0.08323,0.1387,0.4385,0.2998,0.9217,1.613,0.6913,A,0.275
38,0.49938,1.2,1,0.41615,0.33292,0.56596,38,2.33876,0.05,0.02497,0.52435,5,2D1U,2.0,False,0.333,2,True,right,0.16646,0.284,1.0757,0.7917,1.4261,2.3675,0.9414,A,0.27
39,0.49938,0.1,1,0.24969,0.26634,0.81565,39,2.13901,-0.39,-0.19143,0.30795,5,1D2U,2.0,True,0.417,3,True,right,-0.08323,0.1132,0.6967,0.5835,1.4216,2.1136,0.692,A,0.275
40,0.49938,1.2,2,0.25801,0.36621,0.79069,40,2.86311,0.9,0.44944,0.94882,5,lapse_rate,2.0,True,0.291,0,False,right,0.16646,1.6302,2.8466,1.2164,0.0381,0.9716,0.9334,A,0.27
41,0.49938,0.1,2,0.22472,0.27466,0.6159,41,1.92261,-0.39,-0.19143,0.30795,5,1D2U,1.0,True,0.317,3,True,left,-0.08323,1.3058,1.8889,0.5832,0.1294,0.8221,0.6926,A,0.275
42,0.49938,1.2,1,0.3246,0.29131,0.62423,42,2.28052,0.09,0.04162,0.541,5,2D1U,2.0,False,0.113,2,False,right,0.16646,0.1899,0.9978,0.8079,1.4062,2.3394,0.9333,A,0.27
43,0.49938,0.1,2,0.25801,0.19975,0.73242,43,2.63838,0.9,0.44944,0.94882,5,lapse_rate,2.0,True,0.375,0,False,right,-0.08323,1.4537,2.6871,1.2334,0.1619,0.8536,0.6917,A,0.275
44,0.49938,1.2,2,0.3246,0.24969,0.56596,44,2.20559,0.13,0.06658,0.56596,5,2D1U,2.0,True,0.466,2,False,right,0.16646,1.4734,2.3066,0.8331,0.1061,1.04,0.9339,A,0.27
45,0.49938,1.2,2,0.4328,0.40783,0.80733,45,2.17231,-0.95,-0.47441,0.02497,5,lapse_rate,1.0,True,0.457,0,False,left,-0.08323,1.6987,1.9905,0.2918,0.3397,1.0238,0.6842,A,0.27
46,0.49938,0.1,2,0.44112,0.22472,0.56596,46,2.05578,-0.35,-0.17478,0.3246,5,1D2U,1.0,True,0.342,4,True,left,0.16646,1.6035,2.2108,0.6072,0.2279,1.1696,0.9417,A,0.275
47,0.49938,0.1,1,0.40783,0.22472,0.58261,47,2.03914,-0.35,-0.17478,0.3246,5,1D2U,2.0,True,0.491,4,True,right,-0.08323,0.2714,0.872,0.6006,1.3635,2.0634,0.6998,A,0.275
48,0.49938,1.2,1,0.66584,0.31627,0.84062,48,2.66335,-0.31,-0.15814,0.34124,5,1D2U,1.0,False,0.417,4,False,left,0.16646,0.5312,1.1392,0.6079,1.7641,2.6974,0.9333,A,0.27
49,0.49938,1.2,2,0.37454,0.41615,0.44112,49,2.29715,0.13,0.06658,0.56596,5,2D1U,2.0,True,0.424,2,False,right,-0.08323,1.2779,2.1114,0.8335,0.285,0.9694,0.6844,A,0.27
50,0.49938,0.1,2,0.29963,0.22472,0.49938,50,2.06411,0.09,0.04162,0.541,5,2D1U,2.0,True,0.35,3,True,right,0.16646,1.3954,2.2124,0.8169,0.0875,1.0285,0.941,A,0.275
51,0.49938,0.1,2,0.24137,0.33292,0.58261,51,2.19728,0.09,0.04162,0.541,5,2D1U,2.0,True,0.401,3,True,right,-0.08323,1.2889,2.1054,0.8165,0.1475,0.839,0.6915,A,0.275
52,0.49938,1.2,1,0.27466,0.26634,0.60758,52,1.97256,-0.35,-0.17478,0.3246,5,1D2U,2.0,True,0.408,5,True,right,0.16646,0.1386,0.7302,0.5916,1.122,2.055,0.933,A,0.27
53,0.49938,1.2,2,0.23304,0.27466,0.80733,53,2.33876,0.05,0.02497,0.52435,5,2D1U,2.0,True,0.376,3,False,right,-0.08323,1.502,2.2937,0.7917,0.1435,0.8272,0.6837,A,0.27
54,0.49938,0.1,1,0.40783,0.24137,0.62423,54,2.09741,-0.35,-0.17478,0.3246,5,1D2U,2.0,True,0.408,5,True,right,0.16646,0.2722,0.8717,0.5995,1.2799,2.2307,0.9508,A,0.275
55,0.49938,0.1,2,0.22472,0.27466,0.74075,55,2.08075,-0.31,-0.15814,0.34124,5,1D2U,1.0,True,0.367,6,True,left,-0.08323,1.4293,2.046,0.6167,0.1293,0.8208,0.6915,A,0.275
56,0.49938,1.2,1,0.38286,0.34957,0.59926,56,2.35542,0.05,0.02497,0.52435,5,2D1U,2.0,False,0.375,3,False,right,0.16646,0.2465,1.0389,0.7924,1.4223,2.3556,0.9333,A,0.27
57,0.49938,1.2,1,0.37454,0.29963,0.4328,57,2.14735,0.09,0.04162,0.541,5,2D1U,2.0,False,0.392,4,True,right,-0.08323,0.2437,1.0521,0.8084,1.3941,2.0769,0.6828,A,0.27
58,0.49938,0.1,2,0.35789,0.4328,0.79901,58,2.43032,-0.31,-0.15814,0.34124,5,1D2U,1.0,True,0.242,6,True,left,0.16646,1.7535,2.3702,0.6167,0.1453,1.0874,0.9421,A,0.275
59,0.49938,0.1,2,0.30795,0.33292,0.54932,59,2.25553,0.13,0.06658,0.56596,5,2D1U,2.0,True,0.3,4,False,right,-0.08323,1.3248,2.1671,0.8423,0.2171,0.9091,0.692,A,0.275
60,0.49938,1.2,2,0.4328,0.24969,0.45777,60,2.2056,0.13,0.06658,0.56596,5,2D1U,1.0,False,0.475,4,False,left,0.16646,1.4724,2.3061,0.8337,0.2143,1.1467,0.9324,A,0.27
61,0.49938,1.2,2,0.22472,0.26634,0.84062,61,2.19727,-0.27,-0.13317,0.36621,5,1D2U,1.0,True,0.392,6,False,left,-0.08323,1.5239,2.1569,0.633,0.132,0.8153,0.6833,A,0.27
62,0.49938,0.1,2,0.40783,0.36621,0.59093,62,2.23056,-0.27,-0.13317,0.36621,5,1D2U,1.0,True,0.383,6,False,left,0.16646,1.5926,2.2344,0.6418,0.1928,1.1345,0.9417,A,0.275
63,0.49938,0.1,2,0.29131,0.24137,0.70746,63,2.32213,0.17,0.08323,0.58261,5,2D1U,2.0,True,0.416,4,False,right,-0.08323,1.4638,2.322,0.8581,0.1973,0.888,0.6908,A,0.275
64,0.49938,1.2,1,0.40783,0.41615,0.41615,64,2.32212,0.17,0.08323,0.58261,5,2D1U,1.0,True,0.333,4,False,left,0.16646,0.2774,1.1278,0.8504,1.3273,2.2611,0.9338,A,0.27
65,0.49938,1.2,1,0.41615,0.36621,0.49938,65,2.16398,-0.23,-0.11652,0.38286,5,1D2U,2.0,True,0.4,6,False,right,-0.08323,0.2805,0.9305,0.65,1.3388,2.0222,0.6833,A,0.27
66,0.49938,0.1,2,0.34124,0.31627,0.46609,66,2.00584,-0.23,-0.11652,0.38286,5,1D2U,1.0,True,0.383,6,False,left,0.16646,1.3964,2.0626,0.6662,0.121,1.0626,0.9417,A,0.275
67,0.49938,0.1,2,0.39118,0.29963,0.55764,67,2.31379,0.13,0.06658,0.56596,5,2D1U,2.0,True,0.325,5,True,right,-0.08323,1.4196,2.2612,0.8416,0.3029,0.9948,0.6919,A,0.275
68,0.49938,1.2,2,0.24137,0.29131,0.4328,68,2.03082,0.13,0.06658,0.56596,5,2D1U,2.0,True,0.708,5,True,right,0.16646,1.2597,2.0932,0.8335,0.0265,0.9598,0.9333,A,0.27
69,0.49938,1.2,1,0.41615,0.31627,0.79069,69,2.43032,-0.19,-0.09155,0.40783,5,1D2U,2.0,True,0.475,6,False,right,-0.08323,0.2844,0.9594,0.675,1.66,2.3429,0.6828,A,0.27
70,0.49938,0.1,1,0.41615,0.44112,0.79069,70,2.55517,-0.19,-0.09155,0.40783,5,1D2U,1.0,False,0.341,6,False,left,0.16646,0.2833,0.9667,0.6835,1.5424,2.4835,0.9411,A,0.275
71,0.49938,0.1,1,0.28298,0.2164,0.85727,71,2.39703,0.09,0.04162,0.541,5,2D1U,2.0,False,0.45,5,False,right,-0.08323,0.1499,0.9663,0.8164,1.7329,2.4253,0.6924,A,0.275
72,0.49938,1.2,2,0.24137,0.22472,0.69081,72,2.03914,-0.23,-0.11652,0.38286,5,1D2U,2.0,False,0.475,7,True,right,0.16646,1.5121,2.1709,0.6588,0.0205,0.954,0.9336,A,0.27
73,0.49938,1.2,2,0.23304,0.37454,0.84062,73,2.51354,0.13,0.06658,0.56596,5,2D1U,2.0,True,0.358,6,True,right,-0.08323,1.5316,2.3652,0.8336,0.1404,0.8233,0.6829,A,0.27
74,0.49938,0.1,2,0.29963,0.27466,0.40783,74,2.04746,0.13,0.06658,0.56596,5,2D1U,1.0,False,0.375,6,True,left,0.16646,1.3018,2.1513,0.8494,0.0849,1.0266,0.9417,A,0.275
75,0.49938,0.1,2,0.20808,0.28298,0.80733,75,2.16398,-0.27,-0.13317,0.36621,5,1D2U,1.0,True,0.417,7,False,left,-0.08323,1.4861,2.1274,0.6413,0.1194,0.8119,0.6924,A,0.275
76,0.49938,1.2,1,0.29131,0.38286,0.84895,76,2.38871,-0.27,-0.13317,0.36621,5,1D2U,2.0,True,0.466,7,False,right,0.16646,0.1567,0.7895,0.6328,1.4229,2.3564,0.9335,A,0.27
77,0.49938,1.2,1,0.42447,0.29131,0.86559,77,2.66336,0.17,0.08323,0.58261,5,2D1U,2.0,False,0.574,6,False,right,-0.08323,0.2878,1.1374,0.8496,1.913,2.5963,0.6834,A,0.27
78,0.49938,0.1,2,0.25801,0.4328,0.41615,78,1.9892,-0.23,-0.11652,0.38286,5,1D2U,1.0,True,0.441,8,True,left,0.16646,1.2659,1.9244,0.6586,0.0416,0.9826,0.9409,A,0.275
79,0.49938,0.1,2,0.27466,0.34957,0.8323,79,2.33877,-0.23,-0.11652,0.38286,5,1D2U,1.0,True,0.408,8,True,left,-0.08323,1.5725,2.2304,0.6579,0.1805,0.8717,0.6913,A,0.275
80,0.49938,1.2,1,0.62423,0.31627,1.06535,80,2.91306,-0.19,-0.09155,0.40783,5,1D2U,1.0,False,0.5,8,False,left,0.16646,0.4907,1.1652,0.6744,2.0161,2.9487,0.9326,A,0.27
81,0.49938,1.2,2,0.28298,0.3995,0.87392,81,2.66336,0.21,0.1082,0.60758,5,2D1U,2.0,True,0.45,6,False,right,-0.08323,1.6174,2.4927,0.8753,0.1924,0.8751,0.6826,A,0.27
82,0.49938,0.1,2,0.28298,0.24137,0.69913,82,2.10572,-0.23,-0.11652,0.38286,5,1D2U,1.0,True,0.458,9,True,left,0.16646,1.5772,2.2359,0.6587,0.0694,1.0109,0.9415,A,0.275
