,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue,VisualPSE
0,0.50017,1.2,1,0.40847,0.44182,0.90864,0,2.45083,-0.6159999999999999,-0.30844,0.19173,5,lapse_rate,2.0,True,1.437,0,False,right,0.25008,0.2656,0.7396,0.474,1.3821,2.4155,1.0334,A,0.28
1,0.50017,1.2,1,0.42514,0.28343,0.57519,1,1.97566,-0.616,-0.30844,0.19173,5,2D1U,2.0,True,0.509,0,False,right,0.0,0.2804,0.756,0.4756,1.1894,1.973,0.7836,A,0.28
2,0.50017,0.1,1,0.42514,0.45015,0.85029,2,2.41748,-0.6159999999999999,-0.30844,0.19173,5,lapse_rate,2.0,True,0.317,0,False,right,-0.16672,0.2948,0.7618,0.467,1.5615,2.17,0.6085,A,0.275
3,0.50017,1.2,2,0.55019,0.85029,1.44215,3,3.53453,-0.616,-0.30844,0.19173,5,1D2U,1.0,True,0.3,0,False,left,0.25008,2.6126,3.088,0.4754,0.2795,1.3128,1.0333,A,0.28
4,0.50017,1.2,1,0.33345,0.35012,0.4835,4,1.94233,-0.456,-0.22508,0.27509,5,2D1U,2.0,True,0.133,0,False,right,0.0,0.1907,0.7491,0.5583,1.0909,1.8741,0.7832,A,0.28
5,0.50017,0.1,1,0.37513,0.38346,0.89197,5,2.50085,-0.296,-0.15005,0.35012,5,2D1U,2.0,True,1.493,0,False,right,-0.16672,0.2389,0.8639,0.6249,1.7059,2.3135,0.6076,A,0.275
6,0.50017,0.1,1,0.64188,0.40847,0.85029,6,2.59254,-0.6159999999999999,-0.30844,0.19173,5,lapse_rate,2.0,True,1.757,0,False,right,0.25008,0.5091,0.9754,0.4663,1.5671,2.5921,1.025,A,0.275
7,0.50017,0.1,1,0.40014,0.35012,0.62521,7,2.06737,-0.616,-0.30844,0.19173,5,1D2U,2.0,True,1.192,0,False,right,0.0,0.2687,0.7354,0.4667,1.2271,2.0014,0.7743,A,0.275
8,0.50017,0.1,2,0.27509,0.35845,0.46682,8,1.87562,-0.456,-0.22508,0.27509,5,1D2U,1.0,True,0.451,0,False,left,-0.16672,1.1637,1.7137,0.55,0.2213,0.8305,0.6092,A,0.275
9,0.50017,0.1,2,0.52518,0.86696,0.86696,9,2.951,-0.6159999999999999,-0.30844,0.19173,5,lapse_rate,1.0,True,0.658,0,False,left,0.25008,2.0299,2.4964,0.4665,0.2711,1.2965,1.0254,A,0.275
10,0.50017,1.2,2,0.76693,0.55852,1.50051,10,3.75961,-0.136,-0.06669,0.43348,5,2D1U,2.0,False,1.408,0,False,right,0.0,2.7651,3.4821,0.717,0.6238,1.4071,0.7833,A,0.28
11,0.50017,1.2,1,0.27509,0.27509,0.46682,11,1.79226,-0.456,-0.22508,0.27509,5,1D2U,2.0,True,3.851,0,False,right,-0.16672,0.1301,0.6894,0.5594,1.0972,1.7142,0.6171,A,0.28
12,0.50017,0.1,2,0.89197,0.56686,1.26709,12,4.17641,0.9,0.45015,0.95032,5,lapse_rate,2.0,True,37.19,0,False,right,0.25008,2.7896,4.0146,1.225,0.6313,1.6563,1.0251,A,0.275
