,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
80,80,0.49814,1.2,2,0.29058,0.29058,0.51475,80,2.08389,-0.02,-0.0083,0.48984,5,2D1U,1.0,True,0.9,4,True,left,0.0,1.3105,1.802,0.4914,0.2932,0.7941,0.5009,A
81,81,0.49814,0.1,2,0.23247,0.21586,0.41512,81,1.96766,0.22,0.10793,0.60607,5,3D1U,2.0,True,0.323,2,False,right,0.0,1.1482,1.7566,0.6084,0.2312,0.7313,0.5,V
82,82,0.49814,1.2,1,0.20756,0.38191,0.62268,82,2.21673,0.02,0.0083,0.50644,5,2D1U,2.0,False,1.287,4,False,right,0.0,0.2097,0.718,0.5082,1.3433,1.8429,0.4995,A
83,83,0.49814,0.1,2,0.29058,0.32379,0.48984,83,1.69368,-0.82,-0.40681,0.09133,5,1D2U,1.0,True,1.122,6,False,left,0.0,1.2842,1.3758,0.0916,0.2921,0.7918,0.4997,A
84,84,0.49814,1.2,1,0.30719,0.39021,0.80533,84,2.60694,0.22,0.10793,0.60607,5,3D1U,1.0,True,0.685,2,False,left,0.0,0.3072,0.9148,0.6076,1.7233,2.224,0.5007,V
85,85,0.49814,0.1,1,0.357,0.22416,0.51475,85,1.70198,-0.78,-0.39021,0.10793,5,1D3U,2.0,True,0.331,3,False,right,0.0,0.3612,0.47,0.1089,0.9868,1.4868,0.5,V
86,86,0.49814,1.2,2,0.41512,0.3487,0.57286,86,1.88463,-0.9,-0.44833,0.04981,5,lapse_rate,1.0,True,0.678,0,False,left,0.0,1.4925,1.5426,0.05,0.4168,0.918,0.5012,A
87,87,0.49814,1.2,2,0.31549,0.32379,0.59777,87,1.82652,-0.82,-0.40681,0.09133,5,1D2U,2.0,False,1.113,6,False,right,0.0,1.4125,1.5042,0.0917,0.3127,0.8134,0.5007,A
88,88,0.49814,0.1,1,0.3653,0.29058,0.64758,88,1.85141,-0.9,-0.44833,0.04981,5,lapse_rate,2.0,True,0.292,0,False,right,0.0,0.3648,0.4155,0.0507,1.0655,1.5655,0.5,A
89,89,0.49814,0.1,2,0.44002,0.26567,0.74721,89,2.05897,-0.78,-0.39021,0.10793,5,1D3U,1.0,True,0.367,3,False,left,0.0,1.6911,1.8004,0.1093,0.4417,0.9418,0.5,A
90,90,0.49814,1.2,2,0.42342,0.24907,0.714,90,2.4907,0.22,0.10793,0.60607,5,3D1U,1.0,False,0.465,2,False,left,0.0,1.6396,2.2474,0.6079,0.4219,0.9221,0.5002,V
91,91,0.49814,0.1,1,0.38191,0.44833,0.42342,91,2.28315,0.06,0.03321,0.53135,5,2D1U,1.0,True,0.258,4,False,left,0.0,0.3796,0.9123,0.5327,1.3375,1.8368,0.4993,V
92,92,0.49814,1.2,1,0.25737,0.28228,0.78872,92,2.35786,0.06,0.03321,0.53135,5,2D1U,1.0,True,0.322,4,False,left,0.0,0.2568,0.7904,0.5337,1.582,2.0819,0.4999,A
93,93,0.49814,1.2,1,0.30719,0.19926,0.87175,93,2.82281,0.9,0.44833,0.94647,5,lapse_rate,1.0,True,0.834,0,False,left,0.0,0.3107,1.2605,0.9498,2.1352,2.6356,0.5004,A
94,94,0.49814,0.1,1,0.39021,0.23247,0.55626,94,1.7435,-0.86,-0.43172,0.06642,5,1D2U,2.0,True,0.318,7,True,right,0.0,0.3927,0.4588,0.0661,1.0168,1.517,0.5002,V
95,95,0.49814,1.2,1,0.43172,0.33209,0.77212,95,2.16691,-0.74,-0.37361,0.13284,5,1D3U,2.0,True,0.772,3,False,right,0.0,0.4303,0.5631,0.1328,1.3384,1.8387,0.5003,A
96,96,0.49814,0.1,2,0.44002,0.39851,0.53135,96,2.499,0.26,0.13284,0.63098,5,3D1U,2.0,True,0.36,2,False,right,0.0,1.4777,2.1117,0.634,0.4448,0.9451,0.5003,A
