,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCueTest
0,0.5,0.0,2,0.61667,0.55833,0.28333,0,2.05833,-0.8,-0.4,0.1,5,2U1D,1.0,True,0.911,0,False,left,0.0,1.4074770830047783,1.5075697500142269,0.10009266700944863,0.6119788750074804,1.1241193750174716,0.5121405000099912,
1,0.5,0.0,2,0.525,0.475,0.525,1,2.925,0.8,0.4,0.9,5,2D1U,2.0,True,0.551,0,False,right,0.0,1.4908603750227485,2.391303042008076,0.9004426669853274,0.4689599580015056,0.9698248330096249,0.5008648750081193,
2,0.5,0.0,2,0.5,0.45833,0.6,2,3.00833,0.9,0.45,0.95,5,lapse_rate,2.0,True,1.068,0,False,right,0.0,1.6035311669984367,2.5659282080014236,0.962397041002987,0.5012847500038333,1.004377042001579,0.5030922919977456,
3,0.5,0.0,2,0.475,0.425,0.55833,3,2.85833,0.8,0.4,0.9,5,1D1U,2.0,True,0.383,0,False,right,0.0,1.5375960000092164,2.4377636249992065,0.9001676249899901,0.48331137499189936,0.9834616660082247,0.5001502910163254,
4,0.5,0.0,1,0.43333,0.425,0.81667,4,2.275,-0.8,-0.4,0.1,5,1U1D,2.0,True,0.849,0,False,right,0.0,0.38692637500935234,0.4873047090077307,0.10037833399837837,1.333002542000031,1.8328381250030361,0.499835583003005,
5,0.5,0.0,2,0.41667,0.54167,0.73333,5,2.29167,-0.8,-0.4,0.1,5,2U1D,1.0,True,0.162,0,False,left,0.0,1.6050018749956507,1.7168579999997746,0.1118561250041239,0.369925000006333,0.8720965840038843,0.5021715839975514,
6,0.5,0.0,2,0.575,0.61667,0.85833,6,3.45,0.8,0.4,0.9,5,2D1U,2.0,True,0.967,0,False,right,0.0,1.9572029160044622,2.868072207988007,0.9108692919835448,0.5855937500018626,1.1021460829942953,0.5165523329924326,
7,0.5,0.0,1,0.6,0.6,0.29167,7,2.19167,-0.6,-0.3,0.2,5,2U1D,1.0,False,2.298,0,False,left,0.0,0.578289124998264,0.7786813339916989,0.2003922089934349,1.099753749993397,1.6008874170074705,0.5011336670140736,
8,0.5,0.0,2,0.44167,0.575,0.08333,8,2.4,0.6,0.3,0.8,5,1D1U,2.0,True,0.401,0,False,right,0.0,1.0218565420072991,1.833337667019805,0.8114811250125058,0.4379749170038849,0.937472916994011,0.4994979999901261,
9,0.5,0.0,2,0.50833,0.45,0.69167,9,3.1,0.9,0.45,0.95,5,lapse_rate,2.0,True,0.78,0,False,right,0.0,1.7202987089985982,2.6713623339892365,0.9510636249906383,0.5155806670081802,1.0166492499993183,0.5010685829911381,
10,0.5,0.0,1,0.625,0.475,0.0,10,1.8,-0.6,-0.3,0.2,5,1U1D,2.0,True,0.933,0,False,right,0.0,0.5832251660176553,0.7833134160027839,0.20008824998512864,0.7833134160027839,1.2883507500228006,0.5050373340200167,
11,0.5,0.0,2,0.6,0.43333,0.61667,11,2.95,0.6,0.3,0.8,5,2D1U,2.0,True,0.162,0,False,right,0.0,1.750019875005819,2.550083292007912,0.800063417002093,0.5833671249856707,1.133287417003885,0.5499202920182142,
