,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetAudio,recordedOffsetAudio,recordedDurAudio,modalityPostCue
131,0.5002,0.0,2,0.5419,0.5753,0.6753,131,2.7346,-0.1147,-0.0584,0.4419,5,1U1D,2.0,False,1.775,13,True,right,0.0,1.7037623000001076,2.1455085000000054,0.4417461999998977,0.5290932000000339,1.0290717000000313,0.49997849999999744,
132,0.5002,0.0,2,0.5586,0.4002,0.2418,132,2.3094,0.2249,0.1084,0.6086,5,2D1U,2.0,True,0.267,8,True,right,0.0,1.289267099999961,1.9053134000000682,0.6160463000001073,0.5473574000000099,1.0471804999999677,0.4998230999999578,
133,0.5002,0.0,2,0.6253,0.642,0.6503,133,2.6846,-0.4724,-0.2334,0.2668,5,2U1D,2.0,False,1.317,8,True,right,0.0,1.762732700000015,2.0297855999999683,0.2670528999999533,0.6133504999997967,1.11262099999999,0.49927050000019335,
134,0.5002,0.0,1,0.5169,0.5419,0.8921,134,2.6178,-0.6696,-0.3335,0.1667,5,1D1U,2.0,True,0.163,8,False,right,0.0,0.505900899999915,0.6723451999998815,0.16644429999996646,1.555719599999975,2.0554617000000235,0.4997421000000486,
135,0.5002,0.0,1,0.5419,0.4502,0.8921,135,2.5011,-0.7594,-0.3835,0.1167,5,1D1U,2.0,True,0.616,8,False,right,0.0,0.5340957999999318,0.6508335999999417,0.11673780000000988,1.5426228000001174,2.0423929000000953,0.4997700999999779,
136,0.5002,0.0,2,0.5919,0.5503,0.7754,136,2.818,-0.2044,-0.1,0.4002,5,1U1D,1.0,True,1.166,13,False,left,0.0,1.8577091000001928,2.2656899000000976,0.4079807999999048,0.5827203000001191,1.0826464000001579,0.4999261000000388,
137,0.5002,0.0,1,0.5002,0.4335,0.617,137,2.4928,-0.1147,-0.0584,0.4419,5,1U1D,1.0,False,0.925,14,True,left,0.0,0.491192700000056,0.9413388999998915,0.4501461999998355,1.5413765000000694,2.0417947000000822,0.5004182000000128,
138,0.5002,0.0,2,0.5169,0.5836,0.8171,138,2.6346,-0.5622,-0.2835,0.2168,5,2U1D,1.0,True,3.216,9,True,left,0.0,1.821974199999886,2.0385217000000466,0.21654750000016065,0.5054929999998876,1.005400699999882,0.4999076999999943,
139,0.5002,0.0,1,0.4752,0.5336,0.3085,139,1.8925,-0.8491,-0.4252,0.075,5,1D1U,2.0,True,0.16,8,False,right,0.0,0.46406999999999243,0.5390822000001663,0.07501220000017383,0.839292500000056,1.3395323000002008,0.5002398000001449,
140,0.5002,0.0,2,0.617,0.4085,0.6837,140,2.7763,0.1351,0.0667,0.5669,5,2D1U,2.0,True,3.05,8,False,right,0.0,1.7929097999999613,2.3598242999999,0.5669144999999389,0.6097184000000198,1.1096242999999504,0.4999058999999306,
141,0.5002,0.0,1,0.5586,0.6086,0.8921,141,2.9597,-0.2044,-0.1,0.4002,5,1U1D,2.0,True,1.116,15,True,right,0.0,0.5470522000000528,0.9551314999998795,0.4080792999998266,1.8307881999999154,2.3308660999998665,0.5000778999999511,
142,0.5002,0.0,2,0.5336,0.5753,0.1751,142,2.001,-0.5622,-0.2835,0.2168,5,2U1D,1.0,True,2.341,9,True,left,0.0,1.1977606999998898,1.4226114999999027,0.2248508000000129,0.5227011999998012,1.0226972999998907,0.4999961000000894,
143,0.5002,0.0,1,0.4919,0.4002,0.6003,143,2.4345,-0.1147,-0.0584,0.4419,5,1U1D,2.0,True,0.433,16,True,right,0.0,0.4797671999999693,0.9299687000000176,0.4502015000000483,1.5131269999999404,2.013300699999945,0.5001737000000048,
144,0.5002,0.0,1,0.4836,0.4335,0.3418,144,2.326,0.1351,0.0667,0.5669,5,2D1U,2.0,False,0.35,8,False,right,0.0,0.47211829999992005,1.0469011000000137,0.5747828000000936,1.3716466999999284,1.8718805999999404,0.500233900000012,
145,0.5002,0.0,2,0.5836,0.6336,0.3168,145,2.6428,0.2249,0.1084,0.6086,5,2D1U,2.0,True,2.049,9,True,right,0.0,1.3863146000001052,1.994832100000167,0.6085175000000618,0.5695378000000346,1.0694559999999456,0.49991819999991094,
146,0.5002,0.0,1,0.4002,0.4419,0.8004,146,2.4095,-0.4724,-0.2334,0.2668,5,2U1D,2.0,True,1.117,10,True,right,0.0,0.3893562999999176,0.6560758999999052,0.2667195999999876,1.4476990999999089,1.94777299999987,0.5000738999999612,
147,0.5002,0.0,1,0.4836,0.5002,0.3001,147,2.2677,-0.0249,-0.0083,0.4836,5,1U1D,1.0,False,0.842,16,False,left,0.0,0.4721538999999666,0.9554749000001266,0.48332100000016,1.2470653000000311,1.7471130999999787,0.5000477999999475,
148,0.5002,0.0,1,0.5252,0.4836,0.6586,148,2.7762,0.2249,0.1084,0.6086,5,2D1U,1.0,True,0.442,9,True,left,0.0,0.513526899999988,1.1220215999999255,0.6084946999999374,1.7802899999999227,2.2802115999998023,0.4999215999998796,
149,0.5002,0.0,1,0.5086,0.4169,0.3085,149,2.001,-0.4724,-0.2334,0.2668,5,2U1D,2.0,True,0.625,10,True,right,0.0,0.496181100000058,0.7712748000001284,0.2750937000000704,1.0627558000001045,1.5629315999999562,0.5001757999998517,
150,0.5002,0.0,2,0.4919,0.6253,0.6503,150,2.5762,-0.3827,-0.1918,0.3085,5,2U1D,1.0,True,0.758,10,False,left,0.0,1.6292684000000008,1.9375417999999627,0.30827339999996184,0.47910780000006525,0.9792491000000609,0.5001412999999957,
151,0.5002,0.0,2,0.6253,0.5086,0.767,151,2.843,-0.1147,-0.0584,0.4419,5,1U1D,2.0,False,0.574,17,True,right,0.0,1.880370399999947,2.322019599999976,0.44164920000002894,0.6141806000000543,1.1138263999998799,0.4996457999998256,
152,0.5002,0.0,1,0.617,0.6336,0.6753,152,2.8263,-0.2044,-0.1,0.4002,5,1U1D,2.0,True,1.941,17,False,right,0.0,0.606728799999928,1.0231432000000495,0.41641440000012153,1.6732812000000195,2.173562899999979,0.5002816999999595,
153,0.5002,0.0,2,0.6086,0.5169,0.8254,153,2.893,-0.1147,-0.0584,0.4419,5,1U1D,1.0,True,1.1,18,True,left,0.0,1.9206222000000253,2.3705640999999105,0.4499418999998852,0.5956254999998691,1.0954698999998982,0.49984440000002905,
