,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,modalityPostCueTest
0,0.5,0.0,1,0.575,0.5167,0.875,0,3.4167,0.9,0.45,0.95,5,1U1D,2.0,False,1.125,0,False,right,0.0,0.6529505829967093,1.6187588749962742,0.965808291999565,3.5687800829982734,4.135283416995662,0.5665033339973888,
