,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,modalityPostCueTest
0,0.5,0.0,2,0.5583,0.575,0.3417,0,2.925,0.9,0.45,0.95,5,1U1D,1.0,False,0.854,0,False,left,0.0,1.4032713749984396,2.3548088329989696,0.95153745800053,0.5545473750025849,1.0675440830018488,0.5129967079992639,
1,0.5,0.0,2,0.4,0.4583,0.6417,1,2.95,0.9,0.45,0.95,5,2U1D,1.0,False,3.685,0,False,left,0.0,2.1017860409992863,3.0519022080043214,0.9501161670050351,0.48822091599868145,1.4543016250026994,0.966080709004018,
