,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCueTest
0,0.49942,1.2,1,0.3163,0.41618,0.53271,0,1.86449,-0.8,-0.39954,0.09988,5,2U1D,2.0,True,1.813,0,False,right,0.0,0.0007950998842716217,1.8749769001733512,1.8741818002890795,0.9415394000243396,1.4412963001523167,0.49975690012797713,
1,0.49942,0.1,1,0.34127,0.19977,0.72416,1,1.81456,-0.9,-0.44948,0.04994,5,lapse_rate,2.0,True,0.535,0,False,right,0.0,0.000860600033774972,1.8163361002225429,1.815475500188768,1.108000700129196,1.6080908000003546,0.5000900998711586,
2,0.49942,0.1,2,0.22474,0.37456,0.39954,2,2.39722,0.8,0.39954,0.89896,5,2D1U,2.0,True,0.564,0,False,right,0.0,0.00026890006847679615,2.408759899903089,2.408490999834612,0.21665079984813929,0.7168752998113632,0.5002244999632239,
3,0.49942,1.2,1,0.20809,0.3163,0.73248,3,1.85617,-0.8,-0.39954,0.09988,5,1U1D,2.0,True,1.958,0,False,right,0.0,0.0006995999719947577,1.8580277999863029,1.857328200014308,1.0333241999614984,1.5336647999938577,0.5003406000323594,
4,0.49942,0.1,1,0.41618,0.42451,0.48277,4,1.92276,-0.8,-0.39954,0.09988,5,2U1D,2.0,True,1.103,0,False,right,0.0,0.0007418999448418617,1.9255179001484066,1.9247760002035648,0.9919528001919389,1.4924979000352323,0.5005450998432934,
5,0.49942,0.1,2,0.32462,0.30798,0.54104,5,2.62196,0.9,0.44948,0.9489,5,lapse_rate,2.0,True,0.581,0,False,right,0.0,0.0007488999981433153,2.616666200105101,2.6159173001069576,0.31665770011022687,0.8166853999719024,0.5000276998616755,
6,0.49942,1.2,2,0.23306,0.29965,0.47445,6,2.40554,0.8,0.39954,0.89896,5,1D1U,1.0,False,4.706,0,False,left,0.0,0.0007966000121086836,2.4076607001479715,2.406864100135863,0.2243288999889046,0.724390699993819,0.5000618000049144,
7,0.49942,0.1,2,0.25803,0.38289,0.50774,7,1.84785,-0.6,-0.29965,0.19977,5,1U1D,1.0,True,0.625,0,False,left,0.0,0.0007831000257283449,1.8330774998757988,1.8322943998500705,0.24976469995453954,0.749531599925831,0.4997668999712914,
8,0.49942,0.1,2,0.26636,0.30798,0.73248,8,1.85618,-0.9,-0.44948,0.04994,5,lapse_rate,1.0,True,1.022,0,False,left,0.0,0.0004933001473546028,1.866207899991423,1.8657145998440683,0.2579610999673605,0.7579488998744637,0.4999877999071032,
9,0.49942,1.2,2,0.39954,0.27468,0.59098,9,2.76346,1.0,0.49942,0.99884,5,1D1U,2.0,True,1.796,0,False,right,0.0,0.0010251000057905912,2.764980399981141,2.7639552999753505,0.3900816000532359,0.890089699998498,0.5000080999452621,
10,0.49942,0.1,2,0.283,0.39121,0.4911,10,1.8645,-0.6,-0.29965,0.19977,5,2U1D,1.0,True,2.257,0,False,left,0.0,0.0008648999501019716,1.874941400019452,1.87407650006935,0.2749862999189645,0.7750238000880927,0.5000375001691282,
11,0.49942,1.2,2,0.29133,0.20809,0.83237,11,2.73017,0.8,0.39954,0.89896,5,2D1U,2.0,True,1.534,0,False,right,0.0,0.0010400000028312206,2.7245833000633866,2.7235433000605553,0.28337269998155534,0.7829374999273568,0.4995647999458015,
12,0.49942,0.1,1,0.27468,0.29965,0.62427,12,2.49709,0.6,0.29965,0.79907,5,2D1U,1.0,True,0.506,0,False,left,0.0,0.0002935000229626894,2.5078515999484807,2.507558099925518,1.6910841998178512,2.191159499809146,0.5000752999912947,
13,0.49942,1.2,2,0.39121,0.26636,0.61595,13,2.71351,0.88,0.44115,0.94057,5,1D1U,2.0,True,4.717,1,True,right,0.0,0.0008313001599162817,2.7312744001392275,2.7304430999793112,0.38156180013902485,0.8812824001070112,0.49972059996798635,
