,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
0,0.5,0.0,1,0.525,0.4417,0.5417,0,2.1084,-0.8,-0.4,0.1,5,lapse_rate,1.0,False,2.703,0,False,left,0.0,0,0,0,0,0,0,
1,0.5,0.0,1,0.6,0.5083,0.5917,1,3.025,0.65,0.325,0.825,5,2D1U,1.0,True,0.936,0,False,left,0.0,0,0,0,0,0,0,
2,0.5,0.0,2,0.4,0.6083,0.8667,2,3.2,0.65,0.325,0.825,5,2D1U,1.0,False,2.663,0,False,left,0.0,0,0,0,0,0,0,
3,0.5,0.0,1,0.5417,0.525,0.5167,3,2.2584,-0.65,-0.325,0.175,5,2U1D,2.0,True,0.796,0,False,right,0.0,0,0,0,0,0,0,
4,0.5,0.0,2,0.5667,0.5417,0.675,4,2.4584,-0.65,-0.325,0.175,5,3U1D,1.0,True,1.404,0,False,left,0.0,0,0,0,0,0,0,
