,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCueTest
49,0.5003,0.0,1,0.5253,0.4419,0.0917,49,2.2513,0.376,0.1918,0.6921,5,2D1U,1.0,True,0.234,2,False,left,0.0,0.5156424999586307,1.2073722999775782,0.6917298000189476,1.2990800999687053,1.7990820999839343,0.500002000015229,
50,0.5003,0.0,1,0.5587,0.592,0.1751,50,2.0346,-0.576,-0.2918,0.2085,5,1U1D,2.0,True,2.651,5,True,right,0.0,0.5497587000136264,0.7579378000227734,0.20817910000914708,0.9330348999937996,1.4331896000076085,0.5001547000138089,
51,0.5003,0.0,2,0.5086,0.6087,0.6087,51,3.1769,0.9,0.4503,0.9506,5,lapse_rate,2.0,True,0.159,0,False,right,0.0,1.6083039999939501,2.558280700002797,0.9499767000088468,0.4997160999919288,0.9995765999774449,0.49986049998551607,
52,0.5003,0.0,2,0.5587,0.4086,0.3502,52,2.068,-0.504,-0.2502,0.2502,5,1U1D,1.0,True,0.341,6,True,left,0.0,1.3985244000214152,1.6485535000101663,0.2500290999887511,0.5485725000035018,1.0483437000075355,0.49977120000403374,
53,0.5003,0.0,1,0.5253,0.517,0.3002,53,1.9595,-0.768,-0.3836,0.1167,5,2U1D,2.0,True,0.359,3,True,right,0.0,0.5169666000292636,0.6337463000090793,0.11677969997981563,0.9336718000122346,1.4336292000371031,0.49995740002486855,
54,0.5003,0.0,1,0.4419,0.5086,0.05,54,2.0845,0.16,0.0834,0.5837,5,1D1U,1.0,True,0.907,4,False,left,0.0,0.43186140002217144,1.0152468999731354,0.583385499950964,1.0651867000269704,1.5652070000069216,0.5000202999799512,
55,0.5003,0.0,2,0.5753,0.617,0.7421,55,3.1268,0.376,0.1918,0.6921,5,2D1U,2.0,True,0.483,2,False,right,0.0,1.807460300042294,2.499134200043045,0.691673900000751,0.5657962000113912,1.0662558000185527,0.5004596000071615,
56,0.5003,0.0,1,0.5503,0.5753,0.05,56,1.7259,-0.9,-0.4503,0.05,5,lapse_rate,2.0,True,0.983,0,False,right,0.0,0.5420611999579705,0.5920876999734901,0.05002650001551956,0.6504345999564976,1.1506110999616794,0.5001765000051819,
57,0.5003,0.0,1,0.6004,0.5503,0.0584,57,1.8261,-0.768,-0.3836,0.1167,5,2U1D,1.0,False,4.008,3,True,left,0.0,0.5906898999819532,0.7074631999712437,0.11677329998929054,0.774039999989327,1.274169999989681,0.5001300000003539,
58,0.5003,0.0,1,0.6337,0.4253,0.4753,58,2.685,0.304,0.1501,0.6504,5,2D1U,1.0,True,1.958,2,False,left,0.0,0.6247305999859236,1.2744845999986865,0.6497540000127628,1.758070099982433,2.2578934999764897,0.49982339999405667,
59,0.5003,0.0,2,0.6421,0.5837,0.2585,59,2.5266,0.088,0.0417,0.542,5,1D1U,2.0,True,0.164,4,False,right,0.0,1.390634199953638,1.932056299992837,0.541422100039199,0.6321968999691308,1.1321188999572769,0.4999219999881461,
60,0.5003,0.0,1,0.5086,0.5753,0.0334,60,2.5682,0.9,0.4503,0.9506,5,lapse_rate,1.0,True,0.649,0,False,left,0.0,0.5000491000246257,1.4502360000042245,0.9501868999795988,1.4836548000457697,1.9835986000252888,0.4999437999795191,
61,0.5003,0.0,1,0.6337,0.4086,0.4669,61,2.293,-0.432,-0.2168,0.2835,5,1U1D,2.0,True,3.175,6,False,right,0.0,0.6242404999793507,0.9071187999797985,0.2828783000004478,1.3740048999898136,1.8739583999849856,0.499953499995172,
62,0.5003,0.0,1,0.6087,0.4836,0.2335,62,2.143,-0.36,-0.1834,0.3169,5,1U1D,1.0,False,3.366,6,False,left,0.0,0.5997299000155181,0.9163341000094078,0.3166041999938898,1.1495961000327952,1.6496731000370346,0.5000770000042394,
63,0.5003,0.0,2,0.6004,0.6254,0.0584,63,2.2931,0.016,0.0083,0.5086,5,1D1U,2.0,True,0.767,4,False,right,0.0,1.1499285000027157,1.6582081000087783,0.5082796000060625,0.5915955000091344,1.0916021000011824,0.500006599992048,
64,0.5003,0.0,2,0.4086,0.5837,0.0417,64,2.1847,0.304,0.1501,0.6504,5,2D1U,2.0,True,7.133,2,False,right,0.0,0.9416301000164822,1.591635899967514,0.6500057999510318,0.3998860999708995,0.8999583999975584,0.5000723000266589,
65,0.5003,0.0,1,0.542,0.6087,0.3502,65,2.9518,0.9,0.4503,0.9506,5,lapse_rate,2.0,False,0.933,0,False,right,0.0,0.5325436000130139,1.4822718999930657,0.9497282999800518,1.8407790000201203,2.340554099995643,0.4997750999755226,
66,0.5003,0.0,2,0.492,0.567,0.7588,66,2.4015,-0.84,-0.4169,0.0834,5,2U1D,1.0,True,0.958,3,False,left,0.0,1.7412846999941394,1.8249112000339665,0.08362650003982708,0.4831644000369124,0.9833158000255935,0.5001513999886811,
67,0.5003,0.0,1,0.492,0.567,0.4336,67,2.0763,-0.84,-0.4169,0.0834,5,2U1D,2.0,True,4.292,3,False,right,0.0,0.48301100003300235,0.5664028000319377,0.08339179999893531,1.007735599996522,1.5080833000247367,0.5003477000282146,
68,0.5003,0.0,1,0.5587,0.5837,0.3419,68,2.4599,-0.056,-0.025,0.4753,5,1D1U,1.0,False,1.325,4,False,left,0.0,0.5487099000019953,1.0238648000522517,0.4751549000502564,1.36561380000785,1.8654244000208564,0.4998106000130065,
69,0.5003,0.0,1,0.4253,0.567,0.6587,69,2.4348,-0.432,-0.2168,0.2835,5,1U1D,1.0,False,1.708,7,True,left,0.0,0.4165146000450477,0.6995817000279203,0.2830670999828726,1.3582400000304915,1.8580879000364803,0.4998479000059888,
70,0.5003,0.0,2,0.5503,0.4669,0.8589,70,2.9934,0.232,0.1167,0.617,5,2D1U,1.0,False,6.007,2,False,left,0.0,1.8996541999513283,2.516225499974098,0.6165713000227697,0.5408034999854863,1.041048699989915,0.5002452000044286,
71,0.5003,0.0,2,0.592,0.5587,0.025,71,2.3264,0.304,0.1501,0.6504,5,2D1U,2.0,True,0.358,3,True,right,0.0,1.1077179999556392,1.758042499946896,0.6503244999912567,0.5827678999630734,1.0826745999511331,0.4999066999880597,
72,0.5003,0.0,1,0.5837,0.5086,0.2418,72,2.4848,0.304,0.1501,0.6504,5,2D1U,2.0,False,0.983,3,True,right,0.0,0.5747204000363126,1.2247145000146702,0.6499940999783576,1.474731200025417,1.9746568000409752,0.4999256000155583,
73,0.5003,0.0,2,0.5003,0.5837,0.8338,73,3.1102,0.376,0.1918,0.6921,5,2D1U,2.0,True,1.366,3,False,right,0.0,1.8253286000108346,2.518425800022669,0.6930972000118345,0.4917060000007041,0.9921379000297748,0.5004319000290707,
74,0.5003,0.0,2,0.492,0.6337,0.3419,74,2.2181,-0.504,-0.2502,0.2502,5,1U1D,1.0,True,0.625,7,False,left,0.0,1.3250080000143498,1.574526500015054,0.24951850000070408,0.4830237000132911,0.9833134000073187,0.5002896999940276,
75,0.5003,0.0,1,0.5753,0.5337,0.4336,75,2.4765,-0.128,-0.0667,0.4336,5,1D1U,1.0,False,0.883,5,True,left,0.0,0.5665275999926962,1.0000044000335038,0.4334768000408076,1.4334945000009611,1.933059900009539,0.49956540000857785,
76,0.5003,0.0,2,0.617,0.5337,0.1334,76,1.9011,-0.768,-0.3836,0.1167,5,2U1D,2.0,False,0.182,4,True,right,0.0,1.240222199994605,1.3566322000115179,0.11641000001691282,0.6066557000158355,1.1066892000380903,0.5000335000222549,
77,0.5003,0.0,2,0.4336,0.5086,0.7338,77,2.8684,0.376,0.1918,0.6921,5,2D1U,2.0,True,0.407,3,False,right,0.0,1.6575042000040412,2.3486446000169963,0.6911404000129551,0.4240420000278391,0.92404880002141,0.5000067999935709,
78,0.5003,0.0,1,0.592,0.5003,0.1501,78,2.0262,-0.432,-0.2168,0.2835,5,1U1D,2.0,True,2.866,8,True,right,0.0,0.5819921999936923,0.8658049999503419,0.28381279995664954,1.0153818999533542,1.5153762999689206,0.4999944000155665,
79,0.5003,0.0,1,0.4336,0.5003,0.1501,79,1.9012,-0.36,-0.1834,0.3169,5,1U1D,2.0,True,4.7,8,False,right,0.0,0.4250822000321932,0.7416685000061989,0.31658629997400567,0.8917471000459045,1.3916827000211924,0.4999355999752879,
80,0.5003,0.0,1,0.6254,0.492,0.3836,80,2.0847,-0.84,-0.4169,0.0834,5,2U1D,2.0,True,1.441,5,True,right,0.0,0.6168569000437856,0.7001644000411034,0.08330749999731779,1.0840559000498615,1.5834900000481866,0.4994340999983251,
81,0.5003,0.0,1,0.617,0.4002,0.5587,81,2.4764,-0.2,-0.1001,0.4002,5,1D1U,2.0,True,4.274,5,False,right,0.0,0.6076360999722965,1.012016599997878,0.40438050002558157,1.5745241999975406,2.0743530999752693,0.4998288999777287,
82,0.5003,0.0,2,0.517,0.4669,0.3586,82,2.4932,0.304,0.1501,0.6504,5,2D1U,2.0,True,3.2,4,True,right,0.0,1.365889300010167,2.015771600010339,0.6498823000001721,0.5073292000452057,1.007280300022103,0.49995109997689724,
83,0.5003,0.0,2,0.4503,0.5753,0.025,83,1.9845,-0.128,-0.0667,0.4336,5,1D1U,2.0,False,6.648,6,True,right,0.0,0.9656226000515744,1.39892480004346,0.4333021999918856,0.44054080004571006,0.9406712000491098,0.5001304000033997,
84,0.5003,0.0,2,0.492,0.4253,0.1418,84,1.918,-0.288,-0.1418,0.3586,5,1U1D,2.0,False,2.467,8,False,right,0.0,1.123319200007245,1.481655800016597,0.35833660000935197,0.4817009000107646,0.9814105000114068,0.49970960000064224,
85,0.5003,0.0,1,0.617,0.5503,0.567,85,2.318,-0.84,-0.4169,0.0834,5,2U1D,2.0,True,1.766,5,True,right,0.0,0.6082104000379331,0.6916327000362799,0.08342229999834672,1.25818960001925,1.7581337000010535,0.49994409998180345,
86,0.5003,0.0,1,0.4169,0.4586,0.8839,86,2.9101,0.304,0.1501,0.6504,5,2D1U,1.0,True,0.8,4,True,left,0.0,0.40795690001687035,1.057651499984786,0.6496945999679156,1.9494917999836616,2.4495355000253767,0.5000437000417151,
87,0.5003,0.0,2,0.6004,0.592,0.7004,87,3.0101,0.232,0.1167,0.617,5,2D1U,2.0,True,0.266,4,False,right,0.0,1.7907373000052758,2.4077525000320747,0.617015200026799,0.5906837000511587,1.0908895000466146,0.5002057999954559,
88,0.5003,0.0,1,0.517,0.4253,0.1501,88,2.2097,0.232,0.1167,0.617,5,2D1U,2.0,False,0.44,4,False,right,0.0,0.5085172000108287,1.125433899986092,0.6169166999752633,1.2750619999715127,1.775114299962297,0.5000522999907844,
89,0.5003,0.0,2,0.4503,0.6004,0.05,89,1.9179,-0.36,-0.1834,0.3169,5,1U1D,1.0,True,0.583,9,True,left,0.0,0.9914155000005849,1.3080231999629177,0.31660769996233284,0.4413032999727875,0.9413903999957256,0.5000871000229381,
90,0.5003,0.0,1,0.6337,0.5337,0.0917,90,2.1596,-0.2,-0.1001,0.4002,5,1D1U,2.0,True,1.649,7,True,right,0.0,0.6251696000108495,1.0250678000156768,0.39989820000482723,1.1251466000103392,1.6250725000281818,0.49992590001784265,
91,0.5003,0.0,1,0.4086,0.4336,0.542,91,2.0012,-0.768,-0.3836,0.1167,5,2U1D,2.0,True,0.991,6,True,right,0.0,0.399983000010252,0.516654999984894,0.11667199997464195,1.058287299994845,1.558508999994956,0.500221700000111,
92,0.5003,0.0,1,0.6421,0.5503,0.2918,92,2.3431,-0.288,-0.1418,0.3586,5,1U1D,2.0,True,1.316,10,True,right,0.0,0.6334314999985509,0.9915009000105783,0.3580694000120275,1.2833080000127666,1.7834568999824114,0.5001488999696448,
93,0.5003,0.0,2,0.5253,0.5337,0.5587,93,2.5099,-0.216,-0.1084,0.3919,5,1U1D,2.0,False,3.075,10,False,right,0.0,1.5745417000143789,1.9664169999887235,0.39187529997434467,0.5162467999616638,1.016285199963022,0.5000384000013582,
94,0.5003,0.0,1,0.4836,0.5837,0.8338,94,2.835,-0.128,-0.0667,0.4336,5,1D1U,2.0,True,2.391,8,True,right,0.0,0.47426450002240017,0.9076310000382364,0.4333665000158362,1.740935800014995,2.2411065000342205,0.5001707000192255,
95,0.5003,0.0,1,0.4836,0.5753,0.4669,95,2.1428,-0.768,-0.3836,0.1167,5,2U1D,2.0,True,3.016,6,True,right,0.0,0.4749953999998979,0.5916716000065207,0.11667620000662282,1.0579283999977633,1.558275900024455,0.5003475000266917,
96,0.5003,0.0,1,0.4669,0.5337,0.1334,96,2.2847,0.304,0.1501,0.6504,5,2D1U,2.0,False,2.866,5,True,right,0.0,0.4583868999616243,1.1083166999742389,0.6499298000126146,1.2419765999657102,1.7418164999689907,0.4998399000032805,
97,0.5003,0.0,2,0.617,0.4753,0.7421,97,3.0268,0.376,0.1918,0.6921,5,2D1U,2.0,True,1.824,5,False,right,0.0,1.8489051000215113,2.5408452000119723,0.691940099990461,0.6073062000214122,1.1073902000207454,0.5000839999993332,
98,0.5003,0.0,1,0.4669,0.4669,0.492,98,2.4014,-0.056,-0.025,0.4753,5,1D1U,2.0,True,2.499,8,False,right,0.0,0.45703429996501654,0.9320187999983318,0.47498450003331527,1.4239262999617495,1.9237392999930307,0.49981300003128126,
99,0.5003,0.0,2,0.4753,0.4586,0.6421,99,2.5849,0.016,0.0083,0.5086,5,1D1U,2.0,True,2.908,8,False,right,0.0,1.6073214000207372,2.1157365000108257,0.5084150999900885,0.46526189998257905,0.9654096000012942,0.5001477000187151,
100,0.5003,0.0,2,0.4669,0.592,0.2918,100,2.0011,-0.696,-0.3502,0.1501,5,2U1D,1.0,True,0.164,6,False,left,0.0,1.249974700040184,1.3998696000198834,0.1498948999796994,0.45829480001702905,0.9580340000102296,0.4997391999932006,
101,0.5003,0.0,1,0.4419,0.4086,0.5086,101,2.218,-0.288,-0.1418,0.3586,5,1U1D,1.0,False,1.442,11,True,left,0.0,0.43252119998214766,0.7909885999979451,0.35846740001579747,1.3075233999988995,1.807541099959053,0.5000176999601535,
102,0.5003,0.0,2,0.4419,0.567,0.2752,102,2.2597,-0.056,-0.025,0.4753,5,1D1U,2.0,False,0.366,8,False,right,0.0,1.207488399988506,1.6824536999920383,0.4749653000035323,0.4327924999524839,0.932214499975089,0.49942200002260506,
103,0.5003,0.0,1,0.517,0.4002,0.3335,103,2.1846,-0.128,-0.0667,0.4336,5,1D1U,1.0,False,0.933,9,True,left,0.0,0.5073519999859855,0.9410265000187792,0.43367450003279373,1.2742127000237815,1.7741355000180192,0.4999227999942377,
104,0.5003,0.0,1,0.4586,0.4086,0.3335,104,2.0179,-0.36,-0.1834,0.3169,5,1U1D,2.0,True,1.725,11,False,right,0.0,0.4496862000087276,0.7663828000077046,0.31669659999897704,1.0996452000108548,1.5999666000134312,0.5003214000025764,
