,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCueTest
0,0.5,1.2,2,0.41667,0.25833,0.8,0,2.075,-0.8,-0.4,0.1,5,1U1D,2.0,False,1.992,0,False,right,0.0,0.00022079201880842447,2.083310042042285,2.083089250023477,0.45528845803346485,1.418778666993603,0.9634902089601383,
1,0.5,0.1,2,0.24167,0.31667,0.825,1,1.93334,-0.9,-0.45,0.05,5,1U1D,2.0,False,0.72,0,False,right,0.0,0.0002416670322418213,1.935048958985135,1.9348072919528931,0.23842679196968675,0.7404150839429349,0.5019882919732481,
2,0.5,1.2,2,0.3,0.40833,0.43333,2,1.74166,-0.8,-0.4,0.1,5,2U1D,2.0,False,0.747,0,False,right,0.0,0.0002310420386493206,1.7505152089288458,1.7502841668901965,0.30149362492375076,0.801540834014304,0.5000472090905532,
3,0.5,0.1,2,0.40833,0.4,0.41667,3,2.625,0.8,0.4,0.9,5,2D1U,2.0,True,0.12,0,False,right,0.0,0.0002417500363662839,2.6344785410910845,2.634236791054718,0.41807395801879466,0.949918832979165,0.5318448749603704,
4,0.5,1.2,2,0.2,0.33333,0.69167,4,1.775,-0.9,-0.45,0.05,5,lapse_rate,2.0,False,0.551,0,False,right,0.0,0.0002157080452889204,1.7829426659736782,1.7827269579283893,0.19972604094073176,1.133347540977411,0.9336215000366792,
5,0.5,1.2,2,0.44167,0.34167,0.525,5,2.70834,0.8,0.4,0.9,5,1D1U,2.0,True,3.402,0,False,right,0.0,0.00024083303287625313,2.716698417090811,2.7164575840579346,0.5666873750742525,1.549806792056188,0.9831194169819355,
6,0.5,0.1,2,0.21667,0.34167,0.425,6,2.28334,0.6,0.3,0.8,5,1D1U,2.0,True,0.534,0,False,right,0.0,0.00025862501934170723,2.2843184589874,2.2840598339680582,0.21777799993287772,0.7231901249615476,0.5054121250286698,
7,0.5,1.2,2,0.4,0.44167,0.8,7,2.19167,-0.9,-0.45,0.05,5,1U1D,2.0,False,1.567,0,False,right,0.0,0.0002061669947579503,2.200575334019959,2.200369167025201,0.4019374999916181,0.9009642089949921,0.499026709003374,
8,0.5,0.1,2,0.44167,0.33333,0.69167,8,2.91667,0.9,0.45,0.95,5,lapse_rate,2.0,True,1.018,0,False,right,0.0,0.00021312490571290255,2.918578250100836,2.9183651251951233,0.4838372920639813,0.984888167004101,0.5010508749401197,
9,0.5,0.1,2,0.33333,0.33333,0.56667,9,2.63333,0.8,0.4,0.9,5,2D1U,2.0,True,3.284,0,False,right,0.0,0.00022541696671396494,2.6347972080111504,2.6345717910444364,0.4022312080487609,1.402218500035815,0.999987291987054,
