,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCueTest
84,0.50108,1.2,2,0.25889,0.30065,0.82678,84,1.93751,-0.9,-0.45097,0.05011,5,lapse_rate,1,TRUE,4.137,0,FALSE,left,0,0.0007682,1.9496828,1.9489146,0.2494224,0.7494738,0.5000514,
85,0.50108,0.1,2,0.39251,0.21713,0.67645,85,1.91244,-0.756,-0.37581,0.12527,5,1U1D,1,TRUE,0.745,9,FALSE,left,0,0.0006628,1.9157364,1.9150736,0.3830538,0.8825423,0.4994885,
86,0.50108,1.2,2,0.23384,0.22548,0.6347,86,1.67861,-0.828,-0.41756,0.08351,5,2U1D,2,FALSE,1.748,4,FALSE,right,0,0.0007871,1.6901886,1.6894015,0.2234462,0.7231902,0.499744,
87,0.50108,0.1,2,0.42592,0.29229,0.75997,87,2.25485,-0.456,-0.22548,0.27559,5,1D1U,2,FALSE,0.893,7,FALSE,right,0,0.0002574,2.2740744,2.273817,0.4156508,0.9155729,0.4999221,
88,0.50108,1.2,2,0.37581,0.40086,0.73491,88,2.52209,0.024,0.00835,0.50943,5,2D1U,2,TRUE,0.815,2,FALSE,right,0,0.0006027,2.5156577,2.515055,0.3655848,0.8652451,0.4996603,
89,0.50108,0.1,2,0.29229,0.40086,0.87688,89,2.12122,-0.9,-0.45097,0.05011,5,lapse_rate,2,FALSE,0.719,0,FALSE,right,0,0.0002888,2.1234681,2.1231793,0.28185,0.7819264,0.5000764,
90,0.50108,0.1,1,0.31735,0.37581,0.89359,90,2.2465,-0.684,-0.3424,0.15867,5,1U1D,2,TRUE,2.792,9,FALSE,right,0,0.0006391,2.2330652,2.2324261,1.3581133,1.8576426,0.4995293,
91,0.50108,1.2,1,0.35911,0.25054,0.82678,91,1.98762,-0.9,-0.45097,0.05011,5,2U1D,1,FALSE,0.916,4,FALSE,left,0,0.0007737,1.981946,1.9811723,1.2236551,1.7238125,0.5001574,
92,0.50108,0.1,1,0.20043,0.30065,0.6514,92,2.16299,0.024,0.00835,0.50943,5,2D1U,1,TRUE,2.074,2,FALSE,left,0,0.0007274,2.1577082,2.1569808,1.3489119,1.8489835,0.5000716,
93,0.50108,1.2,1,0.35075,0.25889,0.73491,93,2.07947,-0.528,-0.26724,0.23384,5,1D1U,1,FALSE,1.378,7,FALSE,left,0,0.0005315,2.0904678,2.0899363,1.3073805,1.8074508,0.5000703,
94,0.50108,0.1,1,0.38416,0.20878,0.51778,94,1.80388,-0.612,-0.309,0.19208,5,1U1D,2,TRUE,0.72,9,FALSE,right,0,0.0007181,1.8075438,1.8068257,1.0827536,1.5825672,0.4998136,
95,0.50108,1.2,1,0.33405,0.3257,0.79337,95,2.90625,0.9,0.45097,0.95205,5,lapse_rate,1,TRUE,0.173,0,FALSE,left,0,0.0003171,2.899723,2.8994059,2.0658749,2.566252,0.5003771,
96,0.50108,1.2,1,0.21713,0.309,0.83513,96,2.33836,-0.048,-0.02505,0.47602,5,2D1U,1,FALSE,0.831,2,FALSE,left,0,0.0007193,2.3660117,2.3652924,1.5156708,2.015838,0.5001672,
97,0.50108,1.2,1,0.24219,0.22548,0.43427,97,1.45313,-0.9,-0.45097,0.05011,5,lapse_rate,1,FALSE,1.559,0,FALSE,left,0,0.0007134,1.4576073,1.4568939,0.7156411,1.215488,0.4998469,
98,0.50108,0.1,1,0.40086,0.43427,0.58459,98,2.15464,-0.54,-0.26724,0.23384,5,1U1D,1,FALSE,3.486,9,FALSE,left,0,0.0002754,2.1737044,2.173429,1.2074987,1.7071969,0.4996982,
99,0.50108,1.2,1,0.309,0.33405,0.90194,99,2.09618,-0.9,-0.45097,0.05011,5,2U1D,2,TRUE,0.406,4,FALSE,right,0,0.0010764,2.0977489,2.0966725,1.2477327,1.7475401,0.4998074,
100,0.50108,0.1,1,0.309,0.23384,0.86018,100,2.10453,-0.6,-0.30065,0.20043,5,1D1U,2,TRUE,1.466,7,FALSE,right,0,0.0006314,2.0985302,2.097898799,1.3569493,1.8571361,0.5001868,
101,0.50108,1.2,1,0.21713,0.36746,0.70986,101,2.02937,-0.528,-0.26724,0.23384,5,1D1U,2,TRUE,1.373,8,TRUE,right,0,0.0002792,2.022834,2.0225548,1.1478554,1.647951,0.5000956,
102,0.50108,1.2,1,0.35075,0.26724,0.75162,102,2.82274,0.9,0.45097,0.95205,5,lapse_rate,1,TRUE,0.782,0,FALSE,left,0,0.0002687,2.831702,2.8314333,2.0399555,2.5403588,0.5004033,
103,0.50108,0.1,1,0.33405,0.3424,0.40921,103,1.77882,-0.612,-0.309,0.19208,5,1U1D,1,FALSE,0.757,10,TRUE,left,0,0.0007271,1.7905559,1.7898288,0.9236733,1.423829,0.5001557,
104,0.50108,1.2,1,0.25889,0.44262,0.55118,104,2.19639,-0.12,-0.05846,0.44262,5,2D1U,1,FALSE,2.529,3,TRUE,left,0,0.0003602,2.1996356,2.1992754,1.2412993,1.7413638,0.5000645,
