,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,modalityPostCueTest
0,0.4973,0.0,1,0.5221,0.5719,0.5387,0,3.0831,0.9,0.4475,0.9531,5,1D1U,2.0,False,4.669,0,False,right,0.0,0.5129481999902055,1.4712746000150219,0.9583264000248164,2.0128721999935806,2.513067400024738,0.5001952000311576,
