,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCueTest
0,0.50258,0.1,2,0.41881,0.29317,0.51933,0,2.68041,0.9,0.45232,0.94652,5,lapse_rate,2.0,True,0.213,0,False,right,0.0,0.00029830029234290123,2.696996800135821,2.696698499843478,0.40531970001757145,0.905487600248307,0.5001679002307355,
1,0.50258,1.2,2,0.25129,0.25129,0.51095,1,1.66688,-0.7,-0.3518,0.15077,5,1U1D,1.0,True,1.358,0,False,left,0.0,0.00026089977473020554,1.673657899722457,1.6733969999477267,0.24027410009875894,0.7403858001343906,0.5001117000356317,
2,0.50258,0.1,2,0.30992,0.34343,0.86276,2,2.86469,0.7,0.3518,0.846,5,1D1U,2.0,True,31.279,0,False,right,0.0,0.0007334998808801174,2.857196500059217,2.856463000178337,0.2987219998613,0.7978953998535872,0.49917339999228716,
3,0.50258,1.2,2,0.26804,0.44394,0.73711,3,2.79767,0.7,0.3518,0.846,5,2D1U,2.0,True,0.342,0,False,right,0.0,0.00030139973387122154,2.815245300065726,2.814943900331855,0.2565322001464665,0.7562938001938164,0.49976160004734993,
4,0.50258,0.1,2,0.29317,0.29317,0.69523,4,1.93492,-0.7,-0.3518,0.15077,5,2U1D,1.0,True,0.728,0,False,left,0.0,0.0006021000444889069,1.9483765000477433,1.9477744000032544,0.28146009985357523,0.7815176001749933,0.500057500321418,
5,0.50258,1.2,2,0.41044,0.45232,0.82087,5,3.13273,0.9,0.45232,0.94652,5,lapse_rate,2.0,True,0.492,0,False,right,0.0,0.0007160999812185764,3.141867400147021,3.1411513001658022,0.4001655001193285,0.9001006004400551,0.49993510032072663,
6,0.50258,1.2,2,0.41044,0.41881,0.72036,6,2.27835,-0.55,-0.27642,0.22616,5,1U1D,1.0,True,0.79,0,False,left,0.0,0.00027689989656209946,2.264955500140786,2.264678600244224,0.39806010015308857,0.8982981001026928,0.5002379999496043,
7,0.50258,0.1,2,0.33505,0.32667,0.67848,7,2.62177,0.55,0.27642,0.77899,5,1D1U,2.0,True,0.297,0,False,right,0.0,0.0007956000044941902,2.6155456001870334,2.6147500001825392,0.3235999997705221,0.823541599791497,0.4999416000209749,
8,0.50258,1.2,2,0.32667,0.36018,0.55283,8,1.79252,-0.9,-0.45232,0.05026,5,lapse_rate,2.0,False,0.663,0,False,right,0.0,0.0006721001118421555,1.7978020999580622,1.79712999984622,0.313811999745667,0.8143472000956535,0.5005352003499866,
9,0.50258,1.2,2,0.26804,0.24291,0.57796,9,1.74226,-0.7,-0.3518,0.15077,5,2U1D,2.0,False,0.665,0,False,right,0.0,0.000610200222581625,1.7489424999803305,1.7483322997577488,0.25769250001758337,0.7570998999290168,0.49940739991143346,
