,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCueTest
0,0.49917,0.1,2,0.20799,0.22463,0.7654,0,1.74711,-0.9,-0.44925,0.04992,5,lapse_rate,1.0,True,0.929,0,False,left,0.0,0.0009408001787960529,1.7489693998359144,1.7480285996571183,0.19858269998803735,0.6984190996736288,0.49983639968559146,
1,0.49917,1.2,2,0.37438,0.24959,0.71548,1,1.93845,-0.8,-0.39934,0.09983,5,1U1D,1.0,True,2.361,0,False,left,0.0,0.0009039998985826969,1.9415804999880493,1.9406765000894666,0.36515819979831576,0.865183399990201,0.5000252001918852,
2,0.49917,0.1,2,0.44094,0.3827,0.75708,2,2.17972,-0.8,-0.39934,0.09983,5,2U1D,1.0,True,0.429,0,False,left,0.0,0.00031139981001615524,2.1807960998266935,2.1804847000166774,0.43151000002399087,0.9310155999846756,0.4995055999606848,
3,0.49917,0.1,2,0.36606,0.41598,0.85691,3,2.18804,-0.9,-0.44925,0.04992,5,lapse_rate,1.0,True,0.409,0,False,left,0.0,0.00028140004724264145,2.189155100379139,2.1888737003318965,0.35587500035762787,0.8558873999863863,0.5000123996287584,
4,0.49917,1.2,2,0.24959,0.39102,0.54077,4,2.57906,0.8,0.39934,0.89851,5,2D1U,2.0,True,2.868,0,False,right,0.0,0.0003092000260949135,2.573804199695587,2.5734949996694922,0.24018329987302423,0.7403007997199893,0.5001174998469651,
5,0.49917,0.1,2,0.21631,0.39102,0.81531,5,2.82032,0.8,0.39934,0.89851,5,1D1U,2.0,True,0.454,0,False,right,0.0,0.00032819993793964386,2.8305719001218677,2.830243700183928,0.20628090016543865,0.7056638998910785,0.4993829997256398,
6,0.49917,1.2,2,0.2995,0.39934,0.57405,6,1.82198,-0.9,-0.44925,0.04992,5,lapse_rate,1.0,True,0.563,0,False,left,0.0,0.0003061997704207897,1.838285899721086,1.8379796999506652,0.2884225999005139,0.7888416997157037,0.5004190998151898,
7,0.49917,1.2,2,0.44925,0.24127,0.64892,7,2.63728,0.6,0.2995,0.79867,5,1D1U,2.0,True,0.456,0,False,right,0.0,0.000795499887317419,2.648083200212568,2.6472877003252506,0.4397833999246359,0.9394421000033617,0.4996587000787258,
8,0.49917,0.1,2,0.24127,0.32446,0.86523,8,2.1298,-0.6,-0.2995,0.19967,5,1U1D,2.0,False,1.055,0,False,right,0.0,0.0006087999790906906,2.1323148999363184,2.1317060999572277,0.2325397999957204,0.7325535002164543,0.5000137002207339,
9,0.49917,1.2,2,0.44925,0.29118,0.88187,9,2.2213,-0.8,-0.39934,0.09983,5,2U1D,1.0,True,0.607,0,False,left,0.0,0.00030010007321834564,2.2063417001627386,2.20604160008952,0.43959010019898415,0.9397869999520481,0.5001968997530639,
10,0.49917,0.1,2,0.4243,0.21631,0.50749,10,2.54578,0.8,0.39934,0.89851,5,2D1U,2.0,True,7.037,0,False,right,0.0,0.00038399966433644295,2.548329500015825,2.5479455003514886,0.4151973999105394,0.9148315996862948,0.4996341997757554,
11,0.49917,1.2,2,0.23295,0.33278,0.78204,11,2.04661,-0.6,-0.2995,0.19967,5,2U1D,2.0,False,2.067,0,False,right,0.0,0.000465999823063612,2.0475000999867916,2.047034100163728,0.22302080038934946,0.722626100294292,0.4996052999049425,
12,0.49917,0.1,2,0.3827,0.27454,0.58237,12,2.53745,0.6,0.2995,0.79867,5,2D1U,2.0,True,0.408,0,False,right,0.0,0.0003292001783847809,2.5558786001056433,2.5555493999272585,0.3733831997960806,0.8729678001254797,0.4995846003293991,
13,0.49917,1.2,2,0.33278,0.3411,0.46589,13,2.33778,0.4,0.19967,0.69884,5,1D1U,1.0,False,0.432,0,False,left,0.0,0.00028529996052384377,2.3480921001173556,2.3478068001568317,0.32340489979833364,0.8229569001123309,0.49955200031399727,
14,0.49917,0.1,2,0.2995,0.29118,0.61565,14,1.84693,-0.72,-0.35774,0.14143,5,1U1D,1.0,True,0.985,1,True,left,0.0,0.00032350001856684685,1.8478951998986304,1.8475716998800635,0.2893018997274339,0.7897078995592892,0.5004059998318553,
15,0.49917,1.2,2,0.4243,0.2995,0.87355,15,2.14644,-0.9,-0.44925,0.04992,5,lapse_rate,1.0,True,0.449,0,False,left,0.0,0.00026719970628619194,2.1478947000578046,2.1476275003515184,0.4146275999955833,0.9147772002033889,0.5001496002078056,
16,0.49917,1.2,2,0.24959,0.41598,0.55741,16,2.47923,0.52,0.25791,0.75708,5,1D1U,2.0,True,0.393,1,True,right,0.0,0.0002704998478293419,2.4812993998639286,2.481028900016099,0.2396794999949634,0.7401100001297891,0.5004305001348257,
17,0.49917,1.2,2,0.2995,0.39934,0.55741,17,2.70385,0.9,0.44925,0.94843,5,lapse_rate,2.0,True,0.456,0,False,right,0.0,0.00027449987828731537,2.714351899921894,2.7140774000436068,0.2892539999447763,0.7892847997136414,0.5000307997688651,
18,0.49917,0.1,2,0.41598,0.27454,0.7654,18,2.1298,-0.648,-0.32446,0.17471,5,1U1D,1.0,True,0.33,2,True,left,0.0,0.0002590999938547611,2.139364699833095,2.1391055998392403,0.40667250007390976,0.9061103998683393,0.49943789979442954,
19,0.49917,1.2,2,0.24127,0.3827,0.80699,19,2.07156,-0.72,-0.35774,0.14143,5,2U1D,1.0,True,0.491,1,True,left,0.0,0.00029460014775395393,2.074137699790299,2.073843099642545,0.23214570013806224,0.7324426998384297,0.5002969997003675,
20,0.49917,0.1,2,0.37438,0.37438,0.81531,20,2.86191,0.6,0.2995,0.79867,5,2D1U,2.0,True,0.314,0,False,right,0.0,0.0002768002450466156,2.864129399880767,2.8638525996357203,0.36441060015931726,0.8641480002552271,0.49973740009590983,
21,0.49917,0.1,2,0.29118,0.34942,0.56573,21,1.75542,-0.9,-0.44925,0.04992,5,lapse_rate,1.0,True,0.349,0,False,left,0.0,0.00028220005333423615,1.765075999777764,1.7647937997244298,0.2818021001294255,0.7817412000149488,0.4999390998855233,
22,0.49917,1.2,2,0.20799,0.37438,0.74876,22,2.03829,-0.576,-0.29118,0.20799,5,1U1D,2.0,False,0.51,2,False,right,0.0,0.0005014999769628048,2.0409707999788225,2.0404693000018597,0.19868850009515882,0.6990547999739647,0.5003662998788059,
