,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetAudio,recordedOffsetAudio,recordedDurAudio,modalityPostCue
0,0.5,0.0,1,0.4833,0.4833,0.3333,0,2.7499,0.9,0.45,0.95,5,2U1D,2.0,False,0.987,0,False,right,0.0,0.4732881670061033,1.423706667002989,0.9504184999968857,1.7531609169964213,2.2698220839956775,0.5166611669992562,
1,0.5,0.0,2,0.4167,0.6167,0.1833,1,2.6667,0.9,0.45,0.95,5,1U1D,1.0,False,0.55,0,False,left,0.0,1.0903394170163665,2.040296124992892,0.9499567079765256,0.4072988750122022,0.9073713750112802,0.500072499999078,
