,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCueTest
0,0.49822,1.2,2,0.20759,0.36536,0.53974,0,2.45788,0.7,0.34875,0.84697,5,1D1U,2.0,True,0.614,0,False,right,0.0,0.0013456996530294418,2.465908399783075,2.4645627001300454,0.20748129999265075,0.7075936999171972,0.5001123999245465,
1,0.49822,0.1,2,0.2159,0.39027,0.6809,1,2.55753,0.55,0.27402,0.77224,5,1D1U,2.0,True,0.13,0,False,right,0.0,0.0003239000216126442,2.5558171002194285,2.555493200197816,0.20667130034416914,0.7060731002129614,0.4994017998687923,
2,0.49822,1.2,2,0.39858,0.39027,0.58126,2,2.0178,-0.7,-0.34875,0.14947,5,1U1D,1.0,True,0.469,0,False,left,0.0,0.00048789987340569496,2.014180399943143,2.0136925000697374,0.3891774001531303,0.8898562001995742,0.5006788000464439,
3,0.49822,0.1,2,0.38197,0.38197,0.6809,3,2.09253,-0.7,-0.34875,0.14947,5,2U1D,1.0,True,0.143,0,False,left,0.0,0.0007451996207237244,2.0994502999819815,2.098705100361258,0.3735691998153925,0.8740089000202715,0.500439700204879,
4,0.49822,1.2,2,0.38197,0.43179,0.74733,4,2.10913,-0.9,-0.4484,0.04982,5,lapse_rate,1.0,True,0.761,0,False,left,0.0,0.0003770003095269203,2.12433879962191,2.123961799312383,0.3743647998198867,0.8740105996839702,0.49964579986408353,
5,0.49822,1.2,2,0.34045,0.39027,0.59786,5,2.67377,0.7,0.34875,0.84697,5,2D1U,2.0,True,0.166,0,False,right,0.0,0.0007391003891825676,2.682010699994862,2.6812715996056795,0.33204140001907945,0.8317641001194715,0.4997227001003921,
6,0.49822,0.1,2,0.36536,0.20759,0.56465,6,2.33333,0.4,0.19929,0.69751,5,1D1U,2.0,True,0.114,0,False,right,0.0,0.0006514000706374645,2.3230042001232505,2.322352800052613,0.3559918003156781,0.8560847002081573,0.5000928998924792,
7,0.49822,1.2,2,0.2325,0.37367,0.69751,7,2.0261,-0.55,-0.27402,0.2242,5,1U1D,1.0,True,1.582,0,False,left,0.0,0.0006985999643802643,2.0386804998852313,2.037981899920851,0.2217524996958673,0.7230400997214019,0.5012876000255346,
8,0.49822,0.1,2,0.29893,0.2159,0.72242,8,1.88494,-0.7,-0.34875,0.14947,5,2U1D,1.0,True,1.186,0,False,left,0.0,0.0007413998246192932,1.8814565003849566,1.8807151005603373,0.28986360039561987,0.7895139004103839,0.49965030001476407,
9,0.49822,0.1,2,0.28232,0.26572,0.43179,9,1.52787,-0.9,-0.4484,0.04982,5,lapse_rate,1.0,True,0.447,0,False,left,0.0,0.0006798002868890762,1.5325259999372065,1.5318461996503174,0.273365399800241,0.773768899962306,0.500403500162065,
10,0.49822,1.2,1,0.19929,0.25741,0.48161,10,2.2835,0.7,0.34875,0.84697,5,2D1U,1.0,True,3.688,0,False,left,0.0,0.00028609996661543846,2.290464200079441,2.2901781001128256,1.5247037000954151,2.0242383000440896,0.49953459994867444,
11,0.49822,0.1,1,0.39858,0.30724,0.64769,11,2.15066,-0.4,-0.19929,0.29893,5,1U1D,1.0,False,1.487,0,False,left,0.0,0.0006233002059161663,2.157231700140983,2.1566083999350667,1.3399136001244187,1.8399844001978636,0.5000708000734448,
12,0.49822,1.2,1,0.43179,0.34045,0.48161,12,2.52431,0.55,0.27402,0.77224,5,2D1U,1.0,True,0.114,0,False,left,0.0,0.0006892997771501541,2.5400392999872565,2.5393500002101064,1.681989900302142,2.181608899962157,0.4996189996600151,
13,0.49822,0.1,1,0.43179,0.29063,0.6809,13,2.52432,0.25,0.12456,0.62278,5,1D1U,1.0,True,0.117,0,False,left,0.0,0.0007526995614171028,2.531557200010866,2.530804500449449,1.731396600138396,2.231606500223279,0.500209900084883,
14,0.49822,0.1,1,0.38197,0.27402,0.42349,14,1.62752,-0.9,-0.4484,0.04982,5,lapse_rate,2.0,True,1.147,0,False,right,0.0,0.0005065998993813992,1.6318256999365985,1.6313191000372171,0.8480051001533866,1.3484374000690877,0.5004322999157012,
