,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetAudio,recordedOffsetAudio,recordedDurAudio,modalityPostCue
0,0.5,0.0,2,0.5333,0.4833,0.6917,0,2.6833,-0.05,-0.025,0.475,5,lapse_rate,2.0,False,1.305,0,False,right,0.0,3.065437750017736,3.548210042004939,0.48277229198720306,0.8910716670216061,1.8163250830257311,0.925253416004125,
1,0.5,0.0,2,0.5833,0.55,0.25,1,2.3583,-0.05,-0.025,0.475,5,lapse_rate,2.0,False,0.162,0,False,right,0.0,2.1007749999989755,2.5837868750095367,0.4830118750105612,0.9017092499998398,1.6999617079854943,0.7982524579856545,
