,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,recordedOnsetAudioTest,recordedOffsetAudioTest,recordedDurAudioTest,modalityPostCueTest
0,0.5,0.0,2,0.4,0.5667,0.575,0,2.9917,0.9,0.45,0.95,5,2U1D,2.0,True,0.993,0,False,right,0.0,1.470783750002738,2.421073958001216,0.9502902079984779,0.39944683300564066,0.9003677080036141,0.5009208749979734,
