,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
64,0.49919,1.2,1,0.27456,0.35775,0.81535,64,2.5126,0.126,0.06656,0.56575,5,2U1D,1.0,True,1.316,2,True,left,0.0,0.2784,0.8452,0.5668,1.6617,2.162,0.5003,A
65,0.49919,0.1,1,0.39935,0.37439,0.69055,65,2.91195,0.9,0.44927,0.94847,5,lapse_rate,1.0,True,3.051,0,False,left,0.0,0.4048,1.3547,0.9499,2.0463,2.5468,0.5006,A
66,0.49919,0.1,2,0.24128,0.40767,0.83199,66,2.42108,-0.126,-0.06656,0.44095,5,2D1U,1.0,True,1.259,2,True,left,0.0,1.5784,2.0198,0.4414,0.2444,0.7444,0.5,A
67,0.49919,1.2,2,0.26624,0.208,0.78207,67,2.19645,-0.126,-0.06656,0.44095,5,2D1U,2.0,False,0.85,2,True,right,0.0,1.5593,2.0006,0.4412,0.2754,0.7757,0.5003,A
68,0.49919,0.1,2,0.32447,0.31616,0.45759,68,2.29628,0.39,0.19136,0.69887,5,3D1U,1.0,False,0.426,1,False,left,0.0,1.2931,1.9925,0.6994,0.3339,0.8341,0.5001,A
69,0.49919,1.2,2,0.41599,0.27456,0.49919,69,1.73885,-0.9,-0.44927,0.04992,5,lapse_rate,1.0,True,0.668,0,False,left,0.0,1.4226,1.4723,0.0496,0.4222,0.9218,0.4996,A
70,0.49919,1.2,1,0.36607,0.34111,0.81535,70,2.58747,0.126,0.06656,0.56575,5,2U1D,1.0,True,0.326,2,True,left,0.0,0.3734,0.94,0.5666,1.7571,2.2563,0.4992,A
71,0.49919,0.1,1,0.39103,0.35775,0.62399,71,2.20475,-0.33,-0.1664,0.33279,5,3U1D,2.0,True,0.451,1,False,right,0.0,0.3986,0.7318,0.3332,1.357,1.8581,0.5011,A
72,0.49919,1.2,1,0.31616,0.30784,0.65727,72,2.11325,-0.33,-0.1664,0.33279,5,3U1D,2.0,True,0.95,1,False,right,0.0,0.3227,0.6563,0.3337,1.3155,1.8144,0.4989,V
73,0.49919,0.1,2,0.27456,0.25792,0.59071,73,2.57085,0.9,0.44927,0.94847,5,lapse_rate,2.0,True,0.559,0,False,right,0.0,1.3699,2.3193,0.9494,0.2777,0.7782,0.5005,A
74,0.49919,0.1,2,0.208,0.28288,0.85695,74,2.25469,-0.18,-0.09152,0.40767,5,2D1U,1.0,True,1.025,3,True,left,0.0,1.5738,1.9822,0.4084,0.2164,0.716,0.4996,A
75,0.49919,1.2,2,0.44095,0.35775,0.59071,75,2.42107,0.072,0.03328,0.53247,5,2U1D,2.0,True,0.617,2,False,right,0.0,1.5373,2.0707,0.5334,0.4465,0.9458,0.4993,A
76,0.49919,0.1,1,0.29952,0.34943,0.55743,76,2.4294,0.444,0.22464,0.72383,5,3D1U,1.0,True,2.034,2,True,left,0.0,0.3087,1.0336,0.7249,1.5915,2.0924,0.5009,A
77,0.49919,1.2,2,0.44095,0.2912,0.68223,77,2.24636,-0.33,-0.1664,0.33279,5,3U1D,1.0,True,0.501,1,False,left,0.0,1.6308,1.964,0.3332,0.4474,0.9486,0.5011,V
78,0.49919,0.1,2,0.35775,0.31616,0.82367,78,2.04669,-0.9,-0.44927,0.04992,5,lapse_rate,2.0,False,0.501,0,False,right,0.0,1.6886,1.7386,0.05,0.3642,0.8636,0.4994,A
79,0.49919,0.1,2,0.29952,0.38271,0.49919,79,2.21308,0.072,0.03328,0.53247,5,2U1D,1.0,False,3.976,2,False,left,0.0,1.3026,1.837,0.5343,0.3029,0.8043,0.5014,V
80,0.49919,1.2,2,0.43263,0.208,0.85695,80,2.7206,0.444,0.22464,0.72383,5,3D1U,1.0,False,0.533,2,True,left,0.0,1.7978,2.524,0.7262,0.4411,0.9397,0.4986,V
