,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys
0,0.5,0.1,2,0.2333,0.35,0.8667,0,2.45,-0.9,-0.45,0.5,5,1D3U,2.0,False,1.883,0,False,right
1,0.5,0.1,2,0.45,0.3167,0.6333,1,2.4,-0.9,-0.45,0.5,5,3D1U,2.0,False,1.683,0,False,right
2,0.5,0.1,1,0.3833,0.4167,0.4667,2,2.2667,0.8,0.4,0.5,5,lapse_rate,1.0,False,1.597,0,False,left
3,0.5,0.1,2,0.3667,0.3,0.4167,3,2.0834,-0.9,-0.45,0.5,5,1D2U,2.0,False,1.599,0,False,right
