,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys
0,0.5,0.1,1,0.3667,0.2833,0.6667,0,1.8667,-0.9,-0.45,0.05,5,3D1U,1.0,False,315.009,0,False,left
1,0.5,0.1,2,0.2167,0.2,0.5,1,1.4667,-0.9,-0.45,0.05,5,1D2U,1.0,True,1.623,0,False,left
