,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
0,0.5,0.8499,1,0.5333,0.5166,0.5333,0,2.9831,0.8,0.4,0.8999,5,2D1U,2.0,False,1.655,0,False,right,0.0,0.2653,0.7281,0.4628,0.9947,1.2448,0.2501,A
1,0.5,0.1,2,0.4833,0.4,0.7999,1,3.0831,0.8,0.4,0.8999,5,1D1U,1.0,False,0.664,0,False,left,0.0,0.8958,1.349,0.4532,0.2453,0.4967,0.2514,V
