,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
0,0.5,1.2,1,0.36667,0.20833,0.84167,0,1.96667,-0.9,-0.45,0.05,5,2D1U,2.0,True,1.183,0,False,right,0.0,0.384,0.4447,0.0607,1.3335,1.8331,0.4996,V
1,0.5,0.1,1,0.25,0.425,0.84167,1,2.96667,0.9,0.45,0.95,5,lapse_rate,1.0,True,2.762,0,False,left,0.0,0.2435,1.2121,0.9686,2.0956,2.6128,0.5172,A
2,0.5,0.1,1,0.3,0.43333,0.50833,2,1.79166,-0.9,-0.45,0.05,5,3D1U,2.0,True,0.625,0,False,right,0.0,0.259,0.3098,0.0508,0.827,1.3597,0.5326,V
3,0.5,1.2,1,0.275,0.41667,0.4,3,1.725,-0.74,-0.36667,0.13333,5,2D1U,1.0,False,0.767,0,False,left,0.0,0.281,0.4143,0.1333,0.8143,1.3302,0.5159,V
4,0.5,0.1,1,0.24167,0.35833,0.61667,4,1.76667,-0.9,-0.45,0.05,5,1D2U,2.0,True,0.454,0,False,right,0.0,0.2434,0.293,0.0496,0.9094,1.4217,0.5123,V
5,0.5,1.2,1,0.43333,0.44167,0.5,5,1.925,-0.9,-0.45,0.05,5,lapse_rate,2.0,True,2.141,0,False,right,0.0,0.4412,0.4905,0.0493,0.9897,1.5177,0.528,A
6,0.5,1.2,2,0.31667,0.26667,0.79167,6,1.92501,-0.9,-0.45,0.05,5,1D3U,1.0,True,0.982,0,False,left,0.0,1.6163,1.6657,0.0493,0.3158,0.8155,0.4997,V
7,0.5,0.1,2,0.3,0.44167,0.66667,7,1.95834,-0.9,-0.45,0.05,5,1D2U,1.0,True,1.295,0,False,left,0.0,1.4476,1.5004,0.0528,0.2805,0.7806,0.5001,V
8,0.5,1.2,2,0.25833,0.21667,0.8,8,1.90833,-0.74,-0.36667,0.13333,5,3D1U,1.0,True,1.064,0,False,left,0.0,1.6018,1.7355,0.1337,0.2674,0.7682,0.5007,A
9,0.5,0.1,2,0.31667,0.39167,0.53333,9,1.875,-0.74,-0.36667,0.13333,5,2D1U,1.0,True,0.451,0,False,left,0.0,1.3676,1.5009,0.1334,0.3237,0.8344,0.5107,V
