,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
0,0.5,1.2,1,0.35833,0.21667,0.69167,0,2.71667,0.9,0.45,0.95,5,lapse_rate,1.0,True,18.159,0,False,left,0.0,0.3883,1.3542,0.9659,2.0545,2.5547,0.5002,V
1,0.5,1.2,2,0.24167,0.25,0.44167,1,1.48334,-0.9,-0.45,0.05,5,1D2U,2.0,False,2.582,0,False,right,0.0,1.2701,1.3208,0.0507,0.2493,0.7684,0.5191,A
2,0.5,0.1,1,0.375,0.25,0.45,2,1.625,-0.9,-0.45,0.05,5,1D3U,1.0,False,0.667,0,False,left,0.0,0.5329,0.5856,0.0527,1.3832,2.0667,0.6835,V
3,0.5,0.1,2,0.375,0.3,0.875,3,2.1,-0.9,-0.45,0.05,5,lapse_rate,2.0,False,5.787,0,False,right,0.0,2.1369,2.2367,0.0998,0.3853,1.0732,0.6879,V
4,0.5,1.2,2,0.39167,0.2,0.65833,4,1.8,-0.9,-0.45,0.05,5,2D1U,2.0,False,0.817,0,False,right,0.0,1.5646,1.6146,0.05,0.3952,0.9112,0.516,A
5,0.5,0.1,2,0.34167,0.25833,0.80833,5,1.95833,-0.9,-0.45,0.05,5,3D1U,2.0,False,0.819,0,False,right,0.0,1.7244,1.7744,0.05,0.3415,0.8571,0.5156,A
6,0.5,1.2,1,0.20833,0.43333,0.475,6,1.66666,-0.9,-0.45,0.05,5,1D2U,1.0,False,0.579,0,False,left,0.0,0.2185,0.2843,0.0658,1.0359,1.6853,0.6494,A
7,0.5,0.1,2,0.20833,0.375,0.86667,7,2.0,-0.9,-0.45,0.05,5,1D3U,1.0,True,0.531,0,False,left,0.0,2.1591,2.2591,0.0999,0.2075,0.8592,0.6517,A
8,0.5,1.2,1,0.35,0.44167,0.8,8,2.14167,-0.9,-0.45,0.05,5,3D1U,1.0,False,0.15,0,False,left,0.0,0.3593,0.4192,0.0599,1.6206,2.2028,0.5822,V
9,0.5,1.2,1,0.39167,0.40833,0.66667,9,2.91667,0.9,0.45,0.95,5,lapse_rate,1.0,True,0.545,0,False,left,0.0,0.3925,2.1124,1.7199,2.9158,3.4333,0.5174,A
10,0.5,0.1,2,0.30833,0.30833,0.725,10,1.89166,-0.9,-0.45,0.05,5,1D2U,2.0,False,5.732,0,False,right,0.0,1.5691,1.62,0.0509,0.3214,0.8254,0.504,V
11,0.5,1.2,2,0.35833,0.33333,0.75,11,1.99166,-0.9,-0.45,0.05,5,2D1U,1.0,True,2.846,0,False,left,0.0,1.9527,2.0031,0.0504,0.3699,1.0364,0.6666,V
12,0.5,0.1,1,0.375,0.35,0.85833,12,2.13333,-0.9,-0.45,0.05,5,3D1U,1.0,False,3.049,0,False,left,0.0,0.4842,0.5505,0.0663,1.6229,2.1828,0.5599,V
13,0.5,1.2,1,0.43333,0.40833,0.8,13,2.19166,-0.9,-0.45,0.05,5,1D3U,2.0,True,0.792,0,False,right,0.0,0.4367,0.4882,0.0514,1.2972,1.7981,0.5009,A
14,0.5,0.1,1,0.41667,0.425,0.88333,14,2.275,-0.9,-0.45,0.05,5,1D2U,1.0,False,0.581,0,False,left,0.0,0.416,0.462,0.046,1.4325,1.9322,0.4997,A
15,0.5,0.1,2,0.40833,0.36667,0.475,15,1.8,-0.9,-0.45,0.05,5,lapse_rate,1.0,True,0.701,0,False,left,0.0,1.7264,1.7763,0.0499,0.4125,1.1619,0.7495,A
16,0.5,1.2,2,0.425,0.3,0.65,16,2.00833,-0.74,-0.36667,0.13333,5,2D1U,2.0,False,0.604,0,False,right,0.0,1.8941,2.0274,0.1332,0.4252,1.0758,0.6505,V
17,0.5,0.1,2,0.225,0.25,0.54167,17,1.56667,-0.9,-0.45,0.05,5,3D1U,1.0,True,0.714,0,False,left,0.0,1.3489,1.3994,0.0505,0.226,0.7301,0.5041,A
18,0.5,1.2,2,0.25,0.20833,0.70833,18,1.79999,-0.74,-0.36667,0.13333,5,2D1U,2.0,False,0.493,0,False,right,0.0,1.5874,1.7479,0.1605,0.2502,0.7654,0.5152,A
19,0.5,1.2,1,0.26667,0.36667,0.81667,19,2.00001,-0.9,-0.45,0.05,5,lapse_rate,1.0,False,1.506,0,False,left,0.0,0.2632,0.3255,0.0623,1.7595,2.2625,0.5031,A
20,0.5,0.1,1,0.25,0.26667,0.53333,20,1.6,-0.9,-0.45,0.05,5,1D2U,2.0,True,0.512,0,False,right,0.0,0.2457,0.2988,0.0531,0.8502,1.3607,0.5105,A
