,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
0,0.50607,0.84889,2,0.40812,0.52239,0.86521,0,3.19965,0.8,0.40812,0.89786,5,2D1U,2.0,True,1.191,0,False,right,0.0,1.2176,1.801,0.5834,0.166,0.4338,0.2679,V
1,0.50607,0.09795,1,0.42444,0.55504,0.78359,1,2.36709,-0.8,-0.40812,0.09795,5,2U1D,2.0,True,0.527,0,False,right,0.0,0.2093,0.2576,0.0483,0.6601,0.9304,0.2703,V
2,0.50607,0.84889,1,0.40812,0.55504,0.81624,2,3.18333,0.8,0.40812,0.89786,5,2D1U,1.0,True,0.513,0,False,left,0.0,0.2178,0.7859,0.5681,1.603,2.1195,0.5165,V
3,0.50607,0.09795,1,0.40812,0.42444,0.58769,3,1.97529,-0.9,-0.45709,0.04897,5,lapse_rate,1.0,False,2.067,0,False,left,0.0,0.2077,0.2283,0.0206,0.5292,0.8091,0.2798,V
4,0.50607,0.09795,2,0.42444,0.42444,0.81624,4,3.06905,0.8,0.40812,0.89786,5,1D1U,2.0,True,2.604,0,False,right,0.0,1.2705,1.7883,0.5178,0.2076,0.5716,0.3641,V
5,0.50607,0.84889,2,0.47342,0.45709,0.75094,5,2.28547,-0.8,-0.40812,0.09795,5,2U1D,2.0,False,0.6,0,False,right,0.0,0.9925,1.0926,0.1001,0.2411,0.5109,0.2698,V
