,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
53,0.50069,0.1,1,0.27538,0.38386,0.50904,53,1.87759,-0.58,-0.29207,0.20862,5,3U1D,2.0,True,1.175,1,False,right,0.0,0.2832,0.4912,0.208,0.9993,1.4993,0.5,A
54,0.50069,1.2,1,0.38386,0.35048,0.67593,54,1.96103,-0.9,-0.45062,0.05007,5,lapse_rate,2.0,True,0.358,0,False,right,0.0,0.3873,0.4377,0.0504,1.1125,1.6123,0.4998,A
55,0.50069,1.2,2,0.34214,0.34214,0.88456,55,2.27815,-0.586,-0.29207,0.20862,5,2U1D,1.0,True,0.401,3,True,left,0.0,1.7279,1.9364,0.2084,0.3444,0.8447,0.5003,V
56,0.50069,0.1,2,0.27538,0.32545,0.6509,56,2.6787,0.856,0.42559,0.92628,5,2D1U,2.0,True,0.959,3,False,right,0.0,1.4283,2.3532,0.9249,0.2785,0.7782,0.4997,A
57,0.50069,1.2,1,0.45062,0.21697,0.53407,57,1.93601,-0.532,-0.26704,0.23366,5,2U1D,1.0,False,0.507,4,True,left,0.0,0.4534,0.6867,0.2333,1.2205,1.7209,0.5005,V
58,0.50069,0.1,2,0.26704,0.25869,0.60917,58,1.84421,-0.58,-0.29207,0.20862,5,3U1D,1.0,True,0.408,1,False,left,0.0,1.3797,1.5868,0.2072,0.2699,0.7702,0.5003,V
59,0.50069,0.1,1,0.33379,0.41724,0.484,59,1.78579,-0.9,-0.45062,0.05007,5,lapse_rate,2.0,True,0.35,0,False,right,0.0,0.3388,0.3887,0.0499,0.8719,1.3713,0.4994,A
60,0.50069,1.2,1,0.23366,0.32545,0.71766,60,2.70374,0.856,0.42559,0.92628,5,2D1U,1.0,True,1.642,3,False,left,0.0,0.2426,1.1676,0.925,1.8838,2.3843,0.5004,V
61,0.50069,0.1,1,0.34214,0.38386,0.58414,61,2.70373,0.778,0.39221,0.8929,5,3D1U,2.0,False,0.333,2,False,right,0.0,0.3495,1.2413,0.8918,1.8251,2.3246,0.4994,A
62,0.50069,1.2,1,0.23366,0.36717,0.64255,62,2.64531,0.802,0.40055,0.90124,5,2D1U,2.0,False,0.591,3,False,right,0.0,0.2386,1.1386,0.9,1.7812,2.2814,0.5002,A
63,0.50069,0.1,2,0.28373,0.42559,0.55076,63,1.96939,-0.586,-0.29207,0.20862,5,2U1D,1.0,True,0.333,5,True,left,0.0,1.3398,1.5474,0.2076,0.29,0.7893,0.4993,V
64,0.50069,1.2,2,0.25035,0.35048,0.5758,64,1.88594,-0.58,-0.29207,0.20862,5,3U1D,2.0,False,0.475,1,False,right,0.0,1.336,1.5437,0.2077,0.2598,0.7608,0.5011,A
65,0.50069,0.1,1,0.30041,0.40055,0.45062,65,1.70234,-0.9,-0.45062,0.05007,5,lapse_rate,2.0,True,0.975,0,False,right,0.0,0.3065,0.3559,0.0494,0.8054,1.3069,0.5015,A
66,0.50069,0.1,2,0.3171,0.32545,0.65924,66,2.72041,0.832,0.41724,0.91793,5,3D1U,2.0,True,0.309,2,False,right,0.0,1.4828,2.3994,0.9166,0.3248,0.8237,0.4989,V
67,0.50069,1.2,2,0.21697,0.25035,0.83449,67,1.85257,-0.9,-0.45062,0.05007,5,lapse_rate,1.0,True,0.942,0,False,left,0.0,1.5567,1.6072,0.0505,0.2234,0.7237,0.5003,A
68,0.50069,1.2,2,0.30041,0.26704,0.68428,68,1.96104,-0.586,-0.29207,0.20862,5,2U1D,1.0,True,3.158,5,True,left,0.0,1.4882,1.6954,0.2072,0.305,0.8038,0.4988,V
69,0.50069,0.1,2,0.4089,0.242,0.90124,69,2.97076,0.832,0.41724,0.91793,5,3D1U,2.0,True,0.143,2,False,right,0.0,1.8118,2.7285,0.9167,0.412,0.9121,0.5002,V
70,0.50069,1.2,2,0.3171,0.43393,0.8929,70,3.0709,0.856,0.42559,0.92628,5,2D1U,2.0,True,0.392,4,True,right,0.0,1.7109,2.6366,0.9256,0.3187,0.8201,0.5014,V
71,0.50069,0.1,2,0.32545,0.30876,0.90124,71,2.20304,-0.67,-0.33379,0.1669,5,3U1D,1.0,True,0.433,1,False,left,0.0,1.7275,1.895,0.1675,0.3284,0.8276,0.4992,A
72,0.50069,1.2,1,0.27538,0.27538,0.4089,72,2.37828,0.832,0.41724,0.91793,5,3D1U,2.0,False,0.426,2,False,right,0.0,0.28,1.1971,0.9171,1.6053,2.1048,0.4995,V
73,0.50069,0.1,2,0.34214,0.39221,0.68428,73,2.8456,0.856,0.42559,0.92628,5,2D1U,2.0,True,0.392,4,True,right,0.0,1.5346,2.4607,0.9261,0.3522,0.8513,0.4991,V
74,0.50069,1.2,2,0.38386,0.20028,0.88456,74,2.9207,0.9,0.45062,0.95131,5,lapse_rate,1.0,False,0.342,0,False,left,0.0,1.7709,2.7205,0.9497,0.3874,0.8882,0.5008,A
75,0.50069,1.2,1,0.43393,0.40055,0.85118,75,2.42001,-0.532,-0.26704,0.23366,5,2U1D,1.0,False,0.368,6,True,left,0.0,0.4436,0.6767,0.2331,1.5266,2.0257,0.4991,V
76,0.50069,0.1,1,0.30876,0.3171,0.726,76,2.01945,-0.67,-0.33379,0.1669,5,3U1D,2.0,True,0.392,1,False,right,0.0,0.3113,0.4787,0.1674,1.2028,1.704,0.5011,A
77,0.50069,1.2,1,0.3171,0.32545,0.8929,77,2.97911,0.886,0.44228,0.94297,5,3D1U,1.0,True,0.959,2,False,left,0.0,0.3258,1.2682,0.9424,2.1602,2.659,0.4988,A
78,0.50069,1.2,1,0.242,0.27538,0.85952,78,1.92766,-0.9,-0.45062,0.05007,5,lapse_rate,2.0,True,1.984,0,False,right,0.0,0.2516,0.3013,0.0496,1.1592,1.6586,0.4994,A
79,0.50069,0.1,2,0.20862,0.32545,0.86787,79,2.06953,-0.67,-0.33379,0.1669,5,3U1D,1.0,True,0.383,1,False,left,0.0,1.5826,1.7497,0.1671,0.2163,0.7155,0.4991,A
80,0.50069,1.2,2,0.44228,0.43393,0.87621,80,2.46173,-0.586,-0.29207,0.20862,5,2U1D,1.0,True,4.233,7,True,left,0.0,1.82,2.0283,0.2083,0.4449,0.945,0.5001,A
81,0.50069,0.1,2,0.25035,0.42559,0.84283,81,2.9207,0.802,0.40055,0.90124,5,2D1U,2.0,True,0.109,5,True,right,0.0,1.5998,2.4993,0.8995,0.2573,0.7582,0.5009,A
82,0.50069,1.2,2,0.35883,0.34214,0.42559,82,1.83587,-0.586,-0.29207,0.20862,5,2U1D,1.0,True,0.991,7,True,left,0.0,1.2904,1.4993,0.2089,0.3656,0.865,0.4993,A
83,0.50069,0.1,2,0.20862,0.36717,0.66759,83,2.68704,0.886,0.44228,0.94297,5,3D1U,2.0,True,0.592,2,False,right,0.0,1.3786,2.3198,0.9412,0.2109,0.7113,0.5004,A
84,0.50069,1.2,2,0.34214,0.3171,0.61752,84,1.96938,-0.616,-0.30876,0.19193,5,3U1D,1.0,True,0.934,2,True,left,0.0,1.4684,1.6599,0.1915,0.3515,0.8521,0.5006,A
85,0.50069,1.2,1,0.28373,0.35883,0.4089,85,2.50346,0.9,0.45062,0.95131,5,lapse_rate,1.0,True,0.301,0,False,left,0.0,0.2853,1.2356,0.9503,1.6448,2.144,0.4992,A
86,0.50069,0.1,1,0.44228,0.30041,0.484,86,2.62862,0.802,0.40055,0.90124,5,2D1U,1.0,True,0.475,5,True,left,0.0,0.4513,1.3514,0.9001,1.8351,2.3346,0.4995,V
87,0.50069,1.2,2,0.34214,0.37552,0.80945,87,2.97077,0.886,0.44228,0.94297,5,3D1U,2.0,True,0.274,2,False,right,0.0,1.6587,2.6006,0.942,0.3501,0.8502,0.5001,V
88,0.50069,0.1,1,0.39221,0.242,0.726,88,2.05283,-0.616,-0.30876,0.19193,5,3U1D,2.0,True,0.418,2,True,right,0.0,0.3944,0.5872,0.1927,1.3118,1.8114,0.4996,A
89,0.50069,1.2,1,0.34214,0.35048,0.4089,89,1.83587,-0.532,-0.26704,0.23366,5,2U1D,1.0,False,0.433,8,True,left,0.0,0.3504,0.5835,0.2331,0.9924,1.4923,0.4999,A
90,0.50069,0.1,2,0.26704,0.26704,0.726,90,2.63698,0.748,0.37552,0.87621,5,2D1U,2.0,True,0.108,5,False,right,0.0,1.4997,2.374,0.8743,0.2757,0.7746,0.4988,A
91,0.50069,0.1,1,0.38386,0.22531,0.86787,91,2.0278,-0.9,-0.45062,0.05007,5,lapse_rate,2.0,True,0.326,0,False,right,0.0,0.3883,0.4375,0.0492,1.305,1.8044,0.4994,V
92,0.50069,1.2,1,0.21697,0.21697,0.80111,92,1.92767,-0.616,-0.30876,0.19193,5,3U1D,1.0,False,0.517,2,True,left,0.0,0.2254,0.4172,0.1918,1.2174,1.7175,0.5001,V
93,0.50069,0.1,1,0.45062,0.4089,0.63421,93,2.20304,-0.586,-0.29207,0.20862,5,2U1D,2.0,True,0.309,9,True,right,0.0,0.4579,0.6664,0.2085,1.3005,1.7997,0.4992,A
94,0.50069,1.2,1,0.21697,0.37552,0.45897,94,2.42836,0.748,0.37552,0.87621,5,2D1U,1.0,True,0.259,5,False,left,0.0,0.2223,1.0977,0.8754,1.5563,2.0559,0.4996,V
95,0.50069,0.1,2,0.38386,0.44228,0.83449,95,3.07925,0.832,0.41724,0.91793,5,3D1U,2.0,True,0.451,3,True,right,0.0,1.7256,2.6422,0.9166,0.392,0.8916,0.4996,A
96,0.50069,0.1,1,0.22531,0.36717,0.60083,96,1.74407,-0.9,-0.45062,0.05007,5,lapse_rate,2.0,True,0.334,0,False,right,0.0,0.2328,0.283,0.0502,0.8833,1.383,0.4998,A
97,0.50069,1.2,2,0.28373,0.27538,0.45062,97,1.71904,-0.586,-0.29207,0.20862,5,2U1D,2.0,False,1.442,9,True,right,0.0,1.2396,1.4481,0.2085,0.29,0.7907,0.5006,A
98,0.50069,0.1,2,0.25869,0.20862,0.80111,98,1.93601,-0.67,-0.33379,0.1669,5,3U1D,1.0,True,0.417,3,True,left,0.0,1.5648,1.7326,0.1678,0.2658,0.7654,0.4996,A
99,0.50069,0.1,2,0.39221,0.40055,0.62586,99,1.96938,-0.9,-0.45062,0.05007,5,lapse_rate,1.0,True,0.349,0,False,left,0.0,1.5202,1.5706,0.0504,0.3952,0.8962,0.5009,V
100,0.50069,1.2,2,0.25869,0.20862,0.61752,100,2.42835,0.694,0.35048,0.84283,5,2D1U,2.0,True,0.266,5,False,right,0.0,1.3783,2.2197,0.8415,0.2616,0.7611,0.4995,A
101,0.50069,0.1,2,0.35883,0.41724,0.50069,101,2.69538,0.832,0.41724,0.91793,5,3D1U,2.0,True,0.116,3,True,right,0.0,1.368,2.2853,0.9173,0.368,0.8679,0.4999,V
102,0.50069,1.2,2,0.26704,0.20862,0.60917,102,1.75242,-0.67,-0.33379,0.1669,5,3U1D,1.0,True,0.4,3,True,left,0.0,1.3796,1.5469,0.1673,0.271,0.772,0.501,A
103,0.50069,1.2,2,0.20862,0.27538,0.78442,103,1.81918,-0.9,-0.45062,0.05007,5,lapse_rate,1.0,True,0.525,0,False,left,0.0,1.4976,1.548,0.0504,0.2153,0.7138,0.4986,V
104,0.50069,0.1,1,0.25869,0.25869,0.47566,104,2.33656,0.694,0.35048,0.84283,5,2D1U,1.0,True,0.35,5,False,left,0.0,0.2629,1.1052,0.8423,1.58,2.0793,0.4993,A
105,0.50069,1.2,2,0.35883,0.40055,0.75104,105,2.1947,-0.64,-0.3171,0.18359,5,2U1D,2.0,False,0.326,9,False,right,0.0,1.6158,1.8001,0.1843,0.3661,0.8657,0.4996,A
106,0.50069,0.1,2,0.30041,0.40055,0.59249,106,2.71207,0.832,0.41724,0.91793,5,3D1U,2.0,True,0.301,3,True,right,0.0,1.4011,2.3178,0.9167,0.3095,0.8083,0.4988,A
107,0.50069,0.1,1,0.29207,0.30876,0.8178,107,2.87063,0.9,0.45062,0.95131,5,lapse_rate,2.0,False,0.258,0,False,right,0.0,0.2966,1.2471,0.9504,2.0632,2.5627,0.4995,V
108,0.50069,1.2,2,0.27538,0.26704,0.67593,108,2.61194,0.778,0.39221,0.8929,5,3D1U,2.0,True,0.275,3,False,right,0.0,1.4579,2.3499,0.892,0.2828,0.7846,0.5017,V
109,0.50069,0.1,2,0.3171,0.28373,0.54242,109,2.46174,0.64,0.3171,0.8178,5,2D1U,2.0,True,0.333,5,False,right,0.0,1.3624,2.1789,0.8165,0.3208,0.8214,0.5006,V
110,0.50069,1.2,1,0.33379,0.44228,0.42559,110,1.86925,-0.67,-0.33379,0.1669,5,3U1D,2.0,True,0.75,3,True,right,0.0,0.3356,0.5032,0.1677,0.9281,1.4275,0.4994,A
111,0.50069,0.1,2,0.37552,0.38386,0.8929,111,2.30318,-0.694,-0.35048,0.15021,5,2U1D,1.0,True,0.167,9,False,left,0.0,1.7753,1.9255,0.1503,0.3837,0.8841,0.5004,A
112,0.50069,1.2,1,0.33379,0.43393,0.42559,112,1.88593,-0.616,-0.30876,0.19193,5,3U1D,1.0,False,0.401,4,True,left,0.0,0.3437,0.5353,0.1915,0.9594,1.4598,0.5004,V
113,0.50069,1.2,2,0.3171,0.4089,0.67593,113,2.85393,0.9,0.45062,0.95131,5,lapse_rate,2.0,True,0.209,0,False,right,0.0,1.4992,2.4492,0.9501,0.3251,0.8244,0.4993,A
114,0.50069,0.1,1,0.34214,0.38386,0.85952,114,2.97911,0.778,0.39221,0.8929,5,3D1U,1.0,True,0.2,3,False,left,0.0,0.347,1.2401,0.8931,2.0969,2.5967,0.4999,V
115,0.50069,1.2,1,0.29207,0.40055,0.85952,115,2.87063,0.64,0.3171,0.8178,5,2D1U,1.0,True,0.334,5,False,left,0.0,0.3013,1.1187,0.8175,1.9772,2.4769,0.4997,V
116,0.50069,0.1,2,0.36717,0.35048,0.51738,116,1.88593,-0.694,-0.35048,0.15021,5,2U1D,1.0,True,0.351,9,False,left,0.0,1.3879,1.538,0.15,0.3712,0.8718,0.5006,A
117,0.50069,0.1,2,0.37552,0.20862,0.62586,117,2.662,0.9,0.45062,0.95131,5,lapse_rate,2.0,True,0.301,0,False,right,0.0,1.5023,2.4533,0.951,0.3781,0.8776,0.4994,A
118,0.50069,1.2,2,0.20028,0.37552,0.8929,118,2.15298,-0.64,-0.3171,0.18359,5,2U1D,1.0,True,0.284,10,True,left,0.0,1.5979,1.781,0.1831,0.2062,0.7056,0.4993,A
119,0.50069,0.1,2,0.28373,0.43393,0.60917,119,2.72042,0.778,0.39221,0.8929,5,3D1U,2.0,True,0.34,3,False,right,0.0,1.3986,2.2895,0.8909,0.2894,0.7907,0.5013,A
120,0.50069,1.2,2,0.20862,0.35883,0.45897,120,1.69401,-0.67,-0.33379,0.1669,5,3U1D,1.0,True,1.017,5,True,left,0.0,1.173,1.3404,0.1674,0.2143,0.7148,0.5004,A
121,0.50069,0.1,2,0.3171,0.37552,0.67593,121,2.662,0.586,0.29207,0.79276,5,2D1U,2.0,True,0.384,5,False,right,0.0,1.4971,2.2894,0.7923,0.3222,0.8212,0.499,A
122,0.50069,1.2,2,0.21697,0.23366,0.47566,122,2.21974,0.586,0.29207,0.79276,5,2D1U,2.0,True,0.292,5,False,right,0.0,1.1966,1.9882,0.7916,0.2214,0.7206,0.4993,V
