,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
0,0.5,1.2,1,0.21667,0.38333,0.85833,0,2.00833,-0.9,-0.45,0.05,5,1D2U,2.0,True,6.777,0,False,right,0.0,0.2658,0.3169,0.0511,1.2679,1.7697,0.5019,A
1,0.5,0.1,2,0.26667,0.24167,0.425,1,1.48334,-0.9,-0.45,0.05,5,1D3U,1.0,True,0.372,0,False,left,0.0,1.3647,1.4147,0.05,0.2669,0.9328,0.6659,V
2,0.5,1.2,1,0.35,0.39167,0.425,2,1.71667,-0.9,-0.45,0.05,5,1D3U,2.0,True,0.679,0,False,right,0.0,0.3562,0.408,0.0519,1.203,1.9359,0.7329,A
3,0.5,0.1,1,0.375,0.28333,0.46667,3,1.675,-0.9,-0.45,0.05,5,2D1U,2.0,True,0.709,0,False,right,0.0,0.3818,0.4317,0.0499,0.8984,1.3987,0.5003,V
4,0.5,1.2,1,0.33333,0.2,0.53333,4,1.61666,-0.9,-0.45,0.05,5,3D1U,2.0,True,1.948,0,False,right,0.0,0.3333,0.3894,0.056,0.9339,1.4449,0.511,V
5,0.5,1.2,1,0.36667,0.20833,0.65,5,2.675,0.9,0.45,0.95,5,lapse_rate,1.0,True,4.217,0,False,left,0.0,0.3735,1.3498,0.9763,1.9999,2.5001,0.5002,V
6,0.5,0.1,2,0.44167,0.43333,0.59167,6,2.01667,-0.9,-0.45,0.05,5,1D2U,1.0,True,0.218,0,False,left,0.0,2.1006,2.1514,0.0508,0.636,1.1668,0.5308,V
7,0.5,1.2,2,0.40833,0.36667,0.5,7,1.90833,-0.74,-0.36667,0.13333,5,3D1U,1.0,True,1.685,0,False,left,0.0,1.9961,2.1295,0.1334,0.414,1.2513,0.8374,V
8,0.5,0.1,2,0.375,0.41667,0.69167,8,2.11667,-0.74,-0.36667,0.13333,5,1D2U,1.0,True,1.324,0,False,left,0.0,1.5659,1.6999,0.134,0.3766,0.877,0.5004,V
9,0.5,1.2,1,0.21667,0.24167,0.66667,9,1.67501,-0.9,-0.45,0.05,5,1D3U,2.0,True,3.732,0,False,right,0.0,0.221,0.2738,0.0528,0.943,1.454,0.511,A
10,0.5,0.1,2,0.41667,0.26667,0.64167,10,2.77501,0.9,0.45,0.95,5,lapse_rate,2.0,True,0.351,0,False,right,0.0,1.8696,2.8625,0.9929,0.4148,1.2301,0.8153,V
11,0.5,0.1,2,0.44167,0.34167,0.51667,11,1.93334,-0.74,-0.36667,0.13333,5,2D1U,1.0,True,2.052,0,False,left,0.0,1.5976,1.7317,0.1341,0.4512,0.966,0.5148,V
12,0.5,1.2,1,0.20833,0.31667,0.475,12,1.55,-0.9,-0.45,0.05,5,lapse_rate,1.0,False,2.55,0,False,left,0.0,0.2282,0.2949,0.0667,1.2293,2.0651,0.8358,A
13,0.5,1.2,2,0.34167,0.44167,0.575,13,2.06667,-0.58,-0.29167,0.20833,5,3D1U,1.0,True,0.668,0,False,left,0.0,1.483,1.6946,0.2117,0.3495,0.8818,0.5324,V
14,0.5,0.1,1,0.24167,0.41667,0.575,14,1.86667,-0.74,-0.36667,0.13333,5,1D3U,2.0,True,1.555,0,False,right,0.0,0.2437,0.378,0.1343,1.178,1.683,0.5049,A
15,0.5,1.2,2,0.20833,0.31667,0.9,15,2.13333,-0.58,-0.29167,0.20833,5,2D1U,1.0,True,1.962,0,False,left,0.0,1.763,1.965,0.202,0.2116,0.7114,0.4999,V
16,0.5,0.1,1,0.425,0.4,0.7,16,2.15833,-0.74,-0.36667,0.13333,5,1D2U,2.0,True,0.346,0,False,right,0.0,0.4305,0.5644,0.1339,1.3817,1.9148,0.533,V
17,0.5,0.1,2,0.35,0.38333,0.60833,17,1.89166,-0.9,-0.45,0.05,5,lapse_rate,1.0,True,0.611,0,False,left,0.0,2.2699,2.3375,0.0677,0.3724,1.2668,0.8944,V
18,0.5,1.2,2,0.25,0.25,0.625,18,1.75833,-0.74,-0.36667,0.13333,5,1D3U,1.0,True,1.875,0,False,left,0.0,1.387,1.5203,0.1333,0.2567,0.7571,0.5004,V
19,0.5,0.1,2,0.33333,0.28333,0.44167,19,1.76666,-0.58,-0.29167,0.20833,5,1D2U,1.0,True,4.023,0,False,left,0.0,1.3203,1.5338,0.2134,0.3366,0.8399,0.5033,A
20,0.5,1.2,2,0.4,0.28333,0.575,20,2.05,-0.42,-0.20833,0.29167,5,3D1U,1.0,True,1.349,0,False,left,0.0,1.6778,2.0134,0.3355,0.3999,1.0767,0.6769,V
21,0.5,0.1,1,0.25,0.30833,0.84167,21,2.19167,-0.42,-0.20833,0.29167,5,2D1U,2.0,True,0.265,0,False,right,0.0,0.2511,0.6787,0.4277,1.7121,2.2316,0.5195,V
22,0.5,0.1,1,0.33333,0.225,0.48333,22,2.49166,0.9,0.45,0.95,5,lapse_rate,1.0,True,0.178,0,False,left,0.0,0.3911,2.0042,1.6132,2.7741,3.2778,0.5037,V
23,0.5,1.2,1,0.28333,0.21667,0.80833,23,2.01666,-0.58,-0.29167,0.20833,5,1D2U,2.0,True,0.798,0,False,right,0.0,0.2825,0.4935,0.211,1.2985,1.8092,0.5107,A
