sigma_a,sigma_v,conflict_max,p_c,lambda,lognorm__vs__fusionOnlyLogNorm,lognorm__vs__switchingFree,lognorm__vs__probabilityMatchingLogNorm,lognorm__vs__selection,fusionOnlyLogNorm__vs__switchingFree,fusionOnlyLogNorm__vs__probabilityMatchingLogNorm,fusionOnlyLogNorm__vs__selection,switchingFree__vs__probabilityMatchingLogNorm,switchingFree__vs__selection,probabilityMatchingLogNorm__vs__selection,mean_pairwise
0.45,0.45,0.45,0.3,0.05,0.10605108024691359,0.04069166666666667,0.023966975308641975,0.0843770061728395,0.12520941358024693,0.0875554012345679,0.15774104938271608,0.04601049382716049,0.04713935185185184,0.08880447530864197,0.08075469135802468
0.45,0.45,0.45,0.5,0.05,0.06801003086419753,0.04885756172839505,0.06091728395061729,0.08301064814814814,0.08280246913580246,0.1275023148148148,0.1204858024691358,0.059530401234567897,0.04279104938271605,0.05770077160493828,0.07516083333333333
0.45,0.45,0.45,0.7,0.05,0.036328703703703696,0.053543055555555545,0.12238287037037038,0.0978324074074074,0.059114043209876545,0.15701682098765435,0.11959444444444443,0.13590864197530866,0.08020756172839505,0.07502361111111112,0.09369521604938272
0.45,0.45,0.6,0.3,0.05,0.11024947916666668,0.04137777777777777,0.02355868055555555,0.08552968749999999,0.13167725694444446,0.09367065972222223,0.1604708333333333,0.046332291666666664,0.04756267361111111,0.08848524305555555,0.08289145833333333
0.45,0.45,0.6,0.5,0.05,0.07362829861111113,0.04840711805555556,0.06324756944444444,0.08337239583333332,0.08651597222222224,0.13547725694444443,0.11451458333333335,0.060968229166666665,0.041753819444444444,0.06759184027777777,0.07754770833333333
0.45,0.45,0.6,0.7,0.05,0.038758680555555564,0.0535001736111111,0.13110989583333332,0.09687031249999999,0.05811822916666666,0.16880642361111112,0.11593628472222223,0.14310034722222223,0.07421215277777778,0.08523611111111112,0.09656486111111114
0.6,0.6,0.083,0.3,0.05,0.022550771604938267,0.026166049382716057,0.012121296296296307,0.05852762345679012,0.040477623456790124,0.02419274691358025,0.0724638888888889,0.020659567901234566,0.034847993827160494,0.052241203703703706,0.036424876543209875
0.6,0.6,0.083,0.5,0.05,0.015707253086419758,0.033431790123456796,0.027564660493827164,0.06417777777777779,0.03941033950617283,0.03555462962962963,0.07033225308641976,0.018938425925925935,0.033302777777777785,0.041122685185185186,0.037954259259259264
0.6,0.6,0.083,0.7,0.05,0.011326697530864197,0.03737253086419753,0.03541975308641976,0.068766512345679,0.03955694444444444,0.04010231481481483,0.07177777777777777,0.027643827160493822,0.03655447530864197,0.03936342592592591,0.04078842592592592
0.6,0.6,0.167,0.3,0.05,0.03658086419753086,0.02740632716049383,0.014041820987654326,0.057961728395061723,0.04926219135802469,0.03489490740740741,0.07690308641975309,0.02262993827160494,0.03382175925925926,0.05248749999999999,0.04059901234567901
0.6,0.6,0.167,0.5,0.05,0.020732870370370367,0.03488024691358024,0.030083333333333333,0.06416018518518518,0.042078549382716046,0.04583163580246913,0.07300046296296296,0.028910493827160495,0.03299197530864199,0.04440956790123458,0.04170793209876543
0.6,0.6,0.167,0.7,0.05,0.015868518518518514,0.039246141975308645,0.047051388888888886,0.06958163580246914,0.03931651234567901,0.056170216049382715,0.07363966049382716,0.04894259259259259,0.04019320987654322,0.04428641975308641,0.04742962962962963
0.6,0.6,0.25,0.3,0.05,0.049083333333333326,0.028429629629629624,0.015062191358024692,0.060917283950617275,0.058383950617283936,0.047280092592592596,0.08374074074074074,0.022820524691358025,0.03675092592592592,0.054487191358024684,0.04569558641975309
0.6,0.6,0.25,0.5,0.05,0.03309166666666667,0.03645185185185185,0.03623194444444445,0.06528024691358025,0.0447966049382716,0.06598688271604937,0.07748364197530865,0.03984429012345679,0.03579506172839506,0.04622453703703704,0.048118672839506174
0.6,0.6,0.25,0.7,0.05,0.016551697530864194,0.04012577160493828,0.06639151234567903,0.07134675925925925,0.03946018518518519,0.07838672839506174,0.07782376543209875,0.0758358024691358,0.05171049382716048,0.04995123456790124,0.056758395061728396
0.6,0.6,0.35,0.3,0.05,0.06685185185185184,0.028843055555555556,0.015000617283950617,0.06068271604938272,0.07686496913580246,0.06421882716049382,0.09678858024691359,0.0225625,0.03464274691358024,0.05346388888888889,0.05199197530864197
0.6,0.6,0.35,0.5,0.05,0.041767746913580255,0.03600030864197531,0.05257253086419753,0.06748225308641975,0.0529449074074074,0.09167793209876542,0.09027932098765433,0.053223456790123455,0.03983256172839506,0.04593132716049383,0.05717123456790124
0.6,0.6,0.35,0.7,0.05,0.023597530864197525,0.043225,0.08654089506172839,0.0789496913580247,0.04232191358024691,0.10774583333333333,0.09132901234567901,0.10031589506172839,0.06590771604938273,0.05527299382716049,0.06952064814814814
0.6,0.6,0.45,0.3,0.05,0.08757885802469134,0.03636095679012346,0.014027160493827158,0.0672770061728395,0.10600123456790124,0.08452947530864197,0.12136543209876544,0.03085447530864197,0.03447561728395061,0.061143055555555555,0.06436132716049384
0.6,0.6,0.45,0.5,0.05,0.051402623456790114,0.04127222222222222,0.06855246913580247,0.07802314814814815,0.07141126543209877,0.11741003086419755,0.1106837962962963,0.057117283950617284,0.04293765432098765,0.0455354938271605,0.06843459876543209
0.6,0.6,0.45,0.7,0.05,0.0281804012345679,0.04506929012345679,0.11671805555555555,0.0923317901234568,0.04837376543209877,0.14244135802469138,0.110091512345679,0.12419783950617283,0.07698225308641973,0.0619054012345679,0.08462916666666667
0.6,0.6,0.6,0.3,0.05,0.09454479166666667,0.03637048611111111,0.014830555555555553,0.06637795138888887,0.11436944444444445,0.08928680555555554,0.1219529513888889,0.0325704861111111,0.03492899305555555,0.06036788194444445,0.06656003472222222
0.6,0.6,0.6,0.5,0.05,0.056627256944444454,0.041608680555555555,0.06968975694444444,0.07690381944444445,0.07260572916666667,0.12423229166666669,0.10641649305555556,0.0627626736111111,0.04158229166666667,0.054107118055555556,0.07065361111111113
0.6,0.6,0.6,0.7,0.05,0.03047916666666667,0.045517534722222225,0.12338125,0.09095260416666667,0.047311979166666664,0.15091805555555554,0.10604704861111111,0.13141996527777777,0.07544583333333334,0.06857482638888888,0.08700482638888889
